OBJECTID,lagoslakei,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
55,807,582,523800.000000000000000,5425.000000000000000,15423.000000000000000,9998.000000000000000,11037.120274914088000,1881.887972087034300,6423604.000000000000000
56,810,20206,18185400.000000000000000,150.000000000000000,20204.000000000000000,20054.000000000000000,9410.660991784618100,4706.825353025085900,190151816.000000000000000
57,812,10478,9430200.000000000000000,750.000000000000000,22583.000000000000000,21833.000000000000000,12744.388146592861000,4548.001116239139300,133535699.000000000000000
58,818,19860,17874000.000000000000000,150.000000000000000,21553.000000000000000,21403.000000000000000,10102.480563947633000,4553.179023508267200,200635264.000000000000000
59,820,22645,20380500.000000000000000,150.000000000000000,42371.000000000000000,42221.000000000000000,15646.956944137779000,9899.584403232504000,354325340.000000000000000
60,821,14605,13144500.000000000000000,150.000000000000000,22821.000000000000000,22671.000000000000000,10301.400000000000000,4838.892639916364700,150451947.000000000000000
61,822,2474,2226600.000000000000000,150.000000000000000,19154.000000000000000,19004.000000000000000,11729.521018593370000,4100.021891191387100,29018835.000000000000000
62,830,4199,3779100.000000000000000,150.000000000000000,15921.000000000000000,15771.000000000000000,8120.771135984758100,3890.472251215268000,34099118.000000000000000
63,831,4416,3974400.000000000000000,150.000000000000000,22845.000000000000000,22695.000000000000000,5578.723052536232000,4055.842208635912800,24635641.000000000000000
64,832,4031,3627900.000000000000000,150.000000000000000,16433.000000000000000,16283.000000000000000,6170.949888365169500,2939.882342461364300,24875099.000000000000000
65,834,29114,26202600.000000000000000,150.000000000000000,20601.000000000000000,20451.000000000000000,5983.474479631791800,4220.596275729501900,174202876.000000000000000
66,835,18585,16726500.000000000000000,150.000000000000000,23401.000000000000000,23251.000000000000000,12158.761151466237000,5965.831102453806100,225970576.000000000000000
67,836,17592,15832800.000000000000000,150.000000000000000,20304.000000000000000,20154.000000000000000,7709.843281036834900,4590.940222972583800,135631563.000000000000000
68,840,2150,1935000.000000000000000,150.000000000000000,13496.000000000000000,13346.000000000000000,3692.756279069767500,2622.810508568227300,7939426.000000000000000
69,845,12929,11636100.000000000000000,150.000000000000000,27230.000000000000000,27080.000000000000000,13304.269781112229000,5669.397300454989800,172010904.000000000000000
70,847,10995,9895500.000000000000000,150.000000000000000,15935.000000000000000,15785.000000000000000,6369.815370623010500,3870.702299873119000,70036120.000000000000000
71,851,11446,10301400.000000000000000,150.000000000000000,21772.000000000000000,21622.000000000000000,9949.803162676917100,5399.986409625646000,113885447.000000000000000
72,854,318,286200.000000000000000,4108.000000000000000,8112.000000000000000,4004.000000000000000,6086.301886792452900,988.172099152576040,1935444.000000000000000
73,864,14580,13122000.000000000000000,150.000000000000000,18993.000000000000000,18843.000000000000000,5968.432716049383100,4290.662323081708600,87019749.000000000000000
74,867,54162,48745800.000000000000000,150.000000000000000,31627.000000000000000,31477.000000000000000,11567.246981278387000,6959.358897941535400,626505231.000000000000000
75,868,22979,20681100.000000000000000,150.000000000000000,27995.000000000000000,27845.000000000000000,8304.034727359763600,5908.379401635828800,190818414.000000000000000
76,877,28236,25412400.000000000000000,150.000000000000000,23159.000000000000000,23009.000000000000000,11172.920597818387000,5439.912149299334500,315478586.000000000000000
77,887,14760,13284000.000000000000000,150.000000000000000,17101.000000000000000,16951.000000000000000,5574.447831978320200,3430.801921511903400,82278850.000000000000000
78,895,11463,10316700.000000000000000,150.000000000000000,18157.000000000000000,18007.000000000000000,7419.825176655325800,4640.642399545009500,85053456.000000000000000
79,900,13908,12517200.000000000000000,150.000000000000000,22558.000000000000000,22408.000000000000000,8238.981809030774500,5534.948385190078600,114587759.000000000000000
80,909,28995,26095500.000000000000000,150.000000000000000,32266.000000000000000,32116.000000000000000,9334.796344197275200,6004.229092367631000,270662420.000000000000000
81,912,21993,19793700.000000000000000,150.000000000000000,19962.000000000000000,19812.000000000000000,10875.692993225117000,4800.486211341453800,239189116.000000000000000
82,914,1724,1551600.000000000000000,5650.000000000000000,18849.000000000000000,13199.000000000000000,12964.419953596287000,2620.089207399144000,22350660.000000000000000
83,922,7097,6387300.000000000000000,5025.000000000000000,21387.000000000000000,16362.000000000000000,12843.254332816683000,3517.674689128184600,91148576.000000000000000
84,923,6056,5450400.000000000000000,2025.000000000000000,21027.000000000000000,19002.000000000000000,12967.267998678995000,4192.062297976020100,78529775.000000000000000
85,934,9493,8543700.000000000000000,150.000000000000000,20700.000000000000000,20550.000000000000000,10359.161592752554000,5065.287299880369600,98339521.000000000000000
86,937,20987,18888300.000000000000000,150.000000000000000,21768.000000000000000,21618.000000000000000,11526.693333968647000,4855.682296245955500,241910713.000000000000000
87,938,8372,7534800.000000000000000,150.000000000000000,22473.000000000000000,22323.000000000000000,9550.738055422838400,4989.367780499539500,79958779.000000000000000
88,943,16206,14585400.000000000000000,150.000000000000000,23402.000000000000000,23252.000000000000000,8454.585277057880400,6355.059444517982200,137015009.000000000000000
89,949,2108,1897200.000000000000000,1425.000000000000000,16599.000000000000000,15174.000000000000000,9735.036053130930700,3277.173442456921300,20521456.000000000000000
90,954,12400,11160000.000000000000000,150.000000000000000,22861.000000000000000,22711.000000000000000,8981.895241935484600,5585.568068165170200,111375501.000000000000000
91,959,20658,18592200.000000000000000,150.000000000000000,18543.000000000000000,18393.000000000000000,6115.014231774614900,4263.835418428874600,126323964.000000000000000
92,970,19992,17992800.000000000000000,150.000000000000000,24225.000000000000000,24075.000000000000000,12638.636054421770000,5724.303740982321000,252671612.000000000000000
93,974,24471,22023900.000000000000000,150.000000000000000,29714.000000000000000,29564.000000000000000,9664.548608557068300,5698.424388758874600,236501169.000000000000000
94,977,19097,17187300.000000000000000,150.000000000000000,17923.000000000000000,17773.000000000000000,9273.154945803005800,3809.254592980815200,177089440.000000000000000
95,983,805,724500.000000000000000,2574.000000000000000,10995.000000000000000,8421.000000000000000,8182.760248447205400,1510.593618139953800,6587122.000000000000000
96,998,22645,20380500.000000000000000,150.000000000000000,26216.000000000000000,26066.000000000000000,11150.731463899316000,6141.713195153148300,252508314.000000000000000
97,1006,12319,11087100.000000000000000,150.000000000000000,21787.000000000000000,21637.000000000000000,10041.661579673675000,5032.323244208512700,123703229.000000000000000
98,1009,311,279900.000000000000000,7598.000000000000000,18311.000000000000000,10713.000000000000000,13223.527331189711000,2704.460337200556800,4112517.000000000000000
99,1025,2396,2156400.000000000000000,150.000000000000000,20271.000000000000000,20121.000000000000000,7837.616026711185400,5588.205149685229100,18778928.000000000000000
100,1026,11741,10566900.000000000000000,150.000000000000000,18378.000000000000000,18228.000000000000000,5749.871731539051300,3350.086068666791100,67509244.000000000000000
101,1027,17126,15413400.000000000000000,150.000000000000000,24019.000000000000000,23869.000000000000000,10653.470454280043000,5551.669028564119800,182451335.000000000000000
102,1030,8526,7673400.000000000000000,150.000000000000000,23716.000000000000000,23566.000000000000000,9887.899366643208900,5914.597952238516000,84304230.000000000000000
103,1037,53,47700.000000000000000,5771.000000000000000,12085.000000000000000,6314.000000000000000,9127.566037735849000,2117.100638506241900,483761.000000000000000
104,1038,11873,10685700.000000000000000,150.000000000000000,19166.000000000000000,19016.000000000000000,8678.576855049272100,4958.252562277517400,103040743.000000000000000
105,1039,51,45900.000000000000000,12601.000000000000000,14668.000000000000000,2067.000000000000000,13438.823529411764000,505.539110640877770,685380.000000000000000
106,1044,14524,13071600.000000000000000,150.000000000000000,21892.000000000000000,21742.000000000000000,10844.863605067474000,4484.178780900719200,157510799.000000000000000
107,1050,9765,8788500.000000000000000,150.000000000000000,18470.000000000000000,18320.000000000000000,7998.602355350742100,4184.328394100045400,78106352.000000000000000
108,1054,132271,119043900.000000000000000,150.000000000000000,23793.000000000000000,23643.000000000000000,8977.976880797756200,5329.323879876290400,1187525980.000000000000000
109,1056,6707,6036300.000000000000000,150.000000000000000,15745.000000000000000,15595.000000000000000,4171.323095273594800,3159.054052381406100,27977064.000000000000000
110,1058,112325,101092500.000000000000000,150.000000000000000,26651.000000000000000,26501.000000000000000,9350.221348764745900,5768.338250695492200,1050263613.000000000000000
111,1062,14369,12932100.000000000000000,150.000000000000000,40551.000000000000000,40401.000000000000000,15313.110585287772000,9195.746985928944900,220034086.000000000000000
112,1093,15377,13839300.000000000000000,150.000000000000000,15828.000000000000000,15678.000000000000000,4616.731612148013500,3486.712652370871200,70991482.000000000000000
113,1096,14681,13212900.000000000000000,150.000000000000000,23918.000000000000000,23768.000000000000000,10000.343845787072000,5495.013411593102300,146815048.000000000000000
114,1106,28655,25789500.000000000000000,150.000000000000000,21603.000000000000000,21453.000000000000000,8589.544337811899800,5468.276423216514600,246133393.000000000000000
115,1107,13970,12573000.000000000000000,150.000000000000000,26163.000000000000000,26013.000000000000000,10504.297852541160000,5634.443768688077400,146745041.000000000000000
116,1109,82375,74137500.000000000000000,150.000000000000000,24487.000000000000000,24337.000000000000000,7714.625699544764800,4878.853130027454400,635492292.000000000000000
117,1110,10624,9561600.000000000000000,150.000000000000000,24783.000000000000000,24633.000000000000000,8408.134036144578200,5953.089824241747900,89328016.000000000000000
118,1126,2897,2607300.000000000000000,9160.000000000000000,21968.000000000000000,12808.000000000000000,14762.362098722817000,2655.556380057212200,42766563.000000000000000
119,1131,9118,8206200.000000000000000,2719.000000000000000,24370.000000000000000,21651.000000000000000,12587.817942531257000,4461.286948034483400,114775724.000000000000000
120,1135,23020,20718000.000000000000000,150.000000000000000,47446.000000000000000,47296.000000000000000,14540.280278019114000,8954.673452203929600,334717252.000000000000000
121,1140,4781,4302900.000000000000000,150.000000000000000,14630.000000000000000,14480.000000000000000,7913.239489646517500,3648.253941912179900,37833198.000000000000000
122,1141,57749,51974100.000000000000000,150.000000000000000,24852.000000000000000,24702.000000000000000,11022.520424596098000,5996.602466800382900,636539532.000000000000000
123,1153,42515,38263500.000000000000000,150.000000000000000,19698.000000000000000,19548.000000000000000,7838.109467246854400,4481.281910801019000,333237224.000000000000000
124,1160,8437,7593300.000000000000000,150.000000000000000,22824.000000000000000,22674.000000000000000,11748.783453834301000,5559.292962180256800,99124486.000000000000000
125,1178,8781,7902900.000000000000000,150.000000000000000,19892.000000000000000,19742.000000000000000,7005.889078692632200,4655.206507318304800,61518712.000000000000000
126,1179,9666,8699400.000000000000000,150.000000000000000,21664.000000000000000,21514.000000000000000,11081.222842954687000,5042.651432622390500,107111100.000000000000000
127,1185,23573,21215700.000000000000000,150.000000000000000,24328.000000000000000,24178.000000000000000,5898.178678997157500,5016.603172749409200,139037766.000000000000000
128,1188,89248,80323200.000000000000000,150.000000000000000,22147.000000000000000,21997.000000000000000,7773.339402563642600,4786.480876794165900,693754995.000000000000000
129,1193,21402,19261800.000000000000000,150.000000000000000,22348.000000000000000,22198.000000000000000,8639.982992243714800,4971.438210295635100,184912916.000000000000000
130,1207,1596,1436400.000000000000000,3298.000000000000000,21645.000000000000000,18347.000000000000000,11973.361528822055000,4464.600654342507400,19109485.000000000000000
131,1208,2000,1800000.000000000000000,3342.000000000000000,21368.000000000000000,18026.000000000000000,11151.527500000000000,4746.996533203257100,22303055.000000000000000
132,1211,18909,17018100.000000000000000,150.000000000000000,23222.000000000000000,23072.000000000000000,12284.717065947432000,5115.967447172631200,232291715.000000000000000
133,1213,18558,16702200.000000000000000,150.000000000000000,17866.000000000000000,17716.000000000000000,9577.819754283866100,3793.221087800339300,177745179.000000000000000
134,1219,65457,58911300.000000000000000,150.000000000000000,20927.000000000000000,20777.000000000000000,7049.686802022702100,4300.903533327640600,461451349.000000000000000
135,1221,3166,2849400.000000000000000,150.000000000000000,6283.000000000000000,6133.000000000000000,1925.875236891977200,1381.335070380865300,6097321.000000000000000
136,1222,62437,56193300.000000000000000,150.000000000000000,50320.000000000000000,50170.000000000000000,12918.981068917468000,8786.908552134635100,806622421.000000000000000
137,1225,14691,13221900.000000000000000,150.000000000000000,22995.000000000000000,22845.000000000000000,10101.425702811244000,5889.558350903065700,148400045.000000000000000
138,1226,16709,15038100.000000000000000,150.000000000000000,19228.000000000000000,19078.000000000000000,7714.811538691723400,4599.042265891122000,128906786.000000000000000
139,1232,17306,15575400.000000000000000,150.000000000000000,20415.000000000000000,20265.000000000000000,8399.147867791516500,4114.356460681854500,145355653.000000000000000
140,1234,27272,24544800.000000000000000,150.000000000000000,15517.000000000000000,15367.000000000000000,5260.196575242006500,3456.273862964222200,143456081.000000000000000
141,1236,23360,21024000.000000000000000,150.000000000000000,38051.000000000000000,37901.000000000000000,16747.789554794519000,8046.492778517657800,391228364.000000000000000
142,1241,1360,1224000.000000000000000,150.000000000000000,3179.000000000000000,3029.000000000000000,1243.616911764705900,764.835877920988080,1691319.000000000000000
143,1242,38212,34390800.000000000000000,150.000000000000000,22882.000000000000000,22732.000000000000000,9019.998979378206100,5146.319485837717400,344672201.000000000000000
144,1244,18696,16826400.000000000000000,150.000000000000000,22229.000000000000000,22079.000000000000000,10224.404845956355000,5097.216705900868000,191155473.000000000000000
145,1259,7692,6922800.000000000000000,10480.000000000000000,29500.000000000000000,19020.000000000000000,21587.146905876234000,3684.928119194362400,166048334.000000000000000
146,1263,9623,8660700.000000000000000,150.000000000000000,18953.000000000000000,18803.000000000000000,9989.716096851294400,4240.490085529750100,96131038.000000000000000
147,1265,5727,5154300.000000000000000,150.000000000000000,17944.000000000000000,17794.000000000000000,10488.373668587394000,3285.346113387074200,60066916.000000000000000
148,1269,20051,18045900.000000000000000,150.000000000000000,19411.000000000000000,19261.000000000000000,9001.210313700064900,3530.112575976541800,180483268.000000000000000
149,1275,30437,27393300.000000000000000,150.000000000000000,19516.000000000000000,19366.000000000000000,6234.058580017741400,4441.417289831836600,189746041.000000000000000
150,1278,20410,18369000.000000000000000,150.000000000000000,16273.000000000000000,16123.000000000000000,5417.389073983341400,3492.726176543163100,110568911.000000000000000
151,1286,20354,18318600.000000000000000,150.000000000000000,28075.000000000000000,27925.000000000000000,9764.514346074482100,5978.319193321683100,198746925.000000000000000
152,1293,3764,3387600.000000000000000,150.000000000000000,18627.000000000000000,18477.000000000000000,10248.615568544103000,3725.078027295375300,38575789.000000000000000
153,1307,41135,37021500.000000000000000,150.000000000000000,24651.000000000000000,24501.000000000000000,10088.509590373162000,5736.063877080170600,414990842.000000000000000
154,1312,8853,7967700.000000000000000,150.000000000000000,21807.000000000000000,21657.000000000000000,9782.311984637975900,4706.689170335521300,86602808.000000000000000
155,1316,4137,3723300.000000000000000,937.000000000000000,16465.000000000000000,15528.000000000000000,9167.646603819192000,3064.063588123695400,37926554.000000000000000
156,1322,26094,23484600.000000000000000,150.000000000000000,26520.000000000000000,26370.000000000000000,10016.910707442325000,5796.478027682513100,261381268.000000000000000
157,1323,9713,8741700.000000000000000,150.000000000000000,25450.000000000000000,25300.000000000000000,11499.178935447339000,5783.922092353236600,111691525.000000000000000
158,1338,27710,24939000.000000000000000,150.000000000000000,23628.000000000000000,23478.000000000000000,10850.909346806207000,5423.816920632008100,300678698.000000000000000
159,1354,8044,7239600.000000000000000,150.000000000000000,21239.000000000000000,21089.000000000000000,10046.307807061163000,4975.929853079572200,80812500.000000000000000
160,1355,4034,3630600.000000000000000,6075.000000000000000,21063.000000000000000,14988.000000000000000,13021.063708477937000,3587.686173494157200,52526971.000000000000000
161,1357,16387,14748300.000000000000000,150.000000000000000,20121.000000000000000,19971.000000000000000,6937.408982730213200,4829.973788517530000,113683321.000000000000000
162,1358,11957,10761300.000000000000000,150.000000000000000,19211.000000000000000,19061.000000000000000,7551.763653090240000,4345.829204262079700,90296438.000000000000000
163,1360,25977,23379300.000000000000000,150.000000000000000,18946.000000000000000,18796.000000000000000,6472.511375447511500,4386.925649533653100,168136428.000000000000000
164,1362,67055,60349500.000000000000000,150.000000000000000,29390.000000000000000,29240.000000000000000,12164.493043024382000,6660.632800452277500,815690081.000000000000000
165,1366,10737,9663300.000000000000000,150.000000000000000,24400.000000000000000,24250.000000000000000,12878.741361646642000,5815.036229952805100,138279046.000000000000000
166,1370,19659,17693100.000000000000000,150.000000000000000,32956.000000000000000,32806.000000000000000,10815.391525509944000,6649.579518036725900,212619782.000000000000000
167,1388,9011,8109900.000000000000000,1500.000000000000000,17192.000000000000000,15692.000000000000000,9926.014315836200700,3565.963866456921100,89443315.000000000000000
168,1389,22120,19908000.000000000000000,150.000000000000000,20619.000000000000000,20469.000000000000000,7983.476943942133400,4612.570420630249800,176594510.000000000000000
169,1395,18053,16247700.000000000000000,150.000000000000000,19768.000000000000000,19618.000000000000000,6535.854539411731800,4262.188734761181000,117991782.000000000000000
170,1400,12680,11412000.000000000000000,150.000000000000000,20649.000000000000000,20499.000000000000000,8378.741167192429200,4940.938737057218500,106242438.000000000000000
171,1406,3067,2760300.000000000000000,150.000000000000000,16530.000000000000000,16380.000000000000000,7578.502445386370700,4013.313978891165800,23243267.000000000000000
172,1408,25997,23397300.000000000000000,150.000000000000000,23690.000000000000000,23540.000000000000000,10474.342539523792000,5782.296453777365100,272301483.000000000000000
173,1414,35345,31810500.000000000000000,150.000000000000000,21566.000000000000000,21416.000000000000000,8030.950346583675100,4824.826030610568500,283853940.000000000000000
174,1415,7995,7195500.000000000000000,1811.000000000000000,20656.000000000000000,18845.000000000000000,10999.462163852408000,3844.879342175187000,87940700.000000000000000
175,1416,6429,5786100.000000000000000,150.000000000000000,23311.000000000000000,23161.000000000000000,12803.475034997668000,5733.190096320546200,82313541.000000000000000
176,1433,21554,19398600.000000000000000,150.000000000000000,19393.000000000000000,19243.000000000000000,7216.409019207571900,4568.038620660746300,155542480.000000000000000
177,1438,39282,35353800.000000000000000,150.000000000000000,42045.000000000000000,41895.000000000000000,13890.034799653786000,8331.397880095522900,545628347.000000000000000
178,1442,50814,45732600.000000000000000,150.000000000000000,48662.000000000000000,48512.000000000000000,11789.728106427363000,8156.947661226056900,599083244.000000000000000
179,1443,10776,9698400.000000000000000,150.000000000000000,19349.000000000000000,19199.000000000000000,9688.370638455828200,4038.962101739303300,104401882.000000000000000
180,1444,19048,17143200.000000000000000,150.000000000000000,25562.000000000000000,25412.000000000000000,11471.538219235616000,6057.563185864777600,218509860.000000000000000
181,1447,10226,9203400.000000000000000,150.000000000000000,21412.000000000000000,21262.000000000000000,8825.844220614120800,4500.400765699779200,90253083.000000000000000
182,1456,23966,21569400.000000000000000,150.000000000000000,19930.000000000000000,19780.000000000000000,6479.802428440290000,4701.533601622911200,155294945.000000000000000
183,1457,27,24300.000000000000000,14413.000000000000000,16661.000000000000000,2248.000000000000000,15243.296296296296000,568.588102871525390,411569.000000000000000
184,1458,8142,7327800.000000000000000,150.000000000000000,21937.000000000000000,21787.000000000000000,8744.552321296978300,4924.950689367951800,71198145.000000000000000
185,1464,41416,37274400.000000000000000,150.000000000000000,27375.000000000000000,27225.000000000000000,11384.574198377439000,6162.707796000642700,471503525.000000000000000
186,1467,25105,22594500.000000000000000,150.000000000000000,18871.000000000000000,18721.000000000000000,8772.905755825533600,4300.586856369971400,220243799.000000000000000
187,1481,1306,1175400.000000000000000,7607.000000000000000,17338.000000000000000,9731.000000000000000,12566.939509954058000,1811.838298545858600,16412423.000000000000000
188,1482,1106,995400.000000000000000,8598.000000000000000,22299.000000000000000,13701.000000000000000,15569.730560578662000,2865.670429828478500,17220122.000000000000000
189,1484,28276,25448400.000000000000000,150.000000000000000,21766.000000000000000,21616.000000000000000,5051.032182769839900,3431.238409928907500,142822986.000000000000000
190,1491,2449,2204100.000000000000000,5442.000000000000000,20875.000000000000000,15433.000000000000000,13768.522662311147000,3701.077058811422400,33719112.000000000000000
191,1499,10471,9423900.000000000000000,213.000000000000000,19214.000000000000000,19001.000000000000000,9715.626014707286200,3753.907421625880900,101732320.000000000000000
192,1502,376,338400.000000000000000,7831.000000000000000,15130.000000000000000,7299.000000000000000,11243.143617021276000,1746.568304154258600,4227422.000000000000000
193,1505,33801,30420900.000000000000000,150.000000000000000,22421.000000000000000,22271.000000000000000,9379.779681074524000,5304.466936490383000,317045933.000000000000000
