OBJECTID,LAGOSLAKEI,A_1,A_2,A_3
127,1442,0.000000000000000,1787400.000000000000000,0.000000000000000
128,1443,0.000000000000000,2495700.000000000000000,0.000000000000000
129,1449,0.000000000000000,201600.000000000000000,3600.000000000000000
130,1457,0.000000000000000,1461600.000000000000000,2520900.000000000000000
131,1464,0.000000000000000,5400.000000000000000,0.000000000000000
132,1467,0.000000000000000,0.000000000000000,204300.000000000000000
133,1481,0.000000000000000,0.000000000000000,14266800.000000000000000
134,1482,0.000000000000000,28800.000000000000000,0.000000000000000
135,1491,0.000000000000000,0.000000000000000,6768900.000000000000000
136,1502,0.000000000000000,0.000000000000000,179100.000000000000000
137,1513,0.000000000000000,3600.000000000000000,43193700.000000000000000
138,1514,0.000000000000000,342000.000000000000000,0.000000000000000
139,1525,0.000000000000000,50400.000000000000000,0.000000000000000
140,1527,0.000000000000000,4354200.000000000000000,0.000000000000000
141,1543,0.000000000000000,2328300.000000000000000,0.000000000000000
142,1552,0.000000000000000,0.000000000000000,5527800.000000000000000
143,1558,0.000000000000000,17034300.000000000000000,0.000000000000000
144,1570,0.000000000000000,0.000000000000000,5976900.000000000000000
145,1583,0.000000000000000,16652700.000000000000000,0.000000000000000
146,1586,0.000000000000000,464400.000000000000000,0.000000000000000
147,1600,0.000000000000000,4500.000000000000000,0.000000000000000
148,1614,0.000000000000000,66600.000000000000000,650700.000000000000000
149,1620,0.000000000000000,120600.000000000000000,1792800.000000000000000
150,1625,378900.000000000000000,0.000000000000000,0.000000000000000
151,1626,0.000000000000000,925200.000000000000000,3881700.000000000000000
152,1627,0.000000000000000,3844800.000000000000000,307800.000000000000000
153,1634,0.000000000000000,0.000000000000000,104400.000000000000000
154,1655,0.000000000000000,0.000000000000000,4295700.000000000000000
155,1665,0.000000000000000,90900.000000000000000,0.000000000000000
156,1669,0.000000000000000,0.000000000000000,22293000.000000000000000
157,1675,0.000000000000000,0.000000000000000,1043100.000000000000000
158,1680,0.000000000000000,0.000000000000000,11976300.000000000000000
159,1683,0.000000000000000,0.000000000000000,386100.000000000000000
160,1684,0.000000000000000,0.000000000000000,5499000.000000000000000
161,1691,0.000000000000000,3194100.000000000000000,1198800.000000000000000
162,1697,0.000000000000000,8207100.000000000000000,0.000000000000000
163,1707,0.000000000000000,729900.000000000000000,4560300.000000000000000
164,1748,169200.000000000000000,0.000000000000000,15300.000000000000000
165,1752,290700.000000000000000,9076500.000000000000000,0.000000000000000
166,1782,0.000000000000000,26100.000000000000000,45900.000000000000000
167,1785,0.000000000000000,0.000000000000000,180900.000000000000000
168,1787,0.000000000000000,0.000000000000000,1740600.000000000000000
169,1792,0.000000000000000,3363300.000000000000000,0.000000000000000
170,1796,0.000000000000000,15300.000000000000000,4727700.000000000000000
171,1800,0.000000000000000,639900.000000000000000,0.000000000000000
172,1803,0.000000000000000,5427000.000000000000000,0.000000000000000
173,1805,0.000000000000000,11700.000000000000000,0.000000000000000
174,1810,0.000000000000000,7745400.000000000000000,0.000000000000000
175,1823,0.000000000000000,6300.000000000000000,7806600.000000000000000
176,1828,0.000000000000000,1207800.000000000000000,11250900.000000000000000
177,1831,0.000000000000000,0.000000000000000,3200400.000000000000000
178,1832,0.000000000000000,0.000000000000000,3044700.000000000000000
179,1833,0.000000000000000,0.000000000000000,4185000.000000000000000
180,1838,0.000000000000000,0.000000000000000,2147400.000000000000000
181,1846,0.000000000000000,82800.000000000000000,0.000000000000000
182,1854,0.000000000000000,0.000000000000000,12784500.000000000000000
183,1857,0.000000000000000,2361600.000000000000000,0.000000000000000
184,1867,35100.000000000000000,21081600.000000000000000,0.000000000000000
185,1868,0.000000000000000,0.000000000000000,1868400.000000000000000
186,1872,0.000000000000000,2313900.000000000000000,0.000000000000000
187,1891,0.000000000000000,153000.000000000000000,0.000000000000000
188,1898,0.000000000000000,0.000000000000000,3034800.000000000000000
189,1922,0.000000000000000,3417300.000000000000000,549000.000000000000000
190,1946,0.000000000000000,0.000000000000000,7593300.000000000000000
191,1950,0.000000000000000,0.000000000000000,1197000.000000000000000
192,1954,0.000000000000000,1582200.000000000000000,1644300.000000000000000
193,1958,0.000000000000000,0.000000000000000,10696500.000000000000000
194,1965,0.000000000000000,0.000000000000000,336600.000000000000000
195,1970,0.000000000000000,0.000000000000000,5473800.000000000000000
196,1976,0.000000000000000,10461600.000000000000000,418500.000000000000000
197,1986,0.000000000000000,4998600.000000000000000,0.000000000000000
198,1997,0.000000000000000,777600.000000000000000,3693600.000000000000000
199,2008,0.000000000000000,660600.000000000000000,6829200.000000000000000
200,2010,0.000000000000000,4708800.000000000000000,0.000000000000000
201,2013,0.000000000000000,0.000000000000000,4584600.000000000000000
202,2047,0.000000000000000,1444500.000000000000000,0.000000000000000
203,2048,757800.000000000000000,2451600.000000000000000,0.000000000000000
204,2051,0.000000000000000,12600.000000000000000,0.000000000000000
205,2058,0.000000000000000,217800.000000000000000,0.000000000000000
206,2062,0.000000000000000,725400.000000000000000,11054700.000000000000000
207,2075,0.000000000000000,0.000000000000000,275400.000000000000000
208,2093,373500.000000000000000,11087100.000000000000000,594000.000000000000000
209,2110,0.000000000000000,202500.000000000000000,0.000000000000000
210,2116,0.000000000000000,5400.000000000000000,0.000000000000000
211,2119,0.000000000000000,30600.000000000000000,723600.000000000000000
212,2123,0.000000000000000,0.000000000000000,389700.000000000000000
213,2127,0.000000000000000,13500.000000000000000,0.000000000000000
214,2129,0.000000000000000,8651700.000000000000000,0.000000000000000
215,2155,0.000000000000000,1841400.000000000000000,4121100.000000000000000
216,2163,0.000000000000000,5945400.000000000000000,0.000000000000000
217,2182,0.000000000000000,0.000000000000000,1045800.000000000000000
218,2187,16200.000000000000000,0.000000000000000,0.000000000000000
219,2195,0.000000000000000,1700100.000000000000000,0.000000000000000
220,2204,477000.000000000000000,0.000000000000000,0.000000000000000
221,2206,0.000000000000000,1173600.000000000000000,0.000000000000000
222,2217,0.000000000000000,459900.000000000000000,0.000000000000000
223,2233,0.000000000000000,590400.000000000000000,0.000000000000000
224,2234,0.000000000000000,27900.000000000000000,0.000000000000000
225,2236,0.000000000000000,43200.000000000000000,0.000000000000000
226,2239,0.000000000000000,0.000000000000000,31500.000000000000000
227,2245,0.000000000000000,4458600.000000000000000,0.000000000000000
228,2249,0.000000000000000,400500.000000000000000,0.000000000000000
229,2265,0.000000000000000,17172000.000000000000000,0.000000000000000
230,2267,0.000000000000000,0.000000000000000,5188500.000000000000000
231,2268,0.000000000000000,0.000000000000000,1032300.000000000000000
232,2273,0.000000000000000,0.000000000000000,3088800.000000000000000
233,2292,0.000000000000000,5400.000000000000000,0.000000000000000
234,2299,0.000000000000000,0.000000000000000,2896200.000000000000000
235,2310,0.000000000000000,2021400.000000000000000,0.000000000000000
236,2311,0.000000000000000,109800.000000000000000,324900.000000000000000
237,2313,0.000000000000000,0.000000000000000,7334100.000000000000000
238,2317,0.000000000000000,2530800.000000000000000,0.000000000000000
239,2324,414900.000000000000000,58500.000000000000000,0.000000000000000
240,2327,0.000000000000000,0.000000000000000,9387000.000000000000000
241,2338,0.000000000000000,7200.000000000000000,0.000000000000000
242,2341,0.000000000000000,0.000000000000000,4662000.000000000000000
243,2353,0.000000000000000,7200.000000000000000,0.000000000000000
244,2355,0.000000000000000,0.000000000000000,2673000.000000000000000
245,2358,0.000000000000000,690300.000000000000000,3600.000000000000000
246,2360,0.000000000000000,27900.000000000000000,0.000000000000000
247,2363,0.000000000000000,148500.000000000000000,0.000000000000000
248,2371,0.000000000000000,27704700.000000000000000,11684700.000000000000000
249,2372,0.000000000000000,0.000000000000000,13844700.000000000000000
250,2373,0.000000000000000,23400.000000000000000,1242000.000000000000000
251,2381,0.000000000000000,1197000.000000000000000,0.000000000000000
252,2386,1143900.000000000000000,1223100.000000000000000,1378800.000000000000000
253,2391,0.000000000000000,0.000000000000000,2915100.000000000000000
254,2408,0.000000000000000,0.000000000000000,999900.000000000000000
255,2422,0.000000000000000,9230400.000000000000000,5031000.000000000000000
256,2428,0.000000000000000,0.000000000000000,4539600.000000000000000
257,2433,0.000000000000000,26100.000000000000000,0.000000000000000
258,2434,0.000000000000000,542700.000000000000000,7740900.000000000000000
259,2435,0.000000000000000,0.000000000000000,12325500.000000000000000
260,2443,0.000000000000000,0.000000000000000,17340300.000000000000000
261,2457,0.000000000000000,35100.000000000000000,0.000000000000000
262,2474,0.000000000000000,15020100.000000000000000,0.000000000000000
263,2479,0.000000000000000,52200.000000000000000,0.000000000000000
264,2491,0.000000000000000,3178800.000000000000000,0.000000000000000
265,2519,0.000000000000000,0.000000000000000,2214900.000000000000000
266,2520,0.000000000000000,1004400.000000000000000,9389700.000000000000000
267,2521,0.000000000000000,396900.000000000000000,0.000000000000000
268,2524,0.000000000000000,0.000000000000000,2625300.000000000000000
269,2526,0.000000000000000,13591800.000000000000000,163800.000000000000000
270,2527,0.000000000000000,9893700.000000000000000,18820800.000000000000000
271,2528,0.000000000000000,32400.000000000000000,1714500.000000000000000
272,2551,9900.000000000000000,14796900.000000000000000,0.000000000000000
273,2556,0.000000000000000,191700.000000000000000,963000.000000000000000
274,2558,0.000000000000000,0.000000000000000,7447500.000000000000000
275,2566,0.000000000000000,0.000000000000000,16066800.000000000000000
276,2567,0.000000000000000,0.000000000000000,84600.000000000000000
277,2571,0.000000000000000,3600.000000000000000,0.000000000000000
278,2575,0.000000000000000,9000.000000000000000,8038800.000000000000000
279,2602,350100.000000000000000,0.000000000000000,106200.000000000000000
280,2608,0.000000000000000,0.000000000000000,291600.000000000000000
281,2609,0.000000000000000,764100.000000000000000,782100.000000000000000
282,2614,0.000000000000000,0.000000000000000,9633600.000000000000000
283,2618,0.000000000000000,0.000000000000000,2347200.000000000000000
284,2625,0.000000000000000,1044000.000000000000000,27000.000000000000000
285,2629,0.000000000000000,0.000000000000000,685800.000000000000000
286,2636,0.000000000000000,9000.000000000000000,0.000000000000000
287,2637,0.000000000000000,8913600.000000000000000,0.000000000000000
288,2638,0.000000000000000,2907900.000000000000000,0.000000000000000
289,2639,0.000000000000000,1155600.000000000000000,2438100.000000000000000
290,2645,0.000000000000000,0.000000000000000,1109700.000000000000000
291,2656,0.000000000000000,1764900.000000000000000,0.000000000000000
292,2659,0.000000000000000,0.000000000000000,886500.000000000000000
293,2668,0.000000000000000,0.000000000000000,17172000.000000000000000
294,2671,344700.000000000000000,3849300.000000000000000,0.000000000000000
295,2675,0.000000000000000,6300.000000000000000,103500.000000000000000
296,2676,13500.000000000000000,7804800.000000000000000,0.000000000000000
297,2677,188100.000000000000000,6299100.000000000000000,479700.000000000000000
298,2682,0.000000000000000,4094100.000000000000000,0.000000000000000
299,2690,0.000000000000000,0.000000000000000,2362500.000000000000000
300,2692,1091700.000000000000000,0.000000000000000,0.000000000000000
301,2701,0.000000000000000,4500.000000000000000,0.000000000000000
302,2714,0.000000000000000,1427400.000000000000000,0.000000000000000
303,2720,0.000000000000000,1800.000000000000000,0.000000000000000
304,2723,0.000000000000000,124200.000000000000000,0.000000000000000
305,2725,0.000000000000000,0.000000000000000,953100.000000000000000
306,2731,0.000000000000000,0.000000000000000,115200.000000000000000
307,2734,0.000000000000000,1617300.000000000000000,0.000000000000000
308,2735,0.000000000000000,0.000000000000000,409500.000000000000000
309,2741,0.000000000000000,135000.000000000000000,0.000000000000000
310,2744,0.000000000000000,0.000000000000000,1079100.000000000000000
311,2752,0.000000000000000,8393400.000000000000000,0.000000000000000
312,2760,0.000000000000000,0.000000000000000,6869700.000000000000000
313,2765,0.000000000000000,0.000000000000000,745200.000000000000000
314,2772,0.000000000000000,562500.000000000000000,25266600.000000000000000
315,2778,0.000000000000000,0.000000000000000,4111200.000000000000000
316,2794,0.000000000000000,7200.000000000000000,0.000000000000000
317,2798,0.000000000000000,726300.000000000000000,11368800.000000000000000
318,2800,836100.000000000000000,8825400.000000000000000,0.000000000000000
319,2802,0.000000000000000,12960900.000000000000000,0.000000000000000
320,2809,0.000000000000000,0.000000000000000,19800.000000000000000
321,2826,0.000000000000000,4854600.000000000000000,0.000000000000000
322,2834,0.000000000000000,2995200.000000000000000,2499300.000000000000000
323,2835,0.000000000000000,17567100.000000000000000,0.000000000000000
324,2838,0.000000000000000,0.000000000000000,198000.000000000000000
325,2847,0.000000000000000,3600.000000000000000,0.000000000000000
326,2851,0.000000000000000,8100.000000000000000,1119600.000000000000000
327,2871,0.000000000000000,64800.000000000000000,0.000000000000000
328,2877,0.000000000000000,3197700.000000000000000,118800.000000000000000
329,2896,0.000000000000000,0.000000000000000,72000.000000000000000
330,2902,0.000000000000000,0.000000000000000,9305100.000000000000000
331,2903,0.000000000000000,0.000000000000000,5055300.000000000000000
332,2916,0.000000000000000,0.000000000000000,76043700.000000000000000
333,2918,0.000000000000000,8613000.000000000000000,0.000000000000000
334,2927,0.000000000000000,0.000000000000000,143100.000000000000000
335,2928,1738800.000000000000000,473400.000000000000000,2597400.000000000000000
336,2940,0.000000000000000,0.000000000000000,7200.000000000000000
337,2949,0.000000000000000,0.000000000000000,4135500.000000000000000
338,2956,0.000000000000000,8307000.000000000000000,1579500.000000000000000
339,2957,0.000000000000000,164700.000000000000000,0.000000000000000
340,2992,0.000000000000000,11319300.000000000000000,32400.000000000000000
341,3008,0.000000000000000,18852300.000000000000000,340200.000000000000000
342,3009,0.000000000000000,27900.000000000000000,0.000000000000000
343,3021,0.000000000000000,0.000000000000000,10641600.000000000000000
344,3047,71100.000000000000000,0.000000000000000,0.000000000000000
345,3049,0.000000000000000,881100.000000000000000,0.000000000000000
346,3055,0.000000000000000,2362500.000000000000000,0.000000000000000
347,3061,0.000000000000000,24449400.000000000000000,231300.000000000000000
348,3072,0.000000000000000,0.000000000000000,48600.000000000000000
349,3081,0.000000000000000,1719000.000000000000000,0.000000000000000
350,3084,0.000000000000000,1210500.000000000000000,305100.000000000000000
351,3086,0.000000000000000,37800.000000000000000,0.000000000000000
352,3087,68400.000000000000000,5400.000000000000000,2700.000000000000000
353,3156,0.000000000000000,0.000000000000000,1102500.000000000000000
354,3165,0.000000000000000,6066000.000000000000000,0.000000000000000
355,3166,0.000000000000000,6300.000000000000000,2536200.000000000000000
356,3167,0.000000000000000,10800.000000000000000,0.000000000000000
357,3170,0.000000000000000,6908400.000000000000000,3747600.000000000000000
358,3183,0.000000000000000,72000.000000000000000,187200.000000000000000
359,3184,0.000000000000000,0.000000000000000,519300.000000000000000
360,3191,0.000000000000000,0.000000000000000,3483000.000000000000000
361,3206,0.000000000000000,0.000000000000000,6853500.000000000000000
362,3207,0.000000000000000,0.000000000000000,189000.000000000000000
363,3217,0.000000000000000,0.000000000000000,2227500.000000000000000
364,3220,0.000000000000000,3791700.000000000000000,0.000000000000000
365,3222,0.000000000000000,163800.000000000000000,166500.000000000000000
366,3223,0.000000000000000,226800.000000000000000,0.000000000000000
367,3224,0.000000000000000,17100.000000000000000,0.000000000000000
368,3241,0.000000000000000,2746800.000000000000000,0.000000000000000
369,3250,0.000000000000000,0.000000000000000,4801500.000000000000000
370,3254,0.000000000000000,9000.000000000000000,17100.000000000000000
371,3256,0.000000000000000,900.000000000000000,482400.000000000000000
372,3258,0.000000000000000,0.000000000000000,518400.000000000000000
373,3270,0.000000000000000,0.000000000000000,1529100.000000000000000
374,3273,0.000000000000000,4500.000000000000000,819000.000000000000000
375,3274,0.000000000000000,1437300.000000000000000,102600.000000000000000
376,3276,0.000000000000000,1073700.000000000000000,0.000000000000000
377,3279,0.000000000000000,0.000000000000000,743400.000000000000000
378,3280,0.000000000000000,1042200.000000000000000,0.000000000000000
379,3281,0.000000000000000,0.000000000000000,4994100.000000000000000
380,3284,0.000000000000000,0.000000000000000,8485200.000000000000000
381,3285,0.000000000000000,5400.000000000000000,0.000000000000000
382,3288,0.000000000000000,2688300.000000000000000,0.000000000000000
383,3297,0.000000000000000,10581300.000000000000000,0.000000000000000
384,3309,0.000000000000000,37800.000000000000000,0.000000000000000
385,3310,0.000000000000000,4500.000000000000000,352800.000000000000000
386,3311,0.000000000000000,3249000.000000000000000,0.000000000000000
387,3335,0.000000000000000,7200.000000000000000,0.000000000000000
388,3336,0.000000000000000,13820400.000000000000000,0.000000000000000
389,3337,0.000000000000000,3842100.000000000000000,0.000000000000000
390,3343,0.000000000000000,253800.000000000000000,6526800.000000000000000
391,3355,0.000000000000000,564300.000000000000000,0.000000000000000
392,3359,0.000000000000000,24300.000000000000000,0.000000000000000
393,3362,0.000000000000000,40500.000000000000000,8701200.000000000000000
394,3372,0.000000000000000,65700.000000000000000,2069100.000000000000000
395,3373,0.000000000000000,0.000000000000000,900.000000000000000
396,3376,0.000000000000000,82800.000000000000000,0.000000000000000
397,3380,0.000000000000000,2779200.000000000000000,0.000000000000000
398,3393,0.000000000000000,325800.000000000000000,3312000.000000000000000
399,3409,0.000000000000000,249300.000000000000000,0.000000000000000
400,3415,0.000000000000000,4781700.000000000000000,0.000000000000000
401,3419,0.000000000000000,0.000000000000000,11085300.000000000000000
402,3420,0.000000000000000,9265500.000000000000000,0.000000000000000
403,3431,0.000000000000000,6836400.000000000000000,0.000000000000000
404,3435,0.000000000000000,52200.000000000000000,0.000000000000000
405,3454,0.000000000000000,0.000000000000000,1796400.000000000000000
406,3465,0.000000000000000,3207600.000000000000000,0.000000000000000
407,3470,0.000000000000000,399600.000000000000000,5112900.000000000000000
408,3475,0.000000000000000,5075100.000000000000000,0.000000000000000
409,3483,0.000000000000000,515700.000000000000000,0.000000000000000
410,3489,0.000000000000000,0.000000000000000,565200.000000000000000
411,3493,0.000000000000000,24300.000000000000000,0.000000000000000
412,3502,0.000000000000000,0.000000000000000,2216700.000000000000000
413,3509,0.000000000000000,27679500.000000000000000,0.000000000000000
414,3512,0.000000000000000,0.000000000000000,191700.000000000000000
415,3515,0.000000000000000,17124300.000000000000000,499500.000000000000000
416,3517,0.000000000000000,700200.000000000000000,5661000.000000000000000
417,3545,0.000000000000000,16626600.000000000000000,0.000000000000000
418,3572,0.000000000000000,1951200.000000000000000,0.000000000000000
419,3575,0.000000000000000,142200.000000000000000,1534500.000000000000000
420,3593,0.000000000000000,3459600.000000000000000,1783800.000000000000000
421,3597,0.000000000000000,0.000000000000000,1039500.000000000000000
422,3605,0.000000000000000,15152400.000000000000000,0.000000000000000
423,3606,0.000000000000000,490500.000000000000000,14122800.000000000000000
424,3609,0.000000000000000,1749600.000000000000000,26100.000000000000000
425,3622,0.000000000000000,169200.000000000000000,53100.000000000000000
426,3623,0.000000000000000,22500.000000000000000,369000.000000000000000
427,3624,0.000000000000000,16200.000000000000000,1082700.000000000000000
428,3628,0.000000000000000,0.000000000000000,3219300.000000000000000
429,3631,0.000000000000000,3600.000000000000000,0.000000000000000
430,3639,0.000000000000000,0.000000000000000,4500.000000000000000
431,3654,1327500.000000000000000,39935700.000000000000000,1307700.000000000000000
432,3655,0.000000000000000,11700.000000000000000,0.000000000000000
433,3663,521100.000000000000000,10228500.000000000000000,2262600.000000000000000
434,3672,0.000000000000000,0.000000000000000,160200.000000000000000
435,3674,3940200.000000000000000,3503700.000000000000000,0.000000000000000
436,3676,0.000000000000000,15598800.000000000000000,998100.000000000000000
437,3682,0.000000000000000,9402300.000000000000000,0.000000000000000
438,3685,0.000000000000000,1800.000000000000000,5400.000000000000000
439,3688,0.000000000000000,7416000.000000000000000,0.000000000000000
440,3698,0.000000000000000,6829200.000000000000000,8862300.000000000000000
441,3704,0.000000000000000,2000700.000000000000000,216000.000000000000000
442,3706,0.000000000000000,3801600.000000000000000,0.000000000000000
443,3710,0.000000000000000,140400.000000000000000,4489200.000000000000000
444,3715,0.000000000000000,0.000000000000000,1467000.000000000000000
445,3717,0.000000000000000,102600.000000000000000,3089700.000000000000000
446,3721,0.000000000000000,6279300.000000000000000,0.000000000000000
447,3725,0.000000000000000,7651800.000000000000000,5807700.000000000000000
448,3735,0.000000000000000,4249800.000000000000000,0.000000000000000
449,3750,2273400.000000000000000,9145800.000000000000000,652500.000000000000000
450,3754,0.000000000000000,0.000000000000000,2072700.000000000000000
