"","patchID","n.cell","n.core.cell","n.edges.perimeter","n.edges.internal","area","core.area","perimeter","perim.area.ratio","shape.index","frac.dim.index","core.area.index","edge.area","edge.area.index"
"62",740,1428,1166,276,5436,1285200,1049400,8280,0.00644257703081232,1.81578947368421,1.08560688834035,0.816526610644258,235800,0.183473389355742
"63",747,4946,4518,436,19348,4451400,4066200,13080,0.00293840140180617,1.54609929078014,1.05724585654856,0.91346542660736,385200,0.0865345733926405
"64",752,1067,863,210,4058,960300,776700,6300,0.00656044985941893,1.59090909090909,1.06889437517179,0.808809746954077,183600,0.191190253045923
"65",753,288,205,88,1064,259200,184500,2640,0.0101851851851852,1.29411764705882,1.04164537764401,0.711805555555556,74700,0.288194444444444
"66",776,359,217,148,1288,323100,195300,4440,0.0137418755803157,1.94736842105263,1.10551342275584,0.604456824512535,127800,0.395543175487465
"67",785,983,748,240,3692,884700,673200,7200,0.0081383519837233,1.9047619047619,1.09479877573568,0.760935910478128,211500,0.239064089521872
"68",790,394,233,170,1406,354600,209700,5100,0.0143824027072758,2.125,1.1191554540306,0.591370558375635,144900,0.408629441624365
"69",793,119,59,64,412,107100,53100,1920,0.0179271708683473,1.45454545454545,1.06614451874152,0.495798319327731,54000,0.504201680672269
"70",795,481,244,258,1666,432900,219600,7740,0.0178794178794179,2.93181818181818,1.16623667883576,0.507276507276507,213300,0.492723492723493
"71",807,534,355,194,1942,480600,319500,5820,0.0121098626716604,2.06382978723404,1.11333451722966,0.664794007490637,161100,0.335205992509363
"72",810,387,261,132,1416,348300,234900,3960,0.0113695090439276,1.65,1.08107554796475,0.674418604651163,113400,0.325581395348837
"73",812,966,787,184,3680,869400,708300,5520,0.00634920634920635,1.46031746031746,1.05733725267404,0.814699792960663,161100,0.185300207039337
"74",818,444,317,140,1636,399600,285300,4200,0.0105105105105105,1.62790697674419,1.07868307515286,0.713963963963964,114300,0.286036036036036
"75",820,4391,3675,728,16836,3951900,3307500,21840,0.00552645562893798,2.73684210526316,1.13303094648791,0.836939193805511,644400,0.163060806194489
"76",821,1509,1257,260,5776,1358100,1131300,7800,0.00574331787055445,1.66666666666667,1.07290762261741,0.833001988071571,226800,0.166998011928429
"77",822,608,455,168,2264,547200,409500,5040,0.00921052631578947,1.68,1.08061750160615,0.748355263157895,137700,0.251644736842105
"78",830,1492,1226,272,5696,1342800,1103400,8160,0.00607685433422699,1.74358974358974,1.0801645061693,0.82171581769437,239400,0.17828418230563
"79",831,2921,2450,534,11150,2628900,2205000,16020,0.00609380349195481,2.44954128440367,1.12234557887899,0.838753851420746,423900,0.161246148579254
"80",832,681,479,208,2516,612900,431100,6240,0.0101811062163485,1.9622641509434,1.10347663014554,0.703377386196769,181800,0.296622613803231
"81",834,2262,1876,394,8654,2035800,1688400,11820,0.0058060713233127,2.05208333333333,1.10023877201636,0.829354553492485,347400,0.170645446507515
"82",835,2327,1898,438,8870,2094300,1708200,13140,0.00627417275461968,2.25773195876289,1.11264475146402,0.815642458100559,386100,0.184357541899441
"83",836,2588,2263,344,10008,2329200,2036700,10320,0.00443070582174137,1.68627450980392,1.07162208581321,0.874420401854714,292500,0.125579598145286
"84",840,407,304,110,1518,366300,273600,3300,0.00900900900900901,1.34146341463415,1.04836068748397,0.746928746928747,92700,0.253071253071253
"85",845,4266,3638,660,16404,3839400,3274200,19800,0.00515705578996718,2.51908396946565,1.1222531653483,0.852789498359119,565200,0.147210501640881
"86",847,773,633,144,2948,695700,569700,4320,0.00620957309184994,1.28571428571429,1.03841309434465,0.81888745148771,126000,0.18111254851229
"87",851,883,620,302,3230,794700,558000,9060,0.0114005285013213,2.51666666666667,1.13727208545868,0.702151755379388,236700,0.297848244620612
"88",852,1152,868,316,4292,1036800,781200,9480,0.00914351851851852,2.32352941176471,1.12198120165554,0.753472222222222,255600,0.246527777777778
"89",854,1433,1231,206,5526,1289700,1107900,6180,0.00479181204931379,1.35526315789474,1.04375562754779,0.859036985345429,181800,0.140963014654571
"90",864,2383,2079,310,9222,2144700,1871100,9300,0.00433627080710589,1.58163265306122,1.06341117030302,0.872429710449014,273600,0.127570289550986
"91",867,5652,4336,1384,21224,5086800,3902400,41520,0.00816230242981835,4.58278145695364,1.19771281373577,0.767162066525124,1184400,0.232837933474876
"92",868,704,395,328,2488,633600,355500,9840,0.015530303030303,3.03703703703704,1.16892214197595,0.561079545454545,278100,0.438920454545455
"93",877,1324,1030,328,4968,1191600,927000,9840,0.00825780463242699,2.24657534246575,1.11614953304535,0.777945619335347,264600,0.222054380664653
"94",883,77,33,50,258,69300,29700,1500,0.0216450216450216,1.38888888888889,1.06348817130558,0.428571428571429,39600,0.571428571428571
"95",887,203,102,118,694,182700,91800,3540,0.019376026272578,2.03448275862069,1.12014051788285,0.502463054187192,90900,0.497536945812808
"96",895,556,313,276,1948,500400,281700,8280,0.0165467625899281,2.875,1.16363773775594,0.56294964028777,218700,0.43705035971223
"97",900,486,321,180,1764,437400,288900,5400,0.0123456790123457,2,1.10987450406283,0.660493827160494,148500,0.339506172839506
"98",909,1402,1071,342,5266,1261800,963900,10260,0.00813124108416548,2.28,1.1175520947154,0.763908701854494,297900,0.236091298145506
"99",912,3115,2703,422,12038,2803500,2432700,12660,0.00451578384162654,1.88392857142857,1.08577427923157,0.867736757624398,370800,0.132263242375602
"100",914,1153,830,352,4260,1037700,747000,10560,0.0101763515466898,2.58823529411765,1.13748772657682,0.719861231569818,290700,0.280138768430182
"101",922,313,222,96,1156,281700,199800,2880,0.010223642172524,1.33333333333333,1.04860339556643,0.70926517571885,81900,0.29073482428115
"102",923,496,367,140,1844,446400,330300,4200,0.00940860215053763,1.55555555555556,1.06949974888832,0.73991935483871,116100,0.26008064516129
"103",934,1344,1053,302,5074,1209600,947700,9060,0.00749007936507937,2.04054054054054,1.1031615303722,0.783482142857143,261900,0.216517857142857
"104",937,586,456,140,2204,527400,410400,4200,0.00796359499431172,1.42857142857143,1.05596480786231,0.778156996587031,117000,0.221843003412969
"105",938,1380,1062,352,5168,1242000,955800,10560,0.0085024154589372,2.34666666666667,1.12291948004621,0.769565217391304,286200,0.230434782608696
"106",943,165,105,64,596,148500,94500,1920,0.0129292929292929,1.23076923076923,1.03688439881873,0.636363636363636,54000,0.363636363636364
"107",947,125,50,84,416,112500,45000,2520,0.0224,1.82608695652174,1.10839676173439,0.4,67500,0.6
"108",948,450,306,150,1650,405000,275400,4500,0.0111111111111111,1.74418604651163,1.08824859399343,0.68,129600,0.32
"109",949,761,497,290,2754,684900,447300,8700,0.0127025843188787,2.58928571428571,1.14382196334118,0.653088042049934,237600,0.346911957950066
"110",954,3734,3389,362,14574,3360600,3050100,10860,0.00323156579182289,1.47154471544715,1.05226801383455,0.907605784681307,310500,0.0923942153186931
"111",959,476,304,180,1724,428400,273600,5400,0.0126050420168067,2.04545454545455,1.11165392098194,0.638655462184874,154800,0.361344537815126
"112",970,308,161,158,1074,277200,144900,4740,0.0170995670995671,2.19444444444444,1.12946357605397,0.522727272727273,132300,0.477272727272727
"113",974,6489,5774,754,25202,5840100,5196600,22620,0.0038732213489495,2.32716049382716,1.10913376703999,0.88981353059023,643500,0.11018646940977
"114",977,415,312,108,1552,373500,280800,3240,0.00867469879518072,1.31707317073171,1.04391002711448,0.751807228915663,92700,0.248192771084337
"115",983,1515,1098,472,5588,1363500,988200,14160,0.0103850385038504,3.02564102564103,1.15703431724057,0.724752475247525,375300,0.275247524752475
"116",998,494,322,206,1770,444600,289800,6180,0.0139001349527665,2.28888888888889,1.12923007366444,0.651821862348178,154800,0.348178137651822
"117",1006,303,198,110,1102,272700,178200,3300,0.0121012101210121,1.57142857142857,1.0730768521498,0.653465346534653,94500,0.346534653465347
"118",1009,345,231,120,1260,310500,207900,3600,0.0115942028985507,1.57894736842105,1.07582278647856,0.669565217391304,102600,0.330434782608696
"119",1025,2683,2251,456,10276,2414700,2025900,13680,0.00566530003727171,2.19230769230769,1.10734822452741,0.838986209467015,388800,0.161013790532985
"120",1026,497,374,130,1858,447300,336600,3900,0.00871898054996647,1.44444444444444,1.05794258964838,0.75251509054326,110700,0.24748490945674
"121",1027,443,288,162,1610,398700,259200,4860,0.0121896162528217,1.88372093023256,1.10150727189057,0.650112866817156,139500,0.349887133182844
"122",1028,894,629,278,3298,804600,566100,8340,0.010365398956003,2.31666666666667,1.12405760092684,0.703579418344519,238500,0.296420581655481
"123",1030,548,398,170,2022,493200,358200,5100,0.0103406326034063,1.80851063829787,1.09098809111363,0.726277372262774,135000,0.273722627737226
"124",1037,222,142,86,802,199800,127800,2580,0.0129129129129129,1.43333333333333,1.06009210594331,0.63963963963964,72000,0.36036036036036
"125",1038,3556,2965,624,13600,3200400,2668500,18720,0.00584926884139483,2.6,1.12840295412763,0.833802024746907,531900,0.166197975253093
"126",1039,589,450,146,2210,530100,405000,4380,0.00826259196378042,1.48979591836735,1.06192317920171,0.764006791171477,125100,0.235993208828523
"127",1040,7948,6058,2034,29758,7153200,5452200,61020,0.00853044791142426,5.68156424581006,1.22063228170022,0.762204328132864,1701000,0.237795671867136
"128",1044,563,328,250,2002,506700,295200,7500,0.014801657785672,2.60416666666667,1.14746509601393,0.58259325044405,211500,0.41740674955595
"129",1050,2387,2029,364,9184,2148300,1826100,10920,0.0050830889540567,1.85714285714286,1.08531621394501,0.85002094679514,322200,0.14997905320486
"130",1054,84202,81413,2800,334008,75781800,73271700,84000,0.00110844556344663,2.40963855421687,1.09707054652936,0.966877271323721,2510100,0.0331227286762785
"131",1056,405,258,166,1454,364500,232200,4980,0.0136625514403292,2.02439024390244,1.11303044916028,0.637037037037037,132300,0.362962962962963
"132",1058,78247,76084,2214,310774,70422300,68475600,66420,0.000943167150178282,1.97678571428571,1.07553382315453,0.972356767671604,1946700,0.027643232328396
"133",1062,1199,865,370,4426,1079100,778500,11100,0.010286349735891,2.64285714285714,1.14146453755558,0.721434528773978,300600,0.278565471226022
"134",1093,843,583,282,3090,758700,524700,8460,0.0111506524317912,2.38983050847458,1.13104446857638,0.691577698695136,234000,0.308422301304864
"135",1096,2654,2033,778,9838,2388600,1829700,23340,0.00977141421753328,3.74038461538462,1.1809207186742,0.766013564431048,558900,0.233986435568953
"136",1106,5428,4633,872,20840,4885200,4169700,26160,0.00535494964382216,2.94594594594595,1.14087153864249,0.853537214443626,715500,0.146462785556374
"137",1107,1589,1375,218,6138,1430100,1237500,6540,0.00457310677574995,1.3625,1.04413532670493,0.865324103209566,192600,0.134675896790434
"138",1109,36214,34595,1644,143212,32592600,31135500,49320,0.00151322692881206,2.15748031496063,1.08901857482905,0.955293532887833,1457100,0.0447064671121666
"139",1110,1047,784,270,3918,942300,705600,8100,0.00859598853868195,2.07692307692308,1.10690335433848,0.748806112702961,236700,0.251193887297039
"140",1118,128,72,62,450,115200,64800,1860,0.0161458333333333,1.34782608695652,1.05402667076745,0.5625,50400,0.4375
"141",1126,362,266,102,1346,325800,239400,3060,0.00939226519337017,1.30769230769231,1.04614076683155,0.734806629834254,86400,0.265193370165746
"142",1131,144,81,68,508,129600,72900,2040,0.0157407407407407,1.41666666666667,1.05917440337567,0.5625,56700,0.4375
"143",1135,823,493,342,2950,740700,443700,10260,0.0138517618469016,2.94827586206897,1.1615996918634,0.599027946537059,297000,0.40097205346294
"144",1140,3955,3620,340,15480,3559500,3258000,10200,0.00286557100716393,1.34920634920635,1.03994440930066,0.915297092288243,301500,0.0847029077117573
"145",1141,28282,27126,1168,111960,25453800,24413400,35040,0.00137661174362963,1.73293768545994,1.06471396076491,0.959125945831271,1040400,0.0408740541687292
"146",1153,24033,22294,1796,94336,21629700,20064600,53880,0.00249101929291668,2.88745980707395,1.1259275169363,0.927641160071568,1565100,0.0723588399284317
"147",1160,1312,1040,276,4972,1180800,936000,8280,0.00701219512195122,1.89041095890411,1.09218512682752,0.792682926829268,244800,0.207317073170732
"148",1161,2130,1797,340,8180,1917000,1617300,10200,0.005320813771518,1.82795698924731,1.08443262040264,0.843661971830986,299700,0.156338028169014
"149",1178,242,163,88,880,217800,146700,2640,0.0121212121212121,1.375,1.05639316820639,0.673553719008264,71100,0.326446280991736
"150",1179,264,74,220,836,237600,66600,6600,0.0277777777777778,3.33333333333333,1.1970148263472,0.28030303030303,171000,0.71969696969697
"151",1185,1827,1525,312,6996,1644300,1372500,9360,0.00569239189928845,1.81395348837209,1.08404958980008,0.834701696770662,271800,0.165298303229338
"152",1188,30670,29047,1658,121022,27603000,26142300,49740,0.00180197804586458,2.36182336182336,1.10056977424477,0.947081838930551,1460700,0.052918161069449
"153",1193,678,500,184,2528,610200,450000,5520,0.00904621435594887,1.73584905660377,1.08543571762623,0.737463126843658,160200,0.262536873156342
"154",1207,2092,1312,908,7460,1882800,1180800,27240,0.0144678138942001,4.93478260869565,1.22175831980377,0.627151051625239,702000,0.372848948374761
"155",1208,313,196,122,1130,281700,176400,3660,0.0129925452609159,1.69444444444444,1.08680254006792,0.626198083067093,105300,0.373801916932907
"156",1211,276,186,96,1008,248400,167400,2880,0.0115942028985507,1.41176470588235,1.05922232136371,0.673913043478261,81000,0.326086956521739
"157",1213,262,187,80,968,235800,168300,2400,0.0101781170483461,1.21212121212121,1.03420329490515,0.713740458015267,67500,0.286259541984733
"158",1217,232,150,86,842,208800,135000,2580,0.0123563218390805,1.38709677419355,1.05627896662423,0.646551724137931,73800,0.353448275862069
"159",1219,27682,25649,2082,108646,24913800,23084100,62460,0.00250704428870746,3.12612612612613,1.13393524545575,0.92655877465501,1829700,0.0734412253449895
"160",1221,934,721,222,3514,840600,648900,6660,0.00792291220556745,1.79032258064516,1.08747257510686,0.771948608137045,191700,0.228051391862955
"161",1222,20818,18840,2202,81070,18736200,16956000,66060,0.00352579498510904,3.80968858131488,1.15992390705327,0.904986069747334,1780200,0.095013930252666
"162",1225,688,524,176,2576,619200,471600,5280,0.00852713178294574,1.66037735849057,1.07757769845082,0.761627906976744,147600,0.238372093023256
"163",1226,733,565,188,2744,659700,508500,5640,0.00854934060936789,1.70909090909091,1.08232741297342,0.770804911323329,151200,0.229195088676671
"164",1232,1432,1193,254,5474,1288800,1073700,7620,0.00591247672253259,1.67105263157895,1.0735827792127,0.833100558659218,215100,0.166899441340782
"165",1234,3707,3191,588,14240,3336300,2871900,17640,0.00528729430806582,2.40983606557377,1.11736639125682,0.860803884542757,464400,0.139196115457243
"166",1236,5232,4779,462,20466,4708800,4301100,13860,0.0029434250764526,1.59310344827586,1.06091738360479,0.913417431192661,407700,0.0865825688073394
"167",1241,513,360,160,1892,461700,324000,4800,0.0103963612735543,1.73913043478261,1.0872124350297,0.701754385964912,137700,0.298245614035088
"168",1242,4428,3743,726,16986,3985200,3368700,21780,0.00546522131887986,2.7089552238806,1.13204336529707,0.845302619692864,616500,0.154697380307136
"169",1244,135,51,100,440,121500,45900,3000,0.0246913580246914,2.08333333333333,1.13089512527078,0.377777777777778,75600,0.622222222222222
"170",1249,68,19,66,206,61200,17100,1980,0.0323529411764706,1.94117647058824,1.12585967446196,0.279411764705882,44100,0.720588235294118
"171",1255,76,25,56,248,68400,22500,1680,0.0245614035087719,1.55555555555556,1.08509569908182,0.328947368421053,45900,0.671052631578947
"172",1259,790,523,276,2884,711000,470700,8280,0.0116455696202532,2.42105263157895,1.13330288325064,0.662025316455696,240300,0.337974683544304
"173",1263,511,393,128,1916,459900,353700,3840,0.00834964122635356,1.39130434782609,1.05331043621535,0.76908023483366,106200,0.23091976516634
"174",1265,3147,2544,662,11926,2832300,2289600,19860,0.00701196907107298,2.92920353982301,1.14564150223007,0.80838894184938,542700,0.19161105815062
"175",1269,2710,2242,574,10266,2439000,2017800,17220,0.00706027060270603,2.73333333333333,1.13789029373073,0.827306273062731,421200,0.172693726937269
"176",1273,281,186,108,1016,252900,167400,3240,0.0128113879003559,1.58823529411765,1.0766287487611,0.661921708185053,85500,0.338078291814947
"177",1275,1813,1398,450,6802,1631700,1258200,13500,0.00827357970215113,2.61627906976744,1.1358371317523,0.771097628240485,373500,0.228902371759515
"178",1278,1465,1029,494,5366,1318500,926100,14820,0.0112400455062571,3.20779220779221,1.16625538689061,0.702389078498293,392400,0.297610921501706
"179",1286,275,144,136,964,247500,129600,4080,0.0164848484848485,2,1.11562370352715,0.523636363636364,117900,0.476363636363636
"180",1291,165,96,74,586,148500,86400,2220,0.014949494949495,1.42307692307692,1.06126764735755,0.581818181818182,62100,0.418181818181818
"181",1293,537,343,224,1924,483300,308700,6720,0.0139044072004966,2.38297872340426,1.13482979202487,0.638733705772812,174600,0.361266294227188
"182",1306,2034,1592,458,7678,1830600,1432800,13740,0.00750573582431989,2.51648351648352,1.12922122922221,0.782694198623402,397800,0.217305801376598
"183",1307,7049,6092,976,27220,6344100,5482800,29280,0.00461531186456708,2.9047619047619,1.1362248950563,0.864236061852745,861300,0.135763938147255
"184",1312,633,355,320,2212,569700,319500,9600,0.0168509741969458,3.13725490196078,1.1745722766229,0.560821484992101,250200,0.439178515007899
"185",1316,441,291,168,1596,396900,261900,5040,0.0126984126984127,2,1.10753603941569,0.659863945578231,135000,0.340136054421769
"186",1317,103,38,72,340,92700,34200,2160,0.0233009708737864,1.71428571428571,1.10020128770636,0.368932038834951,58500,0.631067961165049
"187",1322,2776,2178,622,10482,2498400,1960200,18660,0.0074687800192123,2.93396226415094,1.1469351349245,0.784582132564842,538200,0.215417867435159
"188",1323,234,110,146,790,210600,99000,4380,0.0207977207977208,2.35483870967742,1.14189457669223,0.47008547008547,111600,0.52991452991453
"189",1325,208,133,82,750,187200,119700,2460,0.0131410256410256,1.41379310344828,1.05793373832306,0.639423076923077,67500,0.360576923076923
"190",1327,824,473,394,2902,741600,425700,11820,0.0159385113268608,3.39655172413793,1.1824385495094,0.574029126213592,315900,0.425970873786408
"191",1328,127,69,66,442,114300,62100,1980,0.0173228346456693,1.43478260869565,1.06547274429439,0.543307086614173,52200,0.456692913385827
"192",1338,2085,1825,276,8064,1876500,1642500,8280,0.00441247002398082,1.5,1.05716119839906,0.875299760191847,234000,0.124700239808153
"193",1343,159,85,80,556,143100,76500,2400,0.0167714884696017,1.53846153846154,1.07771351286539,0.534591194968553,66600,0.465408805031447
"194",1345,1283,884,418,4714,1154700,795600,12540,0.0108599636269161,2.90277777777778,1.15340381931564,0.689010132501949,359100,0.310989867498051
"195",1354,353,242,116,1296,317700,217800,3480,0.0109537299338999,1.52631578947368,1.06852419316211,0.685552407932011,99900,0.314447592067989
"196",1355,582,455,132,2196,523800,409500,3960,0.00756013745704467,1.3469387755102,1.04757772709797,0.781786941580756,114300,0.218213058419244
"197",1357,1860,1575,304,7136,1674000,1417500,9120,0.00544802867383513,1.74712643678161,1.07907030473932,0.846774193548387,256500,0.153225806451613
"198",1358,567,363,212,2056,510300,326700,6360,0.0124632569077014,2.20833333333333,1.12175716864307,0.64021164021164,183600,0.35978835978836
"199",1360,2134,1809,338,8198,1920600,1628100,10140,0.00527960012496095,1.81720430107527,1.08347644913303,0.847703842549203,292500,0.152296157450797
"200",1362,45951,44582,1380,182424,41355900,40123800,41400,0.00100106635328937,1.60839160839161,1.05426917734522,0.970207394833627,1232100,0.0297926051663729
