"","lagoslakeid","FullLakeArea_ha","FullLakePerimeter_km","FullLakeEdgeArea_ha","AvgFullLakeShapeIndex","FullLakeCoreArea_ha","AvgFullLakeCoreAreaIndex","nLakePatches","BuffArea_ha","EdgeLengthInBuff_km","EdgeAreaInBuff_ha","EdgeAreaInBuff_pct","BufferWidth_m"
"582","38528",14.58,3.3,8.46,2.11538461538462,61200,0.419753086419753,1,1410.27824293082,2.7889,8.3667,0.00593265906351391,2000
"583","66644",47.88,7.86,19.35,2.78723404255319,285300,0.595864661654135,1,1546.58969131092,6.449,19.347,0.0125094587845087,2000
"584","2341",80.64,6.54,18.81,2.58367346938776,309150,0.756243892906,2,2586.29306588197,2.1841,6.5523,0.00253347158774736,2000
"585","125757",9,2.82,7.2,3.22857142857143,9000,0.205357142857143,2,1456.67518377042,1.517,4.551,0.00312423802554273,2000
"586","17526",69.48,13.68,35.64,10.1092655310216,56400,0.439267842024328,6,1681.98384549756,8.2548,24.7644,0.0147233280903921,2000
"587","69683",148.05,19.32,53.19,8.72163742690058,189720,0.530403190191909,5,1502.55993182763,9.1923,27.5769,0.0183532779064972,2000
"588","105970",0,0,0,NA,0,NA,0,1979.09254240544,0,0,0,2000
"589","54270",0,0,0,NA,0,NA,0,1458.02907666082,0,0,0,2000
"590","38529",0,0,0,NA,0,NA,0,1436.21697383589,0,0,0,2000
"591","64589",436.5,16.98,46.62,3.87310499719259,1949400,0.723738074896768,2,1423.26122726293,4.9424,14.8272,0.0104177642979245,2000
"592","55248",19.08,4.5,11.52,4.37378740970073,25200,0.385373063082911,3,1529.44223498123,3.4306,10.2918,0.00672911978275945,2000
"593","129849",11.88,2.4,6.21,2.4436090225564,28350,0.437164750957855,2,1594.37092593672,2.002,6.006,0.00376700296166739,2000
"594","96703",238.5,12.72,35.01,3.87860525182953,1017450,0.620089776006947,2,2030.99031381334,8.8274,26.4822,0.0130390577541838,2000
"595","31236",9.09,2.64,6.03,2.0952380952381,30600,0.336633663366337,1,1812.14319240425,2.5502,7.6506,0.00422185180071207,2000
"596","132967",317.25,10.02,29.61,1.40336134453782,2876400,0.906666666666667,1,1655.59242146196,5.8638,17.5914,0.0106254412450535,2000
"597","136050",28.62,3.42,9.36,2.28692699490663,96300,0.638752052545156,2,1400.4066462181,2.9519,8.8557,0.00632366321876254,2000
"598","107962",390.78,32.4,91.98,5.28461538461538,1494000,0.682043575063613,2,1478.65218521346,16.702,50.106,0.0338862651413636,2000
"599","11375",30.06,3.18,8.91,1.43243243243243,211500,0.703592814371258,1,2050.58900665119,2.5139,7.5417,0.00367782133598596,2000
"600","128801",0,0,0,NA,0,NA,0,1626.75971872869,0,0,0,2000
"601","69723",79.56,23.1,54,18.3889629376472,28400,0.330457958008827,9,1968.06860260148,12.1331,36.3993,0.0184949345525282,2000
"602","127769",6.48,1.44,3.69,1.41176470588235,27900,0.430555555555556,1,1484.2611648607,1.047,3.141,0.00211620439472644,2000
"603","1389",13.23,3.12,7.56,2.96078431372549,28350,0.429765886287626,2,2002.8729030022,2.5884,7.7652,0.00387703083323978,2000
"604","71697",259.47,34.98,95.49,22.8818996421659,109320,0.462543110711773,15,2164.82717859027,26.6303,79.8909,0.0369040544160318,2000
"605","41784",322.02,22.08,62.28,8.63871275677859,432900,0.614445415363103,6,1495.11938758074,16.0765,48.2295,0.0322579590637511,2000
"606","113157",20.61,4.2,10.62,3.18099547511312,49950,0.463789868667917,2,1570.30353614016,3.7653,11.2959,0.00719345001780076,2000
"607","110032",121.23,14.94,40.05,3.36486486486486,811800,0.669636228656273,1,1431.75634854385,0.0927,0.2781,0.000194236959579637,2000
"608","85337",0,0,0,NA,0,NA,0,1621.94617591729,0,0,0,2000
"609","95698",55.35,9.36,23.94,7.59646844383686,62820,0.427322570407473,5,1700.16762208777,5.1332,15.3996,0.00905769513543003,2000
"610","116259",86.76,6.3,17.82,2.67745098039215,344700,0.635252206299086,2,1473.3891776158,5.1998,15.5994,0.0105874267552599,2000
"611","89580",27.63,7.08,16.74,6.63567927170869,27225,0.353549282572644,4,1533.38411921521,6.0946,18.2838,0.0119238224596702,2000
"612","105971",5.13,1.32,3.33,1.375,18000,0.350877192982456,1,1437.69107668212,1.0319,3.0957,0.00215324421929654,2000
"613","15444",0,0,0,NA,0,NA,0,1566.09144373561,0,0,0,2000
"614","114126",25.02,4.2,11.52,2.975,67500,0.472486649640121,2,1438.69736490112,1.1621,3.4863,0.00242323374258742,2000
"615","46926",0,0,0,NA,0,NA,0,1406.27910618066,0,0,0,2000
"616","80143",116.64,10.68,30.15,4.74299516908212,288300,0.493389876694597,3,2377.98893702591,7.8715,23.6145,0.00993044989920519,2000
"617","15445",463.59,37.38,106.38,12.5405774691718,510300,0.571402514184191,7,1507.70705300168,15.7713,47.3139,0.0313813614559959,2000
"618","23976",264.51,27.9,76.86,13.5452870232921,234562.5,0.469167148932137,8,1729.58149223538,21.6718,65.0154,0.0375902496019262,2000
"619","31237",0,0,0,NA,0,NA,0,1618.64798433948,0,0,0,2000
"620","17527",0,0,0,NA,0,NA,0,1421.06649564847,0,0,0,2000
"621","54273",39.06,14.76,32.13,9.74547870377205,23100,0.161086415725297,3,1635.18440741858,6.3805,19.1415,0.0117060191579359,2000
"622","15446",0,0,0,NA,0,NA,0,1833.31077575993,0,0,0,2000
"623","112138",10.35,3.84,9.27,4.14285714285714,5400,0.0857142857142855,2,1501.39059074307,3.3055,9.9165,0.00660487687956811,2000
"624","17528",1058.85,87.36,243.63,14.4762885184979,1358700,0.675506799551668,6,1397.44047550788,12.1351,36.4053,0.0260514137367955,2000
"625","16470",885.24,41.46,113.04,5.35858585858586,3861000,0.473584410280347,2,1428.19568562679,15.4296,46.2888,0.0324106846602645,2000
"626","104897",75.96,14.64,38.7,10.4511605099706,62100,0.43966357611989,6,1507.86558717539,11.6139,34.8417,0.0231066351645223,2000
"627","84350",0,0,0,NA,0,NA,0,1446.9946761964,0,0,0,2000
"628","87465",95.04,20.64,54.63,12.3271390720948,67350,0.422896129032606,6,1571.40066382953,11.0343,33.1029,0.0210658559347479,2000
"629","98797",177.48,33.12,88.2,20.5133955342182,81163.6363636364,0.431539742329991,11,1446.35037462883,16.2959,48.8877,0.0338007310383183,2000
"630","2635",59.4,6.9,19.62,3.17428571428571,198900,0.53814935064935,2,2221.40016920178,5.8112,17.4336,0.00784802317101852,2000
"631","141157",0,0,0,NA,0,NA,0,1618.45395045933,0,0,0,2000
"632","118338",42.84,13.74,31.05,8.47545582047685,39300,0.299975304614186,3,1696.0658201249,5.7053,17.1159,0.0100915305272407,2000
"633","122578",117.27,8.4,24.75,1.91780821917808,925200,0.78894858019954,1,1453.04688842255,6.552,19.656,0.0135274368340163,2000
"634","75906",156.06,29.22,74.61,20.034955914809,81450,0.295972985169449,10,1399.32530266816,15.5612,46.6836,0.0333615063709534,2000
"635","122579",125.01,24.96,63.54,18.8411976510554,55881.8181818182,0.423030272095173,11,1621.46339499348,21.6099,64.8297,0.0399822161882728,2000
"636","74847",86.67,15.42,42.39,10.9676951943825,63257.1428571429,0.435378404573156,7,1695.54820048067,11.5679,34.7037,0.0204675396371285,2000
"637","23977",27.72,5.04,14.67,2.33333333333333,130500,0.470779220779221,1,1453.08578852008,4.2527,12.7581,0.00878000466372584,2000
"638","3250",9.63,2.22,5.58,1.76190476190476,40500,0.420560747663551,1,4021.66597476341,1.8844,5.6532,0.00140568611005358,2000
"639","106969",33.39,10.08,24.12,7.26282237032744,30900,0.265657276704805,3,1470.32819530022,8.6525,25.9575,0.0176542217465263,2000
"640","119386",0,0,0,NA,0,NA,0,1406.17262471778,0,0,0,2000
"641","98798",0,0,0,NA,0,NA,0,1778.97029205125,0,0,0,2000
"642","77996",24.84,3.18,8.73,2.41474654377881,80550,0.512698412698412,2,1468.32428161972,2.6403,7.9209,0.00539451679656378,2000
"643","114128",0,0,0,NA,0,NA,0,1595.60918894933,0,0,0,2000
"644","117277",0,0,0,NA,0,NA,0,1554.47904799382,0,0,0,2000
"645","111092",4.5,1.32,2.97,1.46666666666667,15300,0.34,1,1482.72044548748,1.1371,3.4113,0.00230070342010995,2000
"646","139130",34.02,3.06,8.64,1.30769230769231,253800,0.746031746031746,1,1618.95303049041,1.1986,3.5958,0.00222106505394463,2000
"647","50080",182.25,16.8,47.97,6.45310092701397,335700,0.608751251266757,4,1756.22317268864,11.9063,35.7189,0.0203384743781266,2000
"648","127768",134.82,14.64,40.5,8.60053485162181,157200,0.532182875400931,6,3003.63453994189,9.4218,28.2654,0.00941039917610844,2000
"649","73785",5.13,1.5,3.42,1.5625,17100,0.333333333333333,1,1405.24028194884,1.5658,4.6974,0.00334277351734144,2000
"650","81161",66.87,12.42,32.31,10.5027005674065,49371.4285714286,0.392641549419129,7,1549.7208445914,8.0526,24.1578,0.0155884849095964,2000
"651","34319",395.19,49.62,140.76,15.6175631997188,363471.428571429,0.514713786832185,7,1503.31899297195,27.0018,81.0054,0.0538843720984715,2000
"652","23979",135.36,10.08,26.46,4.0828173374613,544500,0.534605834885164,2,1523.42315358599,7.1976,21.5928,0.0141738688618278,2000
"653","42854",17.1,2.52,7.02,1.5,100800,0.589473684210526,1,1641.01942792562,2.0977,6.2931,0.00383487233174015,2000
"654","140173",87.48,17.4,44.1,7.0594262295082,216900,0.263676148796499,2,1625.28186430618,6.5248,19.5744,0.0120436955766784,2000
"655","60370",94.5,7.86,20.7,2.99553571428571,369000,0.592287185975058,2,2236.27333185903,6.4867,19.4601,0.00870202211990905,2000
"656","138140",16.65,3.78,10.26,3.21122994652406,31950,0.379670599803343,2,1545.87410895899,3.0326,9.0978,0.00588521403345488,2000
"657","81162",99.18,9.42,27.09,3.54358974358975,360450,0.528948510896935,2,1573.35312293336,6.0857,18.2571,0.0116039430270818,2000
"658","2521",27.27,4.26,11.52,2.83974358974359,78750,0.57630566004724,2,2814.71510750227,3.5659,10.6977,0.00380063331151584,2000
"659","127767",67.05,22.08,50.85,20.9117296918768,16200,0.223170294992443,10,1574.56772721124,18.5317,55.5951,0.0353081668315824,2000
"660","46928",285.39,27.96,77.58,12.7364979176609,259762.5,0.521226251447826,8,1701.57865692976,13.6746,41.0238,0.0241092586774808,2000
"661","68666",0,0,0,NA,0,NA,0,1755.61066295529,0,0,0,2000
"662","3517",146.97,12.06,34.38,3.86785714285714,562950,0.458669185558354,2,2174.44300182164,9.3105,27.9315,0.0128453585477294,2000
"663","92632",221.13,17.82,48.69,5.72722567287785,574800,0.576188636624795,3,1435.20600888568,2.1652,6.4956,0.00452590078343061,2000
"664","25015",342.09,13.5,38.79,1.81451612903226,3033000,0.886608787161273,1,1425.7225372127,9.7661,29.2983,0.0205497908851735,2000
"665","132963",0,0,0,NA,0,NA,0,1793.60026662263,0,0,0,2000
"666","27094",0,0,0,NA,0,NA,0,1523.48993505122,0,0,0,2000
"667","103868",24.12,7.2,17.28,6.14912280701755,22800,0.290460927960928,3,1416.99325792273,5.34,16.02,0.0113056289508991,2000
"668","124685",265.14,11.1,32.67,1.69724770642202,2324700,0.876782077393075,1,1565.7117766952,8.9036,26.7108,0.0170598448562349,2000
"669","2524",53.73,14.52,31.23,10.1151515151515,75000,0.207553707553707,3,9564.00007608496,8.2725,24.8175,0.00259488705589378,2000
"670","89581",56.61,8.04,22.32,5.36423815119467,85725,0.54461070382123,4,1698.65745551708,6.3972,19.1916,0.0112980989414125,2000
"671","95701",68.04,5.82,15.75,1.76363636363636,522900,0.768518518518518,1,1911.51424471016,3.9588,11.8764,0.00621308474831732,2000
"672","3961",89.01,16.08,41.67,11.8241609598131,67628.5714285714,0.452552787836452,7,1842.81617568993,12.8253,38.4759,0.0208788594910151,2000
"673","32290",0,0,0,NA,0,NA,0,1419.74821838277,0,0,0,2000
"674","16472",125.64,21.6,57.15,13.8470701558802,85612.5,0.48877359448364,8,1434.02819945105,15.1218,45.3654,0.0316349427559136,2000
"675","128798",1175.13,100.44,282.51,19.9023304795763,991800,0.550796171796087,9,2158.18371017232,31.3917,94.1751,0.0436362759834197,2000
"676","104899",22.95,3.96,10.53,2.0625,124200,0.541176470588235,1,1411.25715356562,2.1642,6.4926,0.00460057898278574,2000
"677","57301",0,0,0,NA,0,NA,0,1511.29735498341,0,0,0,2000
"678","54321",187.2,21.36,56.52,10.2000446555434,217800,0.56526486894134,6,1406.31008075039,13.1059,39.3177,0.0279580588507342,2000
"679","69685",30.06,9.3,21.69,7.27002288329519,27900,0.251408090117768,3,1980.91791207106,5.2758,15.8274,0.00798993229530263,2000
"680","19654",40.05,9.06,21.87,7.60707070707071,45450,0.330275368694486,4,1556.21791426934,7.3525,22.0575,0.0141737862016298,2000
"681","120476",15.39,4.92,11.43,5.28151260504202,13200,0.249299641153929,3,1554.92242414249,4.1972,12.5916,0.00809789594933908,2000
"682","119388",628.56,43.38,125.82,8.59452691299664,1256850,0.746742302705063,4,2588.56875727855,15.9829,47.9487,0.0185232475920053,2000
"683","56262",90,14.22,40.05,5.98280423280424,166500,0.48675811590788,3,1432.40901871207,3.1065,9.3195,0.00650617238390437,2000
"684","3241",769.32,69.24,192.33,11.466535006044,1153980,0.551852846229952,5,1917.77733570729,7.1577,21.4731,0.0111968681661787,2000
"685","87466",443.88,45.72,127.8,17.0093296819207,351200,0.539177512974416,9,1479.38325631119,27.3503,82.0509,0.0554629097294179,2000
"686","39616",8.19,1.56,4.14,1.3,40500,0.494505494505495,1,1432.94002909804,1.2767,3.8301,0.00267289622888883,2000
"687","643",21.42,6.36,14.85,6.83856209150326,16425,0.283595194280182,4,4421.07679795474,5.6569,16.9707,0.00383858973177098,2000
"688","31240",25.92,5.7,14.49,3.89966555183947,57150,0.429484657749803,2,1457.53713117411,5.0891,15.2673,0.0104747245702766,2000
"689","135055",15.12,2.64,7.11,2.39285714285714,40050,0.501554968123153,2,1845.74872311103,1.9559,5.8677,0.00317903511270478,2000
"690","19655",0,0,0,NA,0,NA,0,1748.40094122947,0,0,0,2000
"691","81164",75.51,12,32.85,8.22084377610692,85320,0.443327350276164,5,1422.82852139755,8.3876,25.1628,0.0176850545386062,2000
"692","19656",43.92,8.64,22.95,5.47779156327543,69900,0.474735711148755,3,1399.63840793207,6.8648,20.5944,0.0147140860691497,2000
"693","13415",33.39,2.88,8.19,1.23076923076923,252000,0.754716981132076,1,1558.05420196663,2.3168,6.9504,0.00446094878549602,2000
"694","19657",366.57,17.82,49.77,5.01856984478935,1056000,0.661707314011198,3,1481.08175222655,6.7541,20.2623,0.0136807438006303,2000
"695","85339",8.64,2.82,5.85,2.35,27900,0.322916666666667,1,2035.36316268506,2.2276,6.6828,0.00328334526364524,2000
"696","61414",0,0,0,NA,0,NA,0,1576.63106020179,0,0,0,2000
"697","131937",38.43,12.3,28.98,9.59002825268038,23625,0.208604046818993,4,1502.76307881187,9.9775,29.9325,0.0199183094275017,2000
"698","55253",813.69,49.08,141.75,9.79642360658922,1343880,0.775305867290256,5,3081.78968200128,16.6036,49.8108,0.0161629459307078,2000
"699","39617",60.21,4.8,13.68,1.53846153846154,465300,0.772795216741405,1,1448.51485529933,1.7868,5.3604,0.00370061789866304,2000
"700","1810",87.66,12.96,34.56,7.89543602457176,106200,0.486832721416498,5,1719.47495637093,5.7865,17.3595,0.0100958143854787,2000
"701","109027",9.18,3.06,7.47,3.35714285714286,8550,0.19255025620812,2,1468.1952970513,2.5939,7.7817,0.00530018044304369,2000
"702","64591",35.64,4.68,12.87,2.88851351351351,113850,0.547190047190047,2,1402.72750758922,3.5986,10.7958,0.00769629164723093,2000
"703","95703",166.59,14.94,41.58,5.68425803933051,416700,0.552664363569285,3,1469.1413709737,5.8024,17.4072,0.0118485534094402,2000
"704","1965",85.68,7.8,19.89,3.1768149882904,328950,0.558186966119589,2,1698.11222381499,6.4528,19.3584,0.0113999532707616,2000
"705","12414",0,0,0,NA,0,NA,0,1431.97601598208,0,0,0,2000
"706","21799",115.83,12.54,34.74,4.72268907563025,405450,0.405073649754501,2,1430.98129788937,10.2626,30.7878,0.0215151658833072,2000
"707","98801",334.53,15.96,43.83,5.57954545454545,969000,0.453030196299427,3,1776.33350332622,9.0362,27.1086,0.0152609855915224,2000
"708","64592",0,0,0,NA,0,NA,0,1783.33833431658,0,0,0,2000
"709","38531",132.57,23.64,62.37,16.2973251020358,70200,0.478623374050821,10,1478.12420270745,19.9564,59.8692,0.040503497534469,2000
"710","103870",18.09,2.52,6.66,1.44827586206897,114300,0.631840796019901,1,1487.19884602811,2.2566,6.7698,0.00455204764183367,2000
"711","3008",0,0,0,NA,0,NA,0,2128.72871341363,0,0,0,2000
"712","30169",36.54,4.26,12.06,1.73170731707317,244800,0.669950738916256,1,1752.79818101961,3.5303,10.5909,0.00604228148721563,2000
"713","3545",67.23,10.86,28.26,9.39706619489901,55671.4285714286,0.459402423210364,7,2837.89950515306,8.0737,24.2211,0.00853486881970954,2000
"714","137019",186.57,24.3,67.5,10.4574960127592,238140,0.475808403489622,5,2520.81131509628,15.1097,45.3291,0.0179819487989996,2000
"715","103871",38.52,7.74,20.79,6.20453149001536,44325,0.421448343323344,4,1650.67455962389,5.9409,17.8227,0.0107972221999114,2000
"716","84353",129.33,23.7,60.93,16.8715547939125,68400,0.460919754141319,10,1612.5811485737,20.2077,60.6231,0.0375938290321824,2000
"717","137018",363.15,30.3,86.22,10.3432185415497,461550,0.61045516938119,6,1645.19787994152,13.9398,41.8194,0.0254190699549689,2000
"718","127765",21.69,4.32,11.7,3.20355731225296,49950,0.456927544247787,2,1474.07323019951,3.521,10.563,0.00716585837365104,2000
"719","26043",3.96,1.2,2.97,1.42857142857143,9900,0.25,1,1425.04899794943,1.0559,3.1677,0.00222287093605774,2000
"720","19659",0,0,0,NA,0,NA,0,1447.07691235125,0,0,0,2000
"721","52179",94.41,7.02,19.89,2.64794215795328,372600,0.74679988325307,2,1533.97809576771,3.9976,11.9928,0.00781810381327381,2000
"722","74848",119.97,21.48,54.63,13.499103387818,93342.8571428571,0.419624391373545,7,1440.04882101316,16.862,50.586,0.035127975705997,2000
"723","91580",0,0,0,NA,0,NA,0,1643.13181915798,0,0,0,2000
"724","84354",148.05,24.06,65.43,9.98665078927134,165240,0.53180937848798,5,1435.92912148662,8.3715,25.1145,0.0174900694081606,2000
"725","125761",12.6,1.86,4.95,1.29166666666667,76500,0.607142857142857,1,1466.99192835156,1.1165,3.3495,0.00228324364658488,2000
"726","26045",71.82,15.06,39.51,10.730615364168,53850,0.395536200750389,6,1427.569273581,12.4826,37.4478,0.0262318618738996,2000
"727","112142",331.02,41.28,117.36,12.3090738268308,356100,0.546131289413161,6,1506.67238696991,8.5411,25.6233,0.0170065504761333,2000
"728","3424",0,0,0,NA,0,NA,0,3283.7195969141,0,0,0,2000
"729","88522",13.14,3.36,8.55,3.23355263157895,22950,0.331782945736434,2,1412.26448323719,2.7968,8.3904,0.00594109679850304,2000
"730","33258",22.14,6.3,14.85,6.60999373433585,18225,0.316127403705385,4,1756.57095829162,4.1587,12.4761,0.00710253117934605,2000
"731","104900",0,0,0,NA,0,NA,0,1444.57791903031,0,0,0,2000
"732","111094",178.2,30.36,83.88,14.6168723528439,134742.857142857,0.443748512339289,7,1760.17705686635,6.8712,20.6136,0.0117110945853927,2000
"733","140172",0,0,0,NA,0,NA,0,1413.23248800556,0,0,0,2000
"734","19661",12.6,2.7,7.11,2.62105263157895,27450,0.437338501291989,2,1495.50812985219,2.3296,6.9888,0.00467319425451117,2000
"735","10345",37.17,4.8,12.96,2.95590327169274,121050,0.524062816616009,2,1490.36684315058,2.9489,8.8467,0.00593592110604017,2000
"736","53244",147.15,24.12,65.52,10.1449841226047,163260,0.502476045154646,5,1429.41526325918,10.5731,31.7193,0.0221904024780576,2000
"737","22898",12.6,3.6,9.09,3.46666666666667,17550,0.283333333333333,2,1437.57250691034,2.8857,8.6571,0.00602202668622677,2000
"738","130878",134.46,15.42,44.1,4.50526315789474,451800,0.518119929884636,2,1443.01780700551,2.114,6.342,0.00439495616007722,2000
"739","114130",887.67,41.22,112.86,4.65270350564468,3874050,0.669754182537076,2,1477.26487414483,12.9486,38.8458,0.0262957582488294,2000
"740","95704",87.57,6.78,18.54,3.05,345150,0.61574273026787,2,1443.23364346591,5.5945,16.7835,0.0116290942052145,2000
"741","54277",0,0,0,NA,0,NA,0,1951.66625938296,0,0,0,2000
"742","81167",58.77,10.8,27.72,6.00183562786817,103500,0.365829758840911,3,1449.16443006606,8.415,25.245,0.0174203834128397,2000
"743","84355",9.9,2.46,6.39,1.95238095238095,35100,0.354545454545455,1,1520.80686899137,1.0272,3.0816,0.00202629279419534,2000
"744","112144",9.99,1.56,4.32,1.18181818181818,56700,0.567567567567568,1,1695.35974123802,1.193,3.579,0.00211105638109966,2000
"745","1009",46.17,9.42,24.57,6.92638146167558,54000,0.428118544905245,4,1750.30626889964,7.4415,22.3245,0.0127546249457443,2000
"746","22899",0,0,0,NA,0,NA,0,1667.29224819986,0,0,0,2000
"747","44907",0,0,0,NA,0,NA,0,1770.1729726366,0,0,0,2000
"748","97792",42.03,7.26,19.71,3.88157894736842,111600,0.458519830908865,2,1449.61399525739,5.791,17.373,0.0119845697246564,2000
"749","2668",10.08,2.58,6.84,1.95454545454545,32400,0.321428571428571,1,1703.89444409001,2.0557,6.1671,0.00361941434892913,2000
"750","753",12.33,2.7,6.84,2.69122807017544,27450,0.425831485587583,2,1633.93788697938,2.2586,6.7758,0.00414691406203098,2000
"751","139127",0,0,0,NA,0,NA,0,1516.10893165581,0,0,0,2000
"752","68668",92.97,16.26,43.92,5.34351713859911,245250,0.52838203114944,2,1884.7799900496,5.5001,16.5003,0.00875449659223395,2000
"753","30171",684.36,62.1,173.25,23.2982322561174,393161.538461538,0.555952082380621,13,2197.34074763507,38.4174,115.2522,0.0524507635531915,2000
"754","3336",85.05,6.36,18,2.64092953523238,335250,0.696145029632115,2,1637.41652753953,4.258,12.774,0.00780131370677862,2000
"755","114131",154.17,28.2,72.36,19.2618466711115,81810,0.312845146103907,10,1497.44488836509,16.771,50.313,0.0335992331944395,2000
"756","132960",70.11,8.28,22.86,4.25092494714587,157500,0.618655341226343,3,1467.82275639751,5.9925,17.9775,0.0122477321745047,2000
"757","46932",157.86,14.58,40.86,6.57142857142857,292500,0.439394538743378,4,1464.86154531896,3.7727,11.3181,0.00772639573765012,2000
"758","13417",30.24,5.46,14.31,4.29159420289855,53100,0.487704957913686,3,1492.94882976665,4.0216,12.0648,0.00808118788765568,2000
"759","43874",717.03,52.62,146.43,12.250604503568,951000,0.641302489593511,6,1480.24380300065,24.9692,74.9076,0.050604907007989,2000
"760","15449",0,0,0,NA,0,NA,0,1422.33411700555,0,0,0,2000
"761","22900",23.76,5.88,14.67,5.14460784313726,30300,0.337061315872126,3,1465.30260125942,4.8651,14.5953,0.00996060471567813,2000
"762","4121",0,0,0,NA,0,NA,0,4102.83794139851,0,0,0,2000
"763","66648",37.53,5.4,15.03,3.20065789473684,112500,0.486968134094676,2,1607.47296892686,1.7344,5.2032,0.00323688180179704,2000
"764","138137",0,0,0,NA,0,NA,0,1503.0890489783,0,0,0,2000
"765","3284",90.63,18.24,46.71,13.5775988717165,54900,0.381583759802523,8,1858.53994088065,10.7659,32.2977,0.0173779961837657,2000
"766","3715",58.05,10.26,27.27,6.9719954967633,76950,0.444101398548846,4,1628.63673991021,5.9519,17.8557,0.010963586638101,2000
"767","25016",26.82,8.94,19.8,6.59081196581197,23400,0.333135202722422,3,1606.4028152875,8.7225,26.1675,0.0162895008343949,2000
"768","30172",443.97,37.44,105.57,13.6810986394558,423000,0.483714063256975,8,2422.14089764962,11.6102,34.8306,0.0143800883069184,2000
"769","42860",10.98,2.88,7.38,3.01587301587301,18000,0.314326241134751,2,1432.95167890648,2.3046,6.9138,0.0048248661150082,2000
"770","68670",27.09,2.64,7.47,1.25714285714286,196200,0.724252491694352,1,1551.32220372316,2.1624,6.4872,0.00418172316777957,2000
"771","2614",21.6,4.74,12.33,4.47619047619047,30900,0.353195044496141,3,2221.11284711083,4.0903,12.2709,0.00552466301564176,2000
"772","121538",10.26,3.06,7.74,2.31818181818182,25200,0.245614035087719,1,1630.03747131779,2.5145,7.5435,0.00462780772389333,2000
"773","41788",887.85,41.82,114.21,5.24093879976233,3868200,0.571672941467469,2,1474.93048437627,7.6225,22.8675,0.0155041205278704,2000
"774","132959",14.13,2.1,5.94,1.34615384615385,81900,0.579617834394904,1,1513.09974469329,1.7915,5.3745,0.00355197997940936,2000
"775","95707",136.62,14.82,39.87,8.21646662991079,241875,0.358276106088846,4,1418.31339827362,9.9355,29.8065,0.0210154540148043,2000
"776","14464",46.98,8.4,19.44,3.04347826086957,275400,0.586206896551724,1,1916.96119099283,4.2716,12.8148,0.00668495536592631,2000
"777","1040",1397.88,137.64,380.43,50.8112889623125,363375,0.558478303368198,28,5499.52906809639,81.3882,244.1646,0.0443973651155762,2000
"778","137017",120.06,21.18,55.53,16.027548225768,64530,0.451151080785689,10,1698.96692618412,16.077,48.231,0.0283884278479316,2000
"779","37495",18,3.12,8.1,2.54306220095694,49500,0.546715626274989,2,1444.42235611029,2.3597,7.0791,0.0049009903301853,2000
"780","3509",11.43,3.96,9,3.95238095238096,12150,0.248549578059071,2,11928.9639194938,3.4871,10.4613,0.000876966354379242,2000
"781","58348",10.98,2.34,6.21,2.42745098039215,23850,0.435439560439561,2,1419.80792625686,1.9819,5.9457,0.00418767911493146,2000
"782","136044",8.19,1.86,4.77,1.55,34200,0.417582417582418,1,1837.38756526257,1.7285,5.1855,0.00282221350467176,2000
"783","20717",13.5,2.1,5.49,1.4,80100,0.593333333333333,1,1510.43226560256,1.7882,5.3646,0.00355169849199421,2000
"784","131936",462.69,35.88,101.34,16.184430097434,361350,0.560876627322087,10,1413.78045349458,24.895,74.685,0.0528264482758931,2000
"785","103874",64.35,12.9,33.93,8.95197368421053,60840,0.401613112091277,5,1517.15829414776,6.2835,18.8505,0.0124248735762862,2000
"786","66649",24.03,6.24,16.47,4.38095238095238,37800,0.241687979539642,2,1979.62330101554,4.2806,12.8418,0.00648699173899002,2000
"787","113160",1045.53,53.7,155.61,5.26018518518519,4449600,0.628511922578071,2,3527.18193344278,6.5504,19.6512,0.00557135990453972,2000
"788","32292",31.95,6,15.57,3.77142857142857,81900,0.444393939393939,2,2787.09125883787,3.3871,10.1613,0.00364584402027688,2000
"789","20718",20.52,5.52,13.77,5.12280701754386,22500,0.328664151555718,3,1440.02849469025,4.13,12.39,0.00860399641096345,2000
"790","3184",306.54,24.42,68.22,9.59951690821256,397200,0.597343177742476,6,2131.91064779483,14.0705,42.2115,0.0197998448216683,2000
"791","89586",29.79,5.28,14.13,4.18164188752425,52200,0.480629105442972,3,1435.60253517098,3.6357,10.9071,0.00759757644110107,2000
"792","120479",6.3,1.26,3.33,1.23529411764706,29700,0.471428571428571,1,1794.51363847422,1.015,3.045,0.00169683859443331,2000
"793","86399",59.85,7.92,22.32,4.4938596491228,125100,0.532814989686892,3,1404.68021762348,6.4142,19.2426,0.0136989186282951,2000
"794","40674",0,0,0,NA,0,NA,0,1484.36569224712,0,0,0,2000
"795","49011",117.45,12.84,35.28,4.02288329519451,410850,0.711996036812296,2,1483.50804160016,9.6705,29.0115,0.019556011283031,2000
"796","128797",85.5,14.76,40.23,7.70988420181968,113175,0.484539560383818,4,1709.14344871599,7.881,23.643,0.0138332449612477,2000
"797","124686",299.43,23.46,64.71,5.88675671580406,782400,0.77474314293616,3,2355.44472414938,15.1348,45.4044,0.0192763598035173,2000
"798","43876",11.97,1.8,5.04,1.25,69300,0.578947368421053,1,1460.36508644451,1.5322,4.5966,0.00314756908574907,2000
"799","85369",0,0,0,NA,0,NA,0,1608.95087435808,0,0,0,2000
