"","lagoslakeid","FullLakeArea_ha","FullLakePerimeter_km","FullLakeEdgeArea_ha","AvgFullLakeShapeIndex","FullLakeCoreArea_ha","AvgFullLakeCoreAreaIndex","nLakePatches","BuffArea_ha","EdgeLengthInBuff_km","EdgeAreaInBuff_ha","EdgeAreaInBuff_pct","BufferWidth_m"
"2919","36466",31.5,5.04,14.22,3.11538461538462,86400,0.545663676098459,2,1525.32369545402,3.647,10.941,0.0071729037138857,2000
"2920","11452",44.46,6.78,18.9,4.22368082368083,85200,0.535860293975734,3,1464.55994882868,5.3719,16.1157,0.0110037830905378,2000
"2921","84431",69.57,12.84,33.93,7.34721377912868,89100,0.432050656891759,4,1540.47361092086,9.4925,28.4775,0.0184861978797396,2000
"2922","4108",4.86,1.62,3.96,1.8,9000,0.185185185185185,1,1789.31556542676,1.3005,3.9015,0.00218044266499715,2000
"2923","12495",22.95,3.66,10.17,2.65217391304348,63900,0.556994340551181,2,1776.48392137155,2.8367,8.5101,0.00479041768834571,2000
"2924","65661",57.69,8.1,22.68,4.01223776223776,175050,0.512811850311851,2,1417.29879132708,4.9354,14.8062,0.0104467738846629,2000
"2925","75973",0,0,0,NA,0,NA,0,1591.38749332203,0,0,0,2000
"2926","74910",18,3.3,9.18,2.71212121212122,44100,0.496524535740222,2,1815.59920859948,2.6359,7.9077,0.00435542159444973,2000
"2927","67742",126.63,16.44,45.81,9.16883289124668,134700,0.532415276891465,6,1464.65108396208,12.0573,36.1719,0.0246965986616758,2000
"2928","38593",104.67,9.48,24.39,4.13131313131313,401400,0.526563937442503,2,1479.54137331843,5.3051,15.9153,0.0107569144648547,2000
"2929","103947",6.57,1.32,3.51,1.22222222222222,30600,0.465753424657534,1,1536.75389389638,1.0935,3.2805,0.00213469444458828,2000
"2930","82267",15.12,3.78,9.72,4.10392156862745,18000,0.356676003734827,3,1448.65713406641,3.1584,9.4752,0.00654067810607673,2000
"2931","107045",243.09,33.54,86.13,13.2963384813385,261600,0.527130359742207,6,1567.79043283645,13.7567,41.2701,0.0263237350704673,2000
"2932","135999",133.92,15.96,40.95,6.025,309900,0.503910606870281,3,1881.63846605655,4.0698,12.2094,0.00648870663533355,2000
"2933","112216",0,0,0,NA,0,NA,0,3458.86074524248,0,0,0,2000
"2934","112215",0,0,0,NA,0,NA,0,1666.58720532227,0,0,0,2000
"2935","18659",11.97,2.52,6.3,1.75,56700,0.473684210526316,1,3477.80368407412,0.3446,1.0338,0.000297256571650112,2000
"2936","6352",27.72,4.56,12.78,2.11111111111111,149400,0.538961038961039,1,2882.15783322676,3.7978,11.3934,0.00395307983090029,2000
"2937","78066",36.09,9.36,24.03,8.63067632850241,24120,0.325047456247456,5,1427.11287504954,6.2132,18.6396,0.0130610551736161,2000
"2938","51185",72.36,18.54,44.73,15.0151109759805,34537.5,0.334713208315767,8,1452.60226301505,10.6113,31.8339,0.0219150835782983,2000
"2939","52238",45.27,9.12,25.29,6.57447552447553,49950,0.436416549224179,4,1486.53389416598,4.6916,14.0748,0.00946819985419614,2000
"2940","87534",34.29,8.28,20.52,7.06058823529412,34425,0.361761412610889,4,1590.40447508335,5.7864,17.3592,0.0109149592270169,2000
"2941","80209",97.38,17.34,48.87,9.66302308802309,97020,0.367402335294904,5,1425.38996501753,13.4783,40.4349,0.0283676053517766,2000
"2942","90651",4884.39,62.4,185.58,3.10774410774411,23494050,0.955534959903726,2,1740.66843014212,18.572,55.716,0.0320083934626487,2000
"2943","36568",219.78,27.96,69.03,7.84310344827586,502500,0.615887432489843,3,1594.20468688236,7.5637,22.6911,0.01423349221509,2000
"2944","96773",63.09,7.8,22.05,3.41304347826087,205200,0.63268366579231,2,1860.95457446069,6.2708,18.8124,0.0101090054846996,2000
"2945","45979",1693.26,41.34,119.7,6.27197802197802,5245200,0.511777168411408,3,2091.16890225765,3.4701,10.4103,0.00497822054868974,2000
"2946","107137",189,24.18,66.15,14.7321300101916,122850,0.549122242708879,10,1603.10456688436,18.1734,54.5202,0.0340091352281282,2000
"2947","70775",64.44,12,31.05,8.5978607918263,66780,0.42583175888439,5,1644.90545058619,6.434,19.302,0.0117344130588913,2000
"2948","112306",162.45,14.34,39.15,7.05046757164404,308250,0.484090908115783,4,2586.84521943979,11.0986,33.2958,0.0128711991540068,2000
"2949","21866",204.66,21.78,62.1,10.900642721787,178200,0.632119319313714,8,1612.00963129816,13.3309,39.9927,0.0248092190167584,2000
"2950","46989",38.52,8.88,20.07,7.06191770186335,61500,0.328005102376037,3,1572.69876373767,4.497,13.491,0.00857824798433578,2000
"2951","127704",110.7,10.98,29.07,3.78148148148149,408150,0.724358062256468,2,1484.19360961709,4.135,12.405,0.00835807398685699,2000
"2952","35425",0,0,0,NA,0,NA,0,1635.23904213478,0,0,0,2000
"2953","1244",53.01,10.32,29.16,3.51020408163265,238500,0.449915110356537,1,1664.42678742244,4.5194,13.5582,0.00814586745566412,2000
"2954","81238",65.79,10.26,27.18,7.3971044939715,77220,0.500435635950402,5,1445.18406385214,7.8229,23.4687,0.0162392463264812,2000
"2955","66716",93.06,7.32,19.8,1.87692307692308,732600,0.787234042553192,1,1405.53117795425,3.6721,11.0163,0.00783781973163641,2000
"2956","97846",21.15,6.06,13.86,5.5297619047619,24300,0.334279325765394,3,1937.9624636567,5.2845,15.8535,0.00818049900207373,2000
"2957","17582",5.58,1.32,3.6,1.375,19800,0.354838709677419,1,1435.9557427737,1.0432,3.1296,0.00217945435696705,2000
"2958","2935",121.14,12.42,34.29,3.94444444444444,434250,0.54463119284494,2,2870.29562734872,10.3368,31.0104,0.0108039045541257,2000
"2959","65662",1650.24,55.56,158.13,11.3397728948039,2486850,0.628560769492451,6,1539.86042294848,18.0718,54.2154,0.0352079962521474,2000
"2960","2123",13.32,2.64,7.2,2.48333333333333,30600,0.44815039417829,2,1547.63699017998,2.0251,6.0753,0.0039255329502647,2000
"2961","56321",239.4,33.06,91.17,10.2955555555556,370575,0.531986923996394,4,1500.40090836026,20.6461,61.9383,0.0412811666901018,2000
"2962","106024",0,0,0,NA,0,NA,0,1972.2307952227,0,0,0,2000
"2963","36469",0,0,0,NA,0,NA,0,1441.62040953115,0,0,0,2000
"2964","35427",15.57,2.64,7.11,2.25789473684211,42300,0.542414902171,2,1546.83364344752,2.1636,6.4908,0.00419618491458045,2000
"2965","24044",49.68,7.74,22.23,3.85885167464115,137250,0.470903136415166,2,1653.63563232779,6.5022,19.5066,0.011796189933656,2000
"2966","4069",468.63,37.62,102.96,15.6678525648201,406300,0.543501583940119,9,1842.73357213252,15.0105,45.0315,0.0244373362926725,2000
"2967","90652",0,0,0,NA,0,NA,0,1479.05655494077,0,0,0,2000
"2968","53315",73.89,6.36,18.09,2.63767209011264,279000,0.735617715617715,2,1542.86504742781,5.0792,15.2376,0.00987617162330781,2000
"2969","15510",25.29,4.38,11.79,3.74166666666666,45000,0.499352894300077,3,1412.36166594176,3.6423,10.9269,0.00773661609734638,2000
"2970","80210",0,0,0,NA,0,NA,0,1577.28204153806,0,0,0,2000
"2971","126674",127.89,17.4,46.98,11.4847966772916,101137.5,0.494149474041802,8,1528.18600291539,10.0391,30.1173,0.0197078758361508,2000
"2972","113208",0,0,0,NA,0,NA,0,1868.0090403514,0,0,0,2000
"2973","2735",54.54,5.88,16.2,3.00416666666667,191700,0.535135135135135,2,2893.99900579866,2.8503,8.5509,0.00295470039307778,2000
"2974","92701",0,0,0,NA,0,NA,0,1421.55396009574,0,0,0,2000
"2975","41862",305.01,18.54,51.75,8.07085193827481,506520,0.58429823362721,5,1783.54203745172,12.7069,38.1207,0.0213735920990491,2000
"2976","4101",11.7,1.74,4.77,1.26086956521739,69300,0.592307692307692,1,1460.16071851055,1.429,4.287,0.00293597817394581,2000
"2977","100846",675.09,66.54,170.1,16.3068291844869,721414.285714286,0.742507471832168,7,1477.20730408394,34.5185,103.5555,0.0701022122715659,2000
"2978","89640",172.26,21.72,59.67,12.925357440488,140737.5,0.516974621238677,8,1695.54371845049,13.4168,40.2504,0.0237389337485108,2000
"2979","101901",58.41,5.46,14.58,1.7843137254902,438300,0.750385208012327,1,1455.01859307495,4.3857,13.1571,0.00904256485973459,2000
"2980","114191",8212.23,92.04,246.78,9.22051781418261,26551500,0.637023918561595,3,1485.49775378504,13.6657,40.9971,0.0275982241612548,2000
"2981","2848",1025.46,34.74,97.83,4.17220744680851,4638150,0.872751004021013,2,2240.21392584152,13.9959,41.9877,0.018742718950034,2000
"2982","70776",134.28,11.94,32.31,3.9561403508772,509850,0.500888579817648,2,1445.01572689851,8.6616,25.9848,0.0179823648395663,2000
"2983","103948",12.33,3.9,8.64,3.68771929824562,18450,0.315853658536586,2,1505.8011611447,1.2057,3.6171,0.00240210998193832,2000
"2984","43960",21.15,4.62,12.15,3.45333333333333,45000,0.432976306394028,2,1476.90161087789,3.897,11.691,0.00791589630202294,2000
"2985","134993",0,0,0,NA,0,NA,0,1393.29505585986,0,0,0,2000
"2986","43942",7021.8,124.2,365.67,3.70304114490161,66561300,0.947923609330941,1,1452.09114544747,7.618,22.854,0.0157386814675173,2000
"2987","111164",9.36,3,7.38,3.47619047619047,9900,0.201113172541744,2,2764.63371434606,2.5804,7.7412,0.00280008160206897,2000
"2988","138071",147.78,27.66,71.28,17.231533050283,76500,0.470221402663873,10,1612.13749923435,18.5948,55.7844,0.0346027556746826,2000
"2989","96774",67.41,7.62,20.97,4.40816326530613,154800,0.518688979685551,3,1487.88468148009,5.1095,15.3285,0.010302209701327,2000
"2990","79280",30.69,6.78,17.55,4.3,65700,0.38923863444313,2,1446.27104594354,5.5501,16.6503,0.0115125723125691,2000
"2991","6362",236.88,20.4,55.08,8.44402280250545,363600,0.510776747530086,5,1814.96506029207,7.5585,22.6755,0.0124936289387031,2000
"2992","94758",55.98,12.12,31.23,10.304991087344,41250,0.330544266472572,6,1841.08367076794,9.6227,28.8681,0.0156799500524377,2000
"2993","73864",396.45,48.06,126.45,16.2862588652482,450000,0.438392495650814,6,2005.43188251447,24.8976,74.6928,0.0372452441048997,2000
"2994","1803",314.55,13.38,38.7,3.07838983050847,1379250,0.620617723612377,2,2355.55716761285,9.9045,29.7135,0.0126142130654006,2000
"2995","91648",15.3,2.88,7.83,2.52100840336135,37350,0.481162150412983,2,1395.07716347935,2.2381,6.7143,0.00481285205992076,2000
"2996","62517",0,0,0,NA,0,NA,0,2132.56396015464,0,0,0,2000
"2997","43943",56.43,11.22,29.34,9.15358974358974,45150,0.438896543118698,6,1501.20345226773,8.5366,25.6098,0.0170595131268275,2000
"2998","121607",0,0,0,NA,0,NA,0,1615.55380912834,0,0,0,2000
"2999","30229",45.9,7.2,20.16,3.61482558139535,128700,0.474176075678975,2,1435.48032023375,2.2907,6.8721,0.00478731745962283,2000
"3000","139068",88.11,14.94,38.61,6.394536,247500,0.3318182,2,1406.178,8.8115,26.4345,0.01879883,2000
"3001","3337",79.92,19.56,46.62,9.81996,83250,0.3832594,4,2365.289,10.9462,32.8386,0.01388355,2000
"3002","834",155.43,25.2,69.12,16.77806,78463.64,0.5036386,11,2677.589,17.748,53.244,0.01988506,2000
"3003","109105",182.52,30.84,78.57,13.66084,207900,0.3249819,5,1492.101,11.2668,33.8004,0.02265289,2000
"3004","112217",24.12,5.34,14.31,3.798535,49050,0.3987917,2,1451.07,4.4132,13.2396,0.009124026,2000
"3005","68725",111.33,19.38,52.92,13.57273,64900,0.4918551,9,1406.805,15.3428,46.0284,0.0327184,2000
"3006","58399",15.93,7.92,15.66,6.773292,1350,0.01145038,2,1623.884,5.4803,16.4409,0.01012443,2000
"3007","74912",5.85,1.44,3.51,1.411765,23400,0.4,1,2016.603,1.1269,3.3807,0.001676433,2000
"3008","3572",120.78,18.66,51.66,11.86006,86400,0.5301319,8,2454.071,13.945,41.835,0.01704718,2000
"3009","40749",320.49,10.86,32.13,1.508333,2883600,0.8997473,1,1864.509,8.5843,25.7529,0.01381216,2000
"3010","44964",48.42,10.2,27.9,7.974085,41040,0.4157313,5,1456.611,7.8485,23.5455,0.01616458,2000
"3011","52240",17.19,3.42,9.36,2.85,39150,0.4565146,2,1417.792,2.6913,8.0739,0.0056947,2000
"3012","66718",33.12,12.96,28.98,10.65959,10350,0.13155,4,1744.39,9.5018,28.5054,0.01634118,2000
"3013","132885",6.93,2.46,5.49,2.277778,14400,0.2077922,1,1443.613,1.9136,5.7408,0.00397669,2000
"3014","108033",10.71,1.68,4.32,1.272727,63900,0.5966387,1,1912.284,1.5319,4.5957,0.002403252,2000
"3015","93769",65.97,9.36,25.2,6.165666,101925,0.4447596,4,1577.463,5.7662,17.2986,0.01096609,2000
"3016","2714",110.61,14.58,40.86,7.782314,139500,0.5381883,5,17851.26,10.6852,32.0556,0.001795705,2000
"3017","42909",0,0,0,NA,0,NA,0,2680.784,0,0,0,2000
"3018","1867",54.45,15.9,38.07,14.04819,23400,0.2672593,7,9292.184,13.8281,41.4843,0.00446443,2000
"3019","697",4.32,1.02,2.61,1.214286,17100,0.3958333,1,2458.59,0.8326,2.4978,0.001015948,2000
"3020","16525",0,0,0,NA,0,NA,0,1472.625,0,0,0,2000
"3021","108034",226.17,21.66,64.8,3.574257,1613700,0.7134899,1,1495.838,5.1767,15.5301,0.01038221,2000
"3022","2392",0,0,0,NA,0,NA,0,3515.512,0,0,0,2000
"3023","140104",46.44,8.76,22.59,5.803929,79500,0.4236636,3,2037.11,6.0499,18.1497,0.008909533,2000
"3024","56322",125.1,19.2,50.13,11.89824,107100,0.5015517,7,1432.972,9.0209,27.0627,0.01888571,2000
"3025","49066",52.38,7.56,21.51,3.772464,154350,0.4345508,2,1501.457,5.3009,15.9027,0.01059151,2000
"3026","2047",67.23,12.9,32.76,7.596587,114900,0.3464328,3,2057.892,10.3711,31.1133,0.01511901,2000
"3027","73865",70.11,8.28,22.05,4.653061,160200,0.5305285,3,1419.517,4.7339,14.2017,0.0100046,2000
"3028","14533",17.01,3.66,9.81,3.05,36000,0.428179,2,1450.437,2.9214,8.7642,0.006042453,2000
"3029","16527",310.95,33.78,87.57,14.31309,279225,0.4647886,8,1501.634,23.735,71.205,0.04741833,2000
"3030","64669",4.32,1.14,2.61,1.357143,17100,0.3958333,1,1551.309,1.0222,3.0666,0.001976782,2000
"3031","28193",0,0,0,NA,0,NA,0,1435.249,0,0,0,2000
"3032","136939",0,0,0,NA,0,NA,0,1411.903,0,0,0,2000
"3033","15512",0,0,0,NA,0,NA,0,2083.754,0,0,0,2000
"3034","141094",138.06,17.88,47.43,8.546186,181260,0.5367416,5,1618.53,12.3106,36.9318,0.02281812,2000
"3035","2816",9,2.7,7.02,3.1,9900,0.220088,2,1743.589,2.2416,6.7248,0.003856872,2000
"3036","102854",163.98,13.98,39.51,4.763893,414900,0.7055286,3,1435.865,6.7044,20.1132,0.01400773,2000
"3037","3431",375.75,16.68,48.33,4.050269,1091400,0.8203528,3,2803.011,9.63,28.89,0.01030677,2000
"3038","3631",484.02,46.68,130.41,20.141,294675,0.4897833,12,4842.744,24.9471,74.8413,0.01545432,2000
"3039","102855",0,0,0,NA,0,NA,0,1548.148,0,0,0,2000
"3040","111165",133.2,18.42,48.42,8.958799,169560,0.508542,5,1481.802,8.0037,24.0111,0.01620398,2000
"3041","6375",71.64,12.72,33.75,7.364574,94725,0.4778544,4,1882.72,6.0223,18.0669,0.009596171,2000
"3042","79173",197.1,16.02,44.55,2.840426,1525500,0.7739726,1,1521.957,2.6795,8.0385,0.005281685,2000
"3043","50138",71.28,7.74,21.06,4.01875,167400,0.6150879,3,1646.616,6.3737,19.1211,0.01161236,2000
"3044","73866",161.37,27.6,74.25,18.35038,72600,0.5005889,12,1445.297,19.059,57.177,0.03956072,2000
"3045","13486",9.09,4.38,8.28,3.47619,8100,0.08910891,1,1612.049,3.6315,10.8945,0.006758168,2000
"3046","46990",124.92,10.68,30.78,4.246939,313800,0.7174494,3,2168.353,8.6165,25.8495,0.01192126,2000
"3047","110093",0,0,0,NA,0,NA,0,1440.573,0,0,0,2000
"3048","58400",18.81,10.8,18.81,10.36639,0,0,3,1585.828,8.654,25.962,0.01637126,2000
"3049","119467",94.59,12.42,35.19,6.314216,148500,0.5752627,4,1460.182,8.7789,26.3367,0.01803659,2000
"3050","3272",8.28,1.56,4.23,1.3,40500,0.4891304,1,1946.964,1.2959,3.8877,0.001996801,2000
"3051","50139",58.14,11.16,29.7,8.99359,47400,0.449077,6,1526.503,7.9408,23.8224,0.01560586,2000
"3052","124751",74.43,8.22,22.77,4.498176,172200,0.5850544,3,1627.04,4.5837,13.7511,0.008451607,2000
"3053","125814",86.58,9.48,25.29,4.416795,306450,0.4781092,2,1479.063,7.7445,23.2335,0.01570826,2000
"3054","17583",127.53,14.64,41.58,6.703585,214875,0.4883723,4,1502.852,9.1728,27.5184,0.01831079,2000
"3055","75974",0,0,0,NA,0,NA,0,1420.4,0,0,0,2000
"3056","69763",48.15,8.1,21.87,6.426282,52560,0.5196077,5,1555.599,5.317,15.951,0.01025393,2000
"3057","67743",12.96,3.42,8.91,3.392982,20250,0.2849026,2,2014.657,2.6438,7.9314,0.003936848,2000
"3058","69764",44.73,3.3,9.54,1.222222,351900,0.7867203,1,1625.357,2.5631,7.6893,0.004730838,2000
"3059","52241",0,0,0,NA,0,NA,0,1425.058,0,0,0,2000
"3060","130819",0,0,0,NA,0,NA,0,1816.316,0,0,0,2000
"3061","38594",102.15,12.54,33.93,6.072437,170550,0.6111584,4,1478.352,10.3838,31.1514,0.02107171,2000
"3062","38595",302.13,19.62,52.56,7.905474,623925,0.587077,4,1501.751,13.4107,40.2321,0.02679013,2000
"3063","99842",34.56,7.98,20.43,7.413185,28260,0.3951158,5,1439.845,5.9639,17.8917,0.01242613,2000
"3064","40751",54.54,10.38,27.72,8.448728,44700,0.4781244,6,1500.507,6.3821,19.1463,0.01275988,2000
"3065","45980",51.66,6.78,18.99,4.384921,108900,0.4772739,3,1662.238,5.4188,16.2564,0.00977983,2000
"3066","69765",81.9,14.88,40.14,10.95186,59657.14,0.4512342,7,1456.814,8.6984,26.0952,0.01791252,2000
"3067","127702",18.18,4.14,10.17,3.430622,40050,0.4067531,2,1431.634,3.5491,10.6473,0.007437168,2000
"3068","80212",1605.78,50.94,143.46,9.505249,3655800,0.5279548,4,1532.67,11.7737,35.3211,0.02304546,2000
"3069","139065",3490.29,85.86,253.17,5.07868,16185600,0.5764218,2,1623.74,8.6296,25.8888,0.01594393,2000
"3070","35429",86.67,13.56,37.17,7.957475,99000,0.5609269,5,1566.053,10.6642,31.9926,0.02042881,2000
"3071","30230",42.21,7.08,18.72,4.843333,78300,0.5128696,3,1689.078,5.6524,16.9572,0.01003932,2000
"3072","81239",101.16,14.46,38.7,9.901805,104100,0.4150181,6,1509.166,11.4133,34.2399,0.02268797,2000
"3073","25079",81.63,9,25.56,4.415516,186900,0.6332368,3,1558.162,7.2076,21.6228,0.01387712,2000
"3074","131873",136.08,21.54,56.7,12.55152,113400,0.4803439,7,1848.83,11.9182,35.7546,0.01933904,2000
"3075","31308",186.66,19.62,53.19,10.60726,190671.4,0.5233093,7,1797.315,14.1479,42.4437,0.02361506,2000
"3076","64671",45.99,8.4,21.24,4.217895,123750,0.5386981,2,1987.878,5.3124,15.9372,0.008017192,2000
"3077","83348",29.34,9.54,21.6,8.550265,19350,0.1975638,4,1719.677,8.228,24.684,0.01435386,2000
"3078","106026",12.51,3,7.83,2.878289,23400,0.3598631,2,1442.185,2.4362,7.3086,0.005067728,2000
"3079","133976",27.36,3.24,9,1.542857,183600,0.6710526,1,1448.617,0.8554,2.5662,0.001771483,2000
"3080","38596",1928.61,92.7,236.61,11.48155,4230000,0.3737662,4,1549.472,20.643,61.929,0.03996782,2000
"3081","56323",37.8,7.86,19.53,5.496739,60900,0.4761297,3,1964.342,6.4165,19.2495,0.009799464,2000
"3082","1691",394.38,15.06,43.11,4.421605,1170900,0.6456289,3,3447.754,7.6889,23.0667,0.006690355,2000
"3083","100848",14.76,3.72,10.53,2.384615,42300,0.2865854,1,1911.037,2.9317,8.7951,0.004602267,2000
"3084","140103",10.53,2.28,5.94,2.368627,22950,0.4338806,2,1492.086,1.7347,5.2041,0.003487801,2000
"3085","122642",52.38,6.78,19.62,3.205433,163800,0.6352757,2,1623.064,3.099,9.297,0.005728056,2000
"3086","66719",0,0,0,NA,0,NA,0,1451.27,0,0,0,2000
"3087","2353",0,0,0,NA,0,NA,0,2406.819,0,0,0,2000
"3088","2644",1224.27,60.84,168.48,17.19677,1173100,0.6080664,9,1910.212,26.3592,79.0776,0.04139729,2000
"3089","46991",51.12,8.1,21.33,5.384615,99300,0.4380739,3,1593.823,6.6863,20.0589,0.0125854,2000
"3090","87535",7.38,1.86,5.13,1.631579,22500,0.304878,1,1538.932,1.4962,4.4886,0.002916698,2000
"3091","75976",190.71,20.7,56.61,8.322299,268200,0.6029508,5,1800.826,13.5255,40.5765,0.02253216,2000
"3092","138068",22.95,3.9,10.26,2.89916,63450,0.5054054,2,1514.885,3.3124,9.9372,0.006559705,2000
"3093","3720",69.75,13.26,37.8,6.498494,106500,0.4679152,3,2363.468,8.6692,26.0076,0.011004,2000
"3094","48039",0,0,0,NA,0,NA,0,1501.628,0,0,0,2000
"3095","3011",5.85,1.74,4.5,1.705882,13500,0.2307692,1,2044.06,1.3798,4.1394,0.002025087,2000
"3096","48040",54.36,8.16,22.5,4.072464,159300,0.4719093,2,1443.998,6.3833,19.1499,0.01326172,2000
"3097","108036",68.49,6.42,18.36,2.78,250650,0.688684,2,1775.19,5.1642,15.4926,0.008727291,2000
"3098","2245",107.82,9.72,27.72,3.30927,400500,0.7335423,2,1870.774,7.8032,23.4096,0.01251332,2000
"3099","24045",352.71,41.94,105.12,16.33705,412650,0.3247348,6,1970.265,25.4919,76.4757,0.03881492,2000
"3100","22964",68.04,7.26,20.43,3.846135,158700,0.6471621,3,1860.798,5.1801,15.5403,0.008351416,2000
"3101","53319",56.07,10.02,26.73,8.041499,48900,0.4940897,6,1459.95,7.5351,22.6053,0.01548361,2000
"3102","21869",51.57,6.12,17.01,2.954545,172800,0.6698718,2,1440.356,2.8828,8.6484,0.006004351,2000
"3103","134989",0,0,0,NA,0,NA,0,1627.532,0,0,0,2000
"3104","83349",358.83,15.72,40.68,3.312698,1590750,0.6135671,2,1847.311,5.1303,15.3909,0.008331517,2000
"3105","122643",0,0,0,NA,0,NA,0,1775.727,0,0,0,2000
"3106","2360",31.68,6.48,18.09,4.754248,45300,0.3989207,3,1809.142,5.3645,16.0935,0.008895653,2000
"3107","16529",0,0,0,NA,0,NA,0,1430.902,0,0,0,2000
"3108","87536",2568.69,39.12,114.03,3.793544,12273300,0.7652773,2,1462.431,9.5647,28.6941,0.01962082,2000
"3109","1792",187.02,14.22,41.04,4.724623,486600,0.6578897,3,7715.812,10.015,30.045,0.003893952,2000
"3110","1226",1745.64,34.26,98.28,2.046595,16473600,0.9436997,1,1953.767,2.4996,7.4988,0.003838124,2000
"3111","123700",129.69,11.22,31.95,4.756891,325800,0.6305423,3,1426.52,4.5265,13.5795,0.009519319,2000
"3112","123701",18.72,3,8.01,1.724138,107100,0.5721154,1,1938.127,2.3395,7.0185,0.00362128,2000
"3113","71767",0,0,0,NA,0,NA,0,1574.648,0,0,0,2000
"3114","51186",57.6,13.26,31.95,8.862958,64125,0.3890021,4,1478.098,8.7659,26.2977,0.01779158,2000
"3115","25080",0,0,0,NA,0,NA,0,3169.535,0,0,0,2000
"3116","13487",91.8,17.52,46.89,12.45238,64157.14,0.4134325,7,1429.705,11.8453,35.5359,0.0248554,2000
"3117","2656",0,0,0,NA,0,NA,0,2551.947,0,0,0,2000
"3118","9171",22.68,4.2,11.16,3.726961,38400,0.4743827,3,1504.346,2.7803,8.3409,0.005544535,2000
"3119","40754",118.26,12.96,36.99,5.291304,270900,0.4894693,3,1504.762,6.874,20.622,0.0137045,2000
"3120","125815",0,0,0,NA,0,NA,0,2092.215,0,0,0,2000
"3121","140102",0,0,0,NA,0,NA,0,1401.638,0,0,0,2000
"3122","1109",8895.87,121.74,359.01,7.063716,21342150,0.8910432,4,8286.74,18.2891,54.8673,0.006621096,2000
"3123","91651",181.98,21.42,54,7.672455,319950,0.6047267,4,1467.888,10.0315,30.0945,0.0205019,2000
"3124","53320",0,0,0,NA,0,NA,0,1615.991,0,0,0,2000
"3125","126673",304.56,25.74,72,6.540857,775200,0.6679439,3,1397.366,15.3318,45.9954,0.03291579,2000
"3126","53321",0,0,0,NA,0,NA,0,1472.243,0,0,0,2000
"3127","123703",40.5,7.74,20.79,5.027586,65700,0.4667786,3,1399.408,2.6793,8.0379,0.005743784,2000
"3128","43945",0,0,0,NA,0,NA,0,1503.986,0,0,0,2000
"3129","6351",0,0,0,NA,0,NA,0,3165.46,0,0,0,2000
"3130","95771",92.79,10.68,29.61,5.459859,210600,0.5052856,3,1519.722,4.7443,14.2329,0.009365465,2000
"3131","116321",86.94,5.52,16.11,1.460317,708300,0.8146998,1,1511.016,4.436,13.308,0.008807319,2000
"3132","41864",31.86,6.3,16.92,5.634008,37350,0.406049,4,1594.532,4.2633,12.7899,0.008021097,2000
"3133","79176",426.78,37.08,98.91,4.478261,3278700,0.7682412,1,1785.943,18.7204,56.1612,0.03144625,2000
"3134","59486",555.21,64.14,165.87,23.80264,353945.5,0.5489193,11,2208.751,41.135,123.405,0.05587093,2000
"3135","12498",62.1,14.46,37.08,12.87759,31275,0.352634,8,1690.032,10.4905,31.4715,0.01862184,2000
"3136","35430",294.48,42.24,113.94,17.93059,200600,0.4601446,9,1412.933,14.8327,44.4981,0.03149343,2000
"3137","48042",0,0,0,NA,0,NA,0,1748.298,0,0,0,2000
"3138","29173",1446.12,37.26,108.9,5.834002,3343050,0.8149552,4,1507.634,8.609,25.827,0.01713082,2000
"3139","88579",0,0,0,NA,0,NA,0,1404.369,0,0,0,2000
"3140","67745",7021.8,124.2,365.67,3.703041,66561300,0.9479236,1,1664.794,5.1656,15.4968,0.009308538,2000
"3141","95772",104.4,13.44,36.9,8.188417,112500,0.6073091,6,1642.159,9.3696,28.1088,0.01711698,2000
"3142","56326",9.27,3.3,7.83,3.666667,7200,0.1549057,2,1473.371,2.1409,6.4227,0.004359186,2000
"3143","113211",9.99,1.62,4.41,1.227273,55800,0.5585586,1,1514.426,1.2345,3.7035,0.002445481,2000
"3144","37559",0,0,0,NA,0,NA,0,1469.321,0,0,0,2000
"3145","77093",85.68,10.14,28.8,3.804348,284400,0.6688644,2,1564.685,6.1024,18.3072,0.01170025,2000
"3146","109106",74.16,6.06,17.82,1.741379,563400,0.7597087,1,1522.592,4.6945,14.0835,0.009249686,2000
"3147","22965",16.2,2.04,5.76,1.259259,104400,0.6444444,1,1506.291,1.6098,4.8294,0.003206153,2000
"3148","33321",31.95,5.88,16.02,4.480543,53100,0.4361782,3,1444.177,4.6764,14.0292,0.009714323,2000
"3149","3475",0,0,0,NA,0,NA,0,2108.564,0,0,0,2000
"3150","15515",0,0,0,NA,0,NA,0,1443.201,0,0,0,2000
"3151","43946",141.75,18,48.6,6.536705,310500,0.6247371,3,1430.156,8.8752,26.6256,0.01861727,2000
"3152","31311",42.57,6.66,18.54,4.326449,80100,0.5532412,3,1577.931,5.3832,16.1496,0.01023467,2000
"3153","32362",124.02,16.68,45.63,6.40382,261300,0.5923381,3,1535.344,10.949,32.847,0.0213939,2000
"3154","110095",0,0,0,NA,0,NA,0,1451.166,0,0,0,2000
"3155","117344",0,0,0,NA,0,NA,0,1476.838,0,0,0,2000
"3156","85395",254.61,25.02,69.48,7.841555,462825,0.6968179,4,1518.943,15.0996,45.2988,0.02982258,2000
"3157","120534",304.2,16.74,48.33,4.376956,852900,0.7931546,3,1558.695,9.0233,27.0699,0.01736703,2000
