"","LAGOSLAKEI","OBJECTID","A_1","A_2","A_3","IWS_area_ha.x","GAP12_IWS_ha","GAP123_IWS_ha","GAP12_IWS_pct","GAP123_IWS_pct","IWS_area_ha.y","IWS_area_ha"
"663",17576,5851,4840200,1321200,0,1297.094153,616.14,616.14,0.475015632885981,0.475015632885981,1297.094153,1297.094153
"664",17595,5852,0,0,826200,86.27656962,0,82.62,0,0.957618045825128,86.27656962,86.27656962
"665",17596,5853,0,0,2134800,236.6682261,0,213.48,0,0.902022225449891,236.6682261,236.6682261
"666",17599,5854,0,62100,0,53.48276504,6.21,6.21,0.116112171750199,0.116112171750199,53.48276504,53.48276504
"667",17600,5855,0,0,3637800,479.0524838,0,363.78,0,0.759373998260856,479.0524838,479.0524838
"668",17603,5856,0,62100,916200,116.7419361,6.21,97.83,0.0531942522752113,0.838002206132677,116.7419361,116.7419361
"669",17604,5857,0,342000,0,279.5531144,34.2,34.2,0.122338111215119,0.122338111215119,279.5531144,279.5531144
"670",17610,5858,0,0,2023200,577.9987372,0,202.32,0,0.350035366824673,577.9987372,577.9987372
"671",18578,5969,0,135000,0,13.34873558,13.5,13.5,1,1,13.34873558,13.34873558
"672",18581,5970,0,2836800,267300,320.3320018,283.68,310.41,0.885581204518917,0.969025880198524,320.3320018,320.3320018
"673",18585,5971,0,222300,0,38.13938124,22.23,22.23,0.582862104136223,0.582862104136223,38.13938124,38.13938124
"674",18614,5972,0,55800,0,135.1613573,5.58,5.58,0.0412839890887956,0.0412839890887956,135.1613573,135.1613573
"675",18617,5973,0,8249400,0,1517.770626,824.94,824.94,0.54352086268403,0.54352086268403,1517.770626,1517.770626
"676",18629,5974,0,0,1800,353.3658776,0,0.18,0,0.000509387044449591,353.3658776,353.3658776
"677",18635,5975,0,0,660600,66.88640391,0,66.06,0,0.98764466525795,66.88640391,66.88640391
"678",18640,5976,0,0,21600,15.05509269,0,2.16,0,0.143473045598366,15.05509269,15.05509269
"679",18659,5977,0,1530900,669600,50676.69415,153.09,220.05,0.00302091528596681,0.00434223273026976,50676.69415,50676.69415
"680",18666,5978,0,0,7153200,2078.53489,0,715.32,0,0.344146255827344,2078.53489,2078.53489
"681",18671,5979,0,1543500,0,380.7213697,154.35,154.35,0.405414595250128,0.405414595250128,380.7213697,380.7213697
"682",18672,5980,0,381600,0,37.687731,38.16,38.16,1,1,37.687731,37.687731
"683",18673,5981,549900,0,0,54.88849147,54.99,54.99,1,1,54.88849147,54.88849147
"684",18676,5982,0,0,48600,11.10605171,0,4.86,0,0.437599259116001,11.10605171,11.10605171
"685",18677,5983,0,0,1468800,158.7542653,0,146.88,0,0.925203488060235,158.7542653,158.7542653
"686",18679,5984,0,4648500,0,2194.255785,464.85,464.85,0.211848592665326,0.211848592665326,2194.255785,2194.255785
"687",18681,5985,0,133200,0,72.14104547,13.32,13.32,0.184638300058171,0.184638300058171,72.14104547,72.14104547
"688",19635,6127,1893600,0,0,189.487202,189.36,189.36,0.999328704003978,0.999328704003978,189.487202,189.487202
"689",19637,6128,0,0,574200,410.0472775,0,57.42,0,0.140032633188255,410.0472775,410.0472775
"690",19643,6129,0,0,153000,16.34235418,0,15.3,0,0.936217623940886,16.34235418,16.34235418
"691",19645,6130,0,0,513900,51.27849383,0,51.39,0,1,51.27849383,51.27849383
"692",19646,6131,0,8100,0,8.178853594,0.81,0.81,0.0990358845149417,0.0990358845149417,8.178853594,8.178853594
"693",19654,6132,0,0,328500,44.50770579,0,32.85,0,0.738074439401474,44.50770579,44.50770579
"694",19655,6133,0,2628000,0,1031.835196,262.8,262.8,0.254691835497342,0.254691835497342,1031.835196,1031.835196
"695",19656,6134,0,249300,0,30.75010662,24.93,24.93,0.810728896262929,0.810728896262929,30.75010662,30.75010662
"696",19681,6137,0,1390500,4212900,559.1660348,139.05,560.34,0.248673902465723,1,559.1660348,559.1660348
"697",19709,6140,0,2700,0,57.03173642,0.27,0.27,0.0047342061972589,0.0047342061972589,57.03173642,57.03173642
"698",19714,6141,0,207900,0,491.2650791,20.79,20.79,0.0423193116801369,0.0423193116801369,491.2650791,491.2650791
"699",19722,6142,0,764100,531900,485.7940008,76.41,129.6,0.157288891740468,0.266779745708214,485.7940008,485.7940008
"700",19725,6143,0,2106900,0,1015.805963,210.69,210.69,0.207411658992201,0.207411658992201,1015.805963,1015.805963
"701",19729,6144,0,95400,0,83.33715762,9.54,9.54,0.114474746589035,0.114474746589035,83.33715762,83.33715762
"702",19730,6145,1350900,15300,0,157.6643047,136.62,136.62,0.866524609105133,0.866524609105133,157.6643047,157.6643047
"703",19731,6146,0,0,5877000,14759.94617,0,587.7,0,0.0398172183848825,14759.94617,14759.94617
"704",19735,6147,0,16989300,0,2052.066491,1698.93,1698.93,0.827911769648404,0.827911769648404,2052.066491,2052.066491
"705",19737,6148,0,0,4295700,912.5582505,0,429.57,0,0.470731594136193,912.5582505,912.5582505
"706",19740,6149,0,0,1813500,1038.489663,0,181.35,0,0.174628603886257,1038.489663,1038.489663
"707",19741,6150,0,207900,6549300,14442.05217,20.79,675.72,0.00143954610849464,0.0467883644267434,14442.05217,14442.05217
"708",19759,6151,0,0,1800,10.66311122,0,0.18,0,0.0168806267032447,10.66311122,10.66311122
"709",19763,6152,0,170100,0,252.1485436,17.01,17.01,0.0674602349755551,0.0674602349755551,252.1485436,252.1485436
"710",19766,6153,0,117900,0,54.31997029,11.79,11.79,0.217047246842299,0.217047246842299,54.31997029,54.31997029
"711",20708,6282,0,0,32400,85.24396571,0,3.24,0,0.0380085554797214,85.24396571,85.24396571
"712",20737,6285,0,28800,0,179.5398289,2.88,2.88,0.0160410089373768,0.0160410089373768,179.5398289,179.5398289
"713",20744,6286,846000,0,0,142.9038564,84.6,84.6,0.592006416980081,0.592006416980081,142.9038564,142.9038564
"714",20776,6287,0,420300,0,43.0442753,42.03,42.03,0.976436464711487,0.976436464711487,43.0442753,43.0442753
"715",20782,6288,0,4882500,0,580.6947025,488.25,488.25,0.840803261848252,0.840803261848252,580.6947025,580.6947025
"716",20783,6289,0,10385100,0,1150.941018,1038.51,1038.51,0.902313831689332,0.902313831689332,1150.941018,1150.941018
"717",20796,6290,0,0,312300,175.1678745,0,31.23,0,0.178286116042357,175.1678745,175.1678745
"718",20798,6291,0,9900,0,226.1571558,0.99,0.99,0.00437748695811994,0.00437748695811994,226.1571558,226.1571558
"719",20806,6292,0,0,37800,311.8996859,0,3.78,0,0.0121192812012383,311.8996859,311.8996859
"720",20807,6293,0,0,129600,65.34041997,0,12.96,0,0.198345832578829,65.34041997,65.34041997
"721",20818,6294,0,155700,0,89.88678827,15.57,15.57,0.173217892191577,0.173217892191577,89.88678827,89.88678827
"722",20821,6295,0,110700,0,24.22284989,11.07,11.07,0.457006506264569,0.457006506264569,24.22284989,24.22284989
"723",20863,6299,0,2069100,0,212.7100306,206.91,206.91,0.972732688798739,0.972732688798739,212.7100306,212.7100306
"724",21783,6429,0,1179900,0,117.4356331,117.99,117.99,1,1,117.4356331,117.4356331
"725",21788,6430,0,41400,0,25.79279609,4.14,4.14,0.160509934074387,0.160509934074387,25.79279609,25.79279609
"726",21789,6431,0,0,2210400,220.8700643,0,221.04,0,1,220.8700643,220.8700643
"727",21794,6432,0,619200,846000,214.6187835,61.92,146.52,0.288511559846764,0.682698865451355,214.6187835,214.6187835
"728",21799,6433,0,0,710100,70.77893678,0,71.01,0,1,70.77893678,70.77893678
"729",21806,6436,0,0,345600,38.47849774,0,34.56,0,0.898163962468666,38.47849774,38.47849774
"730",21816,6438,0,2094300,0,225.4367671,209.43,209.43,0.928996643689005,0.928996643689005,225.4367671,225.4367671
"731",21833,6439,0,21012300,0,2702.782011,2101.23,2101.23,0.777432286972551,0.777432286972551,2702.782011,2702.782011
"732",21840,6440,0,0,331200,294.9062148,0,33.12,0,0.112306890590493,294.9062148,294.9062148
"733",21843,6441,0,40500,0,1200.735876,4.05,4.05,0.00337293161714442,0.00337293161714442,1200.735876,1200.735876
"734",21869,6442,0,0,834300,109.269191,0,83.43,0,0.763527205028909,109.269191,109.269191
"735",21870,6443,0,2090700,0,257.8505279,209.07,209.07,0.810818584327591,0.810818584327591,257.8505279,257.8505279
"736",21876,6444,0,0,135900,41.32574445,0,13.59,0,0.328850700232213,41.32574445,41.32574445
"737",21878,6445,0,0,3487500,1166.67886,0,348.75,0,0.298925447230612,1166.67886,1166.67886
"738",21879,6446,0,3356100,0,335.7815462,335.61,335.61,0.99948911367542,0.99948911367542,335.7815462,335.7815462
"739",21882,6447,0,0,198900,20.00377221,0,19.89,0,0.994312462229343,20.00377221,20.00377221
"740",21883,6448,0,0,1295100,141.6669687,0,129.51,0,0.914186286248955,141.6669687,141.6669687
"741",21887,6449,0,0,1661400,250.457825,0,166.14,0,0.663345215906111,250.457825,250.457825
"742",21889,6450,59400,655200,0,97.32401866,71.46,71.46,0.734248348803233,0.734248348803233,97.32401866,97.32401866
"743",21891,6451,0,28006200,0,4241.456861,2800.62,2800.62,0.660296707424181,0.660296707424181,4241.456861,4241.456861
"744",21899,6452,0,0,3894300,1464.621498,0,389.43,0,0.265891222088289,1464.621498,1464.621498
"745",21901,6453,0,0,2131200,405.6141088,0,213.12,0,0.5254255100507,405.6141088,405.6141088
"746",21905,6454,0,0,1614600,10014.60031,0,161.46,0,0.0161224607075707,10014.60031,10014.60031
"747",21928,6455,0,91800,248400,6841.735042,9.18,34.02,0.00134176490958008,0.00497242290020854,6841.735042,6841.735042
"748",22885,6590,0,1239300,0,134.6095164,123.93,123.93,0.92066299110484,0.92066299110484,134.6095164,134.6095164
"749",22893,6591,0,191700,4500,1426.763325,19.17,19.62,0.013436005582776,0.0137514047748599,1426.763325,1426.763325
"750",22898,6592,0,0,2630700,263.2084108,0,263.07,0,0.999474139904651,263.2084108,263.2084108
"751",22900,6593,0,177300,0,17.67907941,17.73,17.73,1,1,17.67907941,17.67907941
"752",22907,6596,0,117900,0,12.62394446,11.79,11.79,0.933939470136103,0.933939470136103,12.62394446,12.62394446
"753",22922,6598,0,0,566100,311.8090248,0,56.61,0,0.18155343655082,311.8090248,311.8090248
"754",22948,6601,0,9000,0,774.3862708,0.9,0.9,0.00116221068727139,0.00116221068727139,774.3862708,774.3862708
"755",22949,6602,0,0,356400,86.02200184,0,35.64,0,0.414312608840352,86.02200184,86.02200184
"756",22960,6603,0,892800,0,133.2972709,89.28,89.28,0.669781154536751,0.669781154536751,133.2972709,133.2972709
"757",22969,6604,0,304200,0,35.32377951,30.42,30.42,0.861176250729009,0.861176250729009,35.32377951,35.32377951
"758",22984,6605,0,0,19734300,3319.34443,0,1973.43,0,0.594524021720759,3319.34443,3319.34443
"759",22986,6606,0,33134400,0,3328.738608,3313.44,3313.44,0.995404082506439,0.995404082506439,3328.738608,3328.738608
"760",22994,6607,0,208800,0,1363.887823,20.88,20.88,0.015309176933681,0.015309176933681,1363.887823,1363.887823
"761",23004,6608,0,3600,464400,183.9371512,0.36,46.8,0.00195719025575514,0.254434733248168,183.9371512,183.9371512
"762",23006,6609,3284100,2146500,261000,5035.234553,543.06,569.16,0.107851976761727,0.113035449294193,5035.234553,5035.234553
"763",23008,6610,0,164700,0,39.68570432,16.47,16.47,0.41501090335191,0.41501090335191,39.68570432,39.68570432
"764",23969,6734,0,550800,139500,73.85895508,55.08,69.03,0.745745724947508,0.934619233716893,73.85895508,73.85895508
"765",23971,6735,0,0,209700,1574.8531,0,20.97,0,0.0133155276514362,1574.8531,1574.8531
"766",23974,6736,0,25291800,15300,2532.04834,2529.18,2530.71,0.998867185924262,0.999471439790917,2532.04834,2532.04834
"767",23976,6737,0,0,257400,134.0378169,0,25.74,0,0.192035356851593,134.0378169,134.0378169
"768",23979,6738,0,466200,0,46.10100969,46.62,46.62,1,1,46.10100969,46.10100969
"769",23987,6739,0,0,1596600,158.9326325,0,159.66,0,1,158.9326325,158.9326325
"770",23991,6740,0,0,752400,75.22029946,0,75.24,0,1,75.22029946,75.22029946
"771",24044,6743,0,33300,0,107.3136143,3.33,3.33,0.0310305455810186,0.0310305455810186,107.3136143,107.3136143
"772",24045,6744,0,427500,0,43.3722855,42.75,42.75,0.985652462331043,0.985652462331043,43.3722855,43.3722855
"773",24048,6745,0,242100,1130400,984.2134946,24.21,137.25,0.0245983215357551,0.139451451085601,984.2134946,984.2134946
"774",24050,6746,0,45900,0,20.36738546,4.59,4.59,0.225360295213856,0.225360295213856,20.36738546,20.36738546
"775",24056,6747,0,0,23414400,8920.217648,0,2341.44,0,0.262486868863001,8920.217648,8920.217648
"776",24070,6748,0,0,6804000,2290.219293,0,680.4,0,0.29708945430668,2290.219293,2290.219293
"777",24082,6749,0,50400,0,1753.754837,5.04,5.04,0.00287383384134894,0.00287383384134894,1753.754837,1753.754837
"778",24089,6750,0,24300,5307300,893.2481849,2.43,533.16,0.00272040855058893,0.59687778717366,893.2481849,893.2481849
"779",24090,6751,0,4500,0,8.730928823,0.45,0.45,0.0515409080892469,0.0515409080892469,8.730928823,8.730928823
"780",24114,6753,0,0,210600,55.00245002,0,21.06,0,0.382892034670131,55.00245002,55.00245002
"781",24996,6868,0,0,54000,47.49536748,0,5.4,0,0.113695298857808,47.49536748,47.49536748
"782",24997,6869,0,984600,0,99.03169819,98.46,98.46,0.994227119190634,0.994227119190634,99.03169819,99.03169819
"783",25006,6870,0,0,10800,84.30371084,0,1.08,0,0.012810823974875,84.30371084,84.30371084
"784",25013,6872,0,603900,0,84.97084797,60.39,60.39,0.710714338420177,0.710714338420177,84.97084797,84.97084797
"785",25016,6873,0,0,1183500,252.4540785,0,118.35,0,0.468798130349873,252.4540785,252.4540785
"786",25019,6874,0,548100,0,120.1687362,54.81,54.81,0.456108649663905,0.456108649663905,120.1687362,120.1687362
"787",25080,6876,15746400,16272000,9738000,17902.11989,3201.84,4175.64,0.178852561577834,0.233248354142265,17902.11989,17902.11989
"788",25085,6877,0,0,140400,14.2756979,0,14.04,0,0.983489570762071,14.2756979,14.2756979
"789",25088,6878,0,170100,0,532.3061835,17.01,17.01,0.0319552928883081,0.0319552928883081,532.3061835,532.3061835
"790",25091,6879,0,333900,0,596.6474057,33.39,33.39,0.0559627003838659,0.0559627003838659,596.6474057,596.6474057
"791",25094,6880,0,0,1131300,149.971059,0,113.13,0,0.754345543429149,149.971059,149.971059
"792",25095,6881,0,0,31500,3.157317959,0,3.15,0,0.997682222983232,3.157317959,3.157317959
"793",25102,6882,0,1040400,0,104.1652419,104.04,104.04,0.9987976613147,0.9987976613147,104.1652419,104.1652419
"794",25106,6883,0,0,747900,75.17783729,0,74.79,0,0.994841068804575,75.17783729,75.17783729
"795",25108,6884,0,0,405000,46.78002617,0,40.5,0,0.865754111654872,46.78002617,46.78002617
"796",25121,6885,0,53100,0,244.0656675,5.31,5.31,0.0217564397909427,0.0217564397909427,244.0656675,244.0656675
"797",25123,6886,0,0,25200,556.504764,0,2.52,0,0.00452826312193079,556.504764,556.504764
"798",25145,6887,0,0,98100,99.75498065,0,9.81,0,0.0983409543671743,99.75498065,99.75498065
"799",26036,7026,0,617193000,78300,100980.7574,61719.3,61727.13,0.611198624263834,0.611276163789201,100980.7574,100980.7574
"800",26037,7027,0,0,3402000,340.2414779,0,340.2,0,0.999878092758543,340.2414779,340.2414779
"801",26043,7028,0,0,2872800,288.8140642,0,287.28,0,0.994688402020001,288.8140642,288.8140642
"802",26045,7029,0,180000,243900,42.68235408,18,42.39,0.421719944646502,0.993150469642512,42.68235408,42.68235408
"803",26064,7031,0,160200,5081400,2575.944059,16.02,524.16,0.00621907915431171,0.20348267974557,2575.944059,2575.944059
"804",26067,7032,0,0,56700,126.2457677,0,5.67,0,0.0449123966949428,126.2457677,126.2457677
"805",26126,7033,0,0,95400,9.452217992,0,9.54,0,1,9.452217992,9.452217992
"806",26127,7034,3600,217800,0,22.37443285,22.14,22.14,0.989522288606301,0.989522288606301,22.37443285,22.37443285
"807",26128,7035,0,1478700,0,323.0873576,147.87,147.87,0.457678075361498,0.457678075361498,323.0873576,323.0873576
"808",26132,7036,0,910800,0,90.5992123,91.08,91.08,1,1,90.5992123,90.5992123
"809",26137,7037,0,957600,0,185.8930223,95.76,95.76,0.515134989012441,0.515134989012441,185.8930223,185.8930223
"810",26153,7038,0,0,261000,27.43428769,0,26.1,0,0.951364230590672,27.43428769,27.43428769
"811",26162,7039,0,6300,0,1256.441209,0.63,0.63,0.000501416218671637,0.000501416218671637,1256.441209,1256.441209
"812",26163,7040,334800,1561500,21600,268.0335775,189.63,191.79,0.707485986527192,0.715544678352846,268.0335775,268.0335775
"813",26166,7041,0,7200,0,39.88958728,0.72,0.72,0.0180498232520194,0.0180498232520194,39.88958728,39.88958728
"814",26167,7042,0,0,1807200,250.159261,0,180.72,0,0.722419786809332,250.159261,250.159261
"815",26169,7043,0,10800,0,45.37587765,1.08,1.08,0.0238011925263555,0.0238011925263555,45.37587765,45.37587765
"816",26171,7044,0,65700,0,317.238697,6.57,6.57,0.0207099577136392,0.0207099577136392,317.238697,317.238697
"817",27073,7144,0,436500,0,43.88114311,43.65,43.65,0.994732518489307,0.994732518489307,43.88114311,43.88114311
"818",27074,7145,138600,245700,0,42.99285069,38.43,38.43,0.893869547685953,0.893869547685953,42.99285069,42.99285069
"819",27078,7146,0,674100,0,67.50044086,67.41,67.41,0.998660144158353,0.998660144158353,67.50044086,67.50044086
"820",27079,7147,0,1505700,0,166.4550575,150.57,150.57,0.904568489906052,0.904568489906052,166.4550575,166.4550575
"821",27085,7148,0,0,1134000,194.3898694,0,113.4,0,0.583363733665845,194.3898694,194.3898694
"822",27087,7149,0,133200,0,14.43702158,13.32,13.32,0.92262797601221,0.92262797601221,14.43702158,14.43702158
"823",27099,7150,0,0,1311300,132.0626383,0,131.13,0,0.992937909525316,132.0626383,132.0626383
"824",27134,7153,0,0,59400,19.60364499,0,5.94,0,0.303004875013297,19.60364499,19.60364499
"825",27153,7154,0,0,2067300,437.0976407,0,206.73,0,0.472960686012689,437.0976407,437.0976407
"826",27154,7155,0,261900,0,26.66316226,26.19,26.19,0.982254083165903,0.982254083165903,26.66316226,26.66316226
"827",27157,7156,0,2876400,0,412.0597163,287.64,287.64,0.698054162107377,0.698054162107377,412.0597163,412.0597163
"828",27160,7157,0,0,80100,633.3826215,0,8.01,0,0.0126463842361674,633.3826215,633.3826215
"829",27169,7158,0,0,249300,785.4128508,0,24.93,0,0.0317412682700658,785.4128508,785.4128508
"830",27173,7159,0,336600,6300,34.0354819,33.66,34.29,0.988967927614387,1,34.0354819,34.0354819
"831",27177,7160,0,0,74700,188.2028487,0,7.47,0,0.0396912164273739,188.2028487,188.2028487
"832",27190,7161,0,3600,0,1464.001216,0.36,0.36,0.000245901435098262,0.000245901435098262,1464.001216,1464.001216
"833",27198,7162,0,144000,0,24.2964362,14.4,14.4,0.592679514043298,0.592679514043298,24.2964362,24.2964362
"834",27210,7163,0,0,573300,205.6604084,0,57.33,0,0.278760508383781,205.6604084,205.6604084
"835",27211,7164,0,261900,0,8383.857514,26.19,26.19,0.0031238603418851,0.0031238603418851,8383.857514,8383.857514
"836",28037,7269,0,126000,255600,328.4338983,12.6,38.16,0.0383638840729249,0.116187763192287,328.4338983,328.4338983
"837",28043,7270,0,679500,0,68.18520529,67.95,67.95,0.996550493776478,0.996550493776478,68.18520529,68.18520529
"838",28057,7273,2526300,5400,0,1389.282386,253.17,253.17,0.182230770757069,0.182230770757069,1389.282386,1389.282386
"839",28063,7274,0,0,653400,579.0121442,0,65.34,0,0.112847374022315,579.0121442,579.0121442
"840",28076,7276,0,1087200,0,117.023591,108.72,108.72,0.929043443898419,0.929043443898419,117.023591,117.023591
"841",28087,7277,0,0,36000,79.59535099,0,3.6,0,0.0452287722237984,79.59535099,79.59535099
"842",28092,7278,0,0,36900,395.6363405,0,3.69,0,0.00932674686894694,395.6363405,395.6363405
"843",28119,7279,0,612000,0,420.8216244,61.2,61.2,0.145429788897512,0.145429788897512,420.8216244,420.8216244
"844",28126,7280,0,0,690300,876.8318083,0,69.03,0,0.0787266147812717,876.8318083,876.8318083
"845",28139,7281,0,0,720000,72.81850962,0,72,0,0.988759593896231,72.81850962,72.81850962
"846",28144,7282,0,972000,0,97.46514113,97.2,97.2,0.997279631189921,0.997279631189921,97.46514113,97.46514113
"847",28145,7283,0,414000,0,45.36452331,41.4,41.4,0.912607407270472,0.912607407270472,45.36452331,45.36452331
"848",28146,7284,0,96300,0,1264.386381,9.63,9.63,0.00761634271351741,0.00761634271351741,1264.386381,1264.386381
"849",28172,7285,0,0,1248300,148.9888856,0,124.83,0,0.83784773271705,148.9888856,148.9888856
"850",28193,7289,0,829800,0,122.7711091,82.98,82.98,0.675891914704548,0.675891914704548,122.7711091,122.7711091
"851",29083,7395,0,0,44100,4.081088921,0,4.41,0,1,4.081088921,4.081088921
"852",29084,7396,0,202500,0,45.17125957,20.25,20.25,0.44829389733132,0.44829389733132,45.17125957,45.17125957
"853",29088,7397,0,0,969300,130.2278287,0,96.93,0,0.74431095847642,130.2278287,130.2278287
"854",29129,7402,0,0,110700,27.95556613,0,11.07,0,0.395985541788776,27.95556613,27.95556613
"855",29150,7403,0,260100,0,1133.532832,26.01,26.01,0.0229459608630022,0.0229459608630022,1133.532832,1133.532832
"856",29161,7405,0,0,153000,28.08371702,0,15.3,0,0.544799678372489,28.08371702,28.08371702
"857",29173,7406,0,3240000,0,324.0447526,324,324,0.999861893767324,0.999861893767324,324.0447526,324.0447526
"858",29177,7407,0,4223700,0,26925.45212,422.37,422.37,0.0156866446705371,0.0156866446705371,26925.45212,26925.45212
"859",29182,7408,0,1064700,0,114.4455802,106.47,106.47,0.930311155869347,0.930311155869347,114.4455802,114.4455802
"860",29197,7409,0,145800,0,250.7114159,14.58,14.58,0.0581545118225309,0.0581545118225309,250.7114159,250.7114159
"861",29199,7410,0,43200,0,710.8903167,4.32,4.32,0.00607688682559882,0.00607688682559882,710.8903167,710.8903167
"862",29208,7411,0,828000,0,83.10885598,82.8,82.8,0.996283717585111,0.996283717585111,83.10885598,83.10885598
"863",29209,7412,0,3787200,6367500,7472.096892,378.72,1015.47,0.0506845675951387,0.135901610307973,7472.096892,7472.096892
"864",29210,7413,0,0,746100,1717.738012,0,74.61,0,0.0434350287871489,1717.738012,1717.738012
"865",29213,7414,0,6300,0,1829.80437,0.63,0.63,0.000344299101220312,0.000344299101220312,1829.80437,1829.80437
"866",29220,7415,0,321300,2700,6249.182358,32.13,32.4,0.00514147262143314,0.00518467827371409,6249.182358,6249.182358
"867",29221,7416,0,18000,0,15.57795182,1.8,1.8,0.115547924451085,0.115547924451085,15.57795182,15.57795182
"868",29231,7417,0,2198700,6424200,5267.891977,219.87,862.29,0.0417377579039146,0.163687866752929,5267.891977,5267.891977
"869",29241,7418,0,0,229500,53.47750544,0,22.95,0,0.429152403635378,53.47750544,53.47750544
"870",30151,7537,0,1008900,0,100.8806432,100.89,100.89,1,1,100.8806432,100.8806432
"871",30156,7538,0,4724100,0,1154.136143,472.41,472.41,0.409319128306685,0.409319128306685,1154.136143,1154.136143
"872",30157,7539,0,1239300,0,123.7101287,123.93,123.93,1,1,123.7101287,123.7101287
"873",30162,7540,0,0,9849600,990.7611712,0,984.96,0,0.994144732990521,990.7611712,990.7611712
"874",30169,7541,0,1866600,0,219.4574954,186.66,186.66,0.850551947017254,0.850551947017254,219.4574954,219.4574954
"875",30172,7542,6092100,109800,0,701.7528284,620.19,620.19,0.883772711560047,0.883772711560047,701.7528284,701.7528284
"876",30184,7543,0,0,143100,94.97135575,0,14.31,0,0.150677010841766,94.97135575,94.97135575
"877",30191,7544,0,0,356400,136.264997,0,35.64,0,0.261549193003688,136.264997,136.264997
"878",30226,7547,0,0,4809600,1926.861977,0,480.96,0,0.249607914703275,1926.861977,1926.861977
"879",30229,7548,0,5780700,0,749.3267696,578.07,578.07,0.771452487021892,0.771452487021892,749.3267696,749.3267696
"880",30230,7549,0,0,1489500,920.4671011,0,148.95,0,0.161820014883745,920.4671011,920.4671011
"881",30235,7550,0,0,47700,38.068882,0,4.77,0,0.125299187929921,38.068882,38.068882
"882",30237,7551,0,4545000,0,454.7195864,454.5,454.5,0.999517094916147,0.999517094916147,454.7195864,454.7195864
"883",30242,7552,0,0,19800,2.376083687,0,1.98,0,0.833303982865987,2.376083687,2.376083687
"884",30244,7553,0,0,966600,119.0816549,0,96.66,0,0.811711930617451,119.0816549,119.0816549
"885",30250,7554,0,415800,0,41.24307554,41.58,41.58,1,1,41.24307554,41.24307554
"886",30254,7555,0,3605400,0,360.8427184,360.54,360.54,0.999161079371804,0.999161079371804,360.8427184,360.8427184
"887",30261,7556,0,0,45000,45.46506905,0,4.5,0,0.09897708491438,45.46506905,45.46506905
"888",30272,7557,0,0,236700,23.31843308,0,23.67,0,1,23.31843308,23.31843308
"889",30274,7558,0,0,1158300,256.3972414,0,115.83,0,0.451759930674512,256.3972414,256.3972414
"890",31221,7678,0,0,1245600,124.5675405,0,124.56,0,0.999939466573959,124.5675405,124.5675405
"891",31228,7679,0,0,145800,14.5125588,0,14.58,0,1,14.5125588,14.5125588
"892",31230,7680,0,428400,0,42.53934224,42.84,42.84,1,1,42.53934224,42.53934224
"893",31231,7681,0,10594800,0,1086.287997,1059.48,1059.48,0.975321464405355,0.975321464405355,1086.287997,1086.287997
"894",31233,7682,0,0,1067400,106.4526186,0,106.74,0,1,106.4526186,106.4526186
"895",31236,7683,0,0,850500,129.1735203,0,85.05,0,0.65841667705947,129.1735203,129.1735203
"896",31240,7684,0,140400,0,14.24714401,14.04,14.04,0.985460664266845,0.985460664266845,14.24714401,14.24714401
"897",31257,7685,0,269100,0,76.79799082,26.91,26.91,0.350399791878305,0.350399791878305,76.79799082,76.79799082
"898",31262,7686,0,936900,0,96.00035438,93.69,93.69,0.975933897380682,0.975933897380682,96.00035438,96.00035438
"899",31280,7689,0,3174300,0,420.6783158,317.43,317.43,0.754567060097563,0.754567060097563,420.6783158,420.6783158
"900",31305,7690,81000,0,0,62.38380013,8.1,8.1,0.129841400862413,0.129841400862413,62.38380013,62.38380013
"901",31308,7691,0,3393000,0,348.1847377,339.3,339.3,0.974482690543274,0.974482690543274,348.1847377,348.1847377
"902",31311,7692,0,258300,0,1043.929781,25.83,25.83,0.0247430435170237,0.0247430435170237,1043.929781,1043.929781
"903",31312,7693,0,103500,0,253.5566507,10.35,10.35,0.0408192803124134,0.0408192803124134,253.5566507,253.5566507
"904",31316,7694,0,0,1021500,102.1275904,0,102.15,0,1,102.1275904,102.1275904
"905",31325,7695,0,335700,0,40.41561111,33.57,33.57,0.830619631325921,0.830619631325921,40.41561111,40.41561111
"906",31337,7696,0,0,3438000,463.7767907,0,343.8,0,0.741304883931528,463.7767907,463.7767907
"907",31359,7697,0,1161900,9000,162.6197204,116.19,117.09,0.714488991336379,0.720023375467567,162.6197204,162.6197204
"908",31363,7698,0,63900,0,613.4751235,6.39,6.39,0.0104160702777054,0.0104160702777054,613.4751235,613.4751235
"909",32282,7803,0,0,630900,63.56911038,0,63.09,0,0.992463157386725,63.56911038,63.56911038
"910",32292,7804,0,9678600,0,1510.462567,967.86,967.86,0.640770596468545,0.640770596468545,1510.462567,1510.462567
"911",32307,7808,0,0,508500,50.8600383,0,50.85,0,0.99980262893353,50.8600383,50.8600383
"912",32309,7809,0,0,361800,90.93649454,0,36.18,0,0.397860069084647,90.93649454,90.93649454
"913",32310,7810,0,7645500,23319000,3935.390413,764.55,3096.45,0.194275515200326,0.786821553910209,3935.390413,3935.390413
"914",32340,7812,0,0,817200,82.18258771,0,81.72,0,0.99437121995194,82.18258771,82.18258771
"915",32362,7813,0,53100,0,232.3220814,5.31,5.31,0.0228562001855412,0.0228562001855412,232.3220814,232.3220814
