"","lagoslakeid","nLakePatches","LakeEdge_km","LakeEdgeArea_ha","LakeEdgeArea_pct","nWetlandPatches","WetlandEdge_km","WetlandArea_ha","WetlandArea_pct","BufferWidth_m"
"1870","51161",4,8.83325436334867,26.499763090046,0.0181192125235277,131,114.686927956446,392.472174682759,0.268352842192736,2020
"1871","90631",2,2.64752589448887,7.94257768346662,0.0048809519277806,106,95.357154612076,460.407334392878,0.282934099725219,2020
"1872","34360",7,5.18654414337328,15.5596324301198,0.00813271016965631,83,81.1064381157523,412.736932700183,0.215729379536357,2020
"1873","86441",1,6.1217169324832,18.3651507974496,0.0110849368804428,123,75.8822572155673,208.371459760931,0.125769970778372,2020
"1874","20755",2,5.99871511365019,17.9961453409506,0.0117053550323545,63,55.7879936519821,220.729343057596,0.143570485656628,2020
"1875","126691",3,3.65001312813375,10.9500393844013,0.00531434613047556,140,96.6657051306127,390.895933224333,0.189712220862753,2020
"1876","34362",8,11.2006472305549,33.6019416916647,0.022595422811015,65,62.3802085381929,259.58389382541,0.174555622104712,2020
"1877","124732",5,7.75374041767506,23.2612212530252,0.0155817527157311,126,77.7885688932536,237.11887557216,0.158836358728031,2020
"1878","58386",6,6.60139568598426,19.8041870579528,0.00949466545334766,106,68.2973829362451,174.997917577935,0.0838987572462748,2020
"1879","48015",4,1.67538108485622,5.02614325456865,0.00252908505741368,156,94.2666590413326,323.668898638958,0.162865667299327,2020
"1880","131892",3,2.5987134751915,7.79614042557449,0.00548965568171164,21,4.11496042564701,4.44646301000074,0.00313097886824845,2020
"1881","103925",1,0.627490229366861,1.88247068810058,0.00112823386063656,41,19.870710423287,42.7296665984482,0.0256094594273462,2020
"1882","122619",4,4.49887731384519,13.4966319415356,0.00937204838437469,166,114.30759785766,445.219365594541,0.309159904047728,2020
"1883","3350",4,9.08999463029635,27.269983890889,0.0155197696159825,111,67.0994330453628,211.474779228741,0.120353567730466,2020
"1884","79155",7,6.11709437423307,18.3512831226992,0.012162464546619,137,122.289930481214,478.14476785899,0.316894396340225,2020
"1885","114175",6,6.65611071009865,19.968332130296,0.0139959070078405,125,91.750474934295,310.280986977948,0.217477544529402,2020
"1886","91622",6,5.70744172546037,17.1223251763811,0.0117570340685427,138,97.0192260876226,353.370824669376,0.242641859774851,2020
"1887","48016",10,13.745144780329,41.2354343409869,0.0193258185417066,178,95.8575467440662,322.106111794854,0.150961530227767,2020
"1888","21840",1,0.248808076978111,0.746424230934332,0.000461789244391585,46,39.2992041967531,179.204617906623,0.110868272578711,2020
"1889","104943",4,6.07683351545387,18.2305005463616,0.0123450825978396,78,67.036829623393,311.169515420736,0.210713543494305,2020
"1890","4119",7,7.48194821652205,22.4458446495661,0.0110738626265915,100,80.2593289945548,289.489081768496,0.142822084597489,2020
"1891","113190",9,12.5746287129075,37.7238861387225,0.0263055252538843,87,37.4483926959122,100.876270872031,0.0703427870920764,2020
"1892","29146",12,10.9160346431707,32.748103929512,0.0227527329173794,159,93.1136459479979,254.426610096153,0.176770561100337,2020
"1893","15491",3,1.69240297054234,5.07720891162701,0.00350128370960201,97,64.0354824242492,243.976871891989,0.168248394333125,2020
"1894","25056",3,1.50824909921988,4.52474729765964,0.00285646619215336,66,53.5859942806477,171.743784319475,0.108421593814709,2020
"1895","136014",6,9.8493351972327,29.5480055916981,0.0194979199678644,60,24.4719390283902,67.2343674438661,0.0443661184319937,2020
"1896","118380",6,9.70939391900382,29.1281817570115,0.015218442207787,83,36.6931580591627,96.6370374011794,0.0504894257077202,2020
"1897","107022",12,18.3948426357809,55.1845279073426,0.0386474873036557,106,52.510272983743,179.652845670695,0.125816625337117,2020
"1898","72767",7,8.32612686166893,24.9783805850068,0.0162289943965983,90,65.4737761966279,274.02514385757,0.178040065850423,2020
"1899","43915",5,5.76797636955053,17.3039291086516,0.0112546120469743,117,81.8764820318988,358.561939639014,0.233211515148317,2020
"1900","32345",9,14.4581033616869,43.3743100850607,0.0246180274383322,110,62.6760314610149,230.677748872669,0.13092614360951,2020
"1901","51162",3,1.21993497685986,3.65980493057959,0.00244406517964499,143,69.6351983734355,164.420410761507,0.109802081910821,2020
"1902","78044",6,8.85585330441271,26.5675599132381,0.0159351134642851,118,92.911227474388,336.972906266989,0.202114967023326,2020
"1903","1807",7,8.15913033462496,24.4773910038749,0.0123743438251602,142,136.062661060005,576.894036713873,0.291644038363892,2020
"1904","22945",4,5.46644632007961,16.3993389602388,0.0112591902710786,154,61.6964815161879,133.686506203183,0.0917842977492462,2020
"1905","52219",0,0,0,0,36,51.0796536374913,496.725886677741,0.318158690390873,2020
"1906","107023",3,2.42589003733399,7.27767011200197,0.00466615224686335,84,50.7107741364534,135.429553327416,0.08683203619085,2020
"1907","141118",4,4.55291392394061,13.6587417718218,0.00896581225557529,107,65.4692456451637,240.086193759765,0.157596341915366,2020
"1908","80184",6,9.42726196822657,28.2817859046797,0.0172596387817412,124,67.1170841684785,220.718133858237,0.134698539753207,2020
"1909","60420",0,0,0,0,43,37.3499893501005,141.831421003576,0.0710056585738097,2020
"1910","85377",6,4.58951861703327,13.7685558510998,0.00935998985829651,101,39.4798291370786,84.3520630698929,0.0573433018973823,2020
"1911","71743",3,8.41123526103273,25.2337057830982,0.0130383019124126,96,92.2592557370677,307.537101851313,0.158904982790582,2020
"1912","18635",3,5.29680101860941,15.8904030558282,0.0101306041474945,83,42.1192242712962,127.303568927618,0.0811598081457075,2020
"1913","126690",4,4.70948647020538,14.1284594106162,0.00664594284911453,171,124.089214797303,417.878993169494,0.196567780374071,2020
"1914","52220",0,0,0,0,35,39.9959223621551,200.279629061048,0.141224096150689,2020
"1915","900",3,6.01548249058975,18.0464474717693,0.00905453053906446,171,92.5822677358388,288.93610941766,0.144969298287281,2020
"1916","19704",1,3.6011205615154,10.8033616845462,0.00641262165628725,117,93.9901897431054,309.952669396525,0.183980621794733,2020
"1917","43916",2,3.57904384057131,10.7371315217139,0.00689782993926839,145,70.2244083979167,180.112396281644,0.1157091795879,2020
"1918","9193",0,0,0,0,138,88.5043183040691,307.212288857701,0.178081623616259,2020
"1919","118381",2,2.02234795885655,6.06704387656966,0.00425273532891321,38,18.5975186386564,44.3156001815332,0.0310633188663466,2020
"1920","91623",14,22.1513060085573,66.453918025672,0.0258119560843237,139,89.3293121894132,355.815151909306,0.138205321041747,2020
