"","lagoslakeid","iws_lakes_overlapping_area_pct","iws_streamdensity_streams_density_mperha","iws_wl_allwetlandsdissolved_overlapping_area_pct","iws_wl_connectedwetlandsundissolved_overlapping_area_pct","buffer500m_streamdensity_streams_density_mperha","shoreline_wetlands_pct"
"1713",30229,0,0,2.9709,0,0,0
"1714",30230,0,0,2.1073,0,0,0
"1715",30232,0,0,6.3229,0,0,0.329373931691452
"1716",30235,0,9.3795,16.0178,7.4034,14.6193,0.770559868985755
"1717",30237,0,0.0745,2.8494,0.084,2.6956,0.117338020732559
"1718",30242,0,0,20.7295,0,0,0.145763891160648
"1719",30244,0,0,30.4639,0,0,0.722902926144047
"1720",30250,0,1.0157,0,0,7.4249,0
"1721",30254,0,0,7.9659,0,0.0737,0.146102499072335
"1722",30258,0,0,0,0,8.626,0.0675073812315894
"1723",30260,0.4345,1.0159,20.9164,9.5283,4.6875,0.840667068847789
"1724",30261,0,0,9.7069,0,5.6472,0.302065041570774
"1725",30266,0,8.7536,7.364,4.7179,8.91,0.268926650863572
"1726",30269,0,0,32.0425,0,0,0.799185448362424
"1727",30272,0,0,94.8893,88.5435,12.8939,0.778767768878517
"1728",30274,0,0,64.6718,0,0,0.513364243372405
"1729",30284,0,0,13.0308,0,3.1664,0.154533214432214
"1730",30287,0,0,0,0,8.8919,0
"1731",30290,0,1.4344,6.7437,3.59,12.8675,0.7410889722684
"1732",30291,0,0,27.8054,0,1.3656,0.307136656013175
"1733",30296,0,0,3.0708,0,0,0.218000619677488
"1734",31221,3.51,0.7568,13.5896,13.0135,7.1729,0.551123878217282
"1735",31228,0,0.0013,24.6013,24.6013,11.1947,1.08524217459522
"1736",31230,0,0,14.0742,1.0143,5.0009,0.359041773990994
"1737",31231,0,12.7689,12.5008,6.078,9.7742,0.404560861325428
"1738",31233,0,0,62.4421,0,0,0.586656908928652
"1739",31236,0,0.3124,54.2574,3.9739,10.9486,1.0039391510627
"1740",31237,0,1.846,94.1628,88.9333,14.7316,0.906395680996859
"1741",31240,0,0,87.7491,0,0,0.886901313225784
"1742",31257,0,0,12.2411,0,0,0.485280343401797
"1743",31261,0,0.1126,28.2029,7.3259,8.8629,1.08208740261867
"1744",31262,0,0.0287,14.3384,1.5536,1.9905,0.38644507874689
"1745",31268,0,0,8.8075,0,0,0.198701120295421
"1746",31275,0,0,56.881,8.743,11.5636,1.0653696538937
"1747",31280,0,0.1226,27.367,17.0603,1.7692,0.0974494206955726
"1748",31284,0,2.9644,28.0729,9.856,7.305,0.768619223945203
"1749",31286,0,0,0.672,0,0,0
"1750",31288,0,0,27.6086,0,0,0.375469516506456
"1751",31290,0,0,2.4268,0,0,0
"1752",31291,0,0,0,0,21.424,0.045366909629327
"1753",31294,0,0.0048,19.0347,0.1058,3.032,0.587532424761426
"1754",31295,0,0,3.088,0,0,0
"1755",31297,0,0,1.971,0,0,0.193545189714625
"1756",31299,0,0,0.2426,0,0,0.053462547819176
"1757",31300,0,4.2241,10.9605,0.9801,5.8544,0.582165795734208
"1758",31303,0,10.4087,18.5781,9.6692,18.8127,0.767356426622627
"1759",31304,0,0,28.7673,0,0,0
"1760",31305,0,0,4.8663,0,0,0.384497862556337
"1761",31308,0,3.8279,22.6747,13.3321,3.1217,0
"1762",31311,0,4.7347,15.3939,5.0325,11.3434,0.511362264337359
"1763",31312,0,0.8263,14.0333,8.3952,5.3087,0.195763129642569
"1764",31313,0,0,41.4035,0,6.3171,1.165530839391
"1765",31315,0,0,2.9523,0,2.9926,0.00523620396591827
"1766",31316,0,0,2.5194,0,0,0.259957749581696
"1767",31319,0,0.1811,8.773,0,2.7154,0.0350625298450666
"1768",31320,0,0,1.4557,0,0,0.0593902987046886
"1769",31324,0,0.6407,1.8815,0,0.9656,0
"1770",31325,0,0,0,0,0,0
"1771",31334,0,0,0.0316,0,0,0
"1772",31337,0,0.0013,38.4491,6.5844,1.7946,0.482984869709458
"1773",31345,0,11.9053,77.7788,64.5684,10.7339,1.16042914033048
"1774",31347,0,8.4479,15.2941,3.811,9.2133,0.183996448216482
"1775",31349,0,13.5585,9.9905,1.2043,13.2962,1.22333023494757
"1776",31350,0,4.1747,15.3301,0.151,7.1865,0
"1777",31354,0,0,28.6583,2.2583,4.1177,0.693130182614898
"1778",31355,0,0.0151,43.2765,0,20.0437,0
"1779",31356,0,0.1258,5.6522,0,3.1492,0
"1780",31358,0,0,0,0,0,0
"1781",31359,0,0,5.6686,0,0,0.0677921731428281
"1782",31363,0,1.0622,9.8376,5.0072,5.8162,0.273599502883615
"1783",31365,10.1629,0.6626,4.9387,0,1.2209,0
"1784",31367,0,0.0248,0.2848,0,3.5568,0.008663909154741
"1785",31369,0,0,0,0,17.5473,0
"1786",31375,0,3.9799,3.3091,0.6714,11.3622,0
"1787",32282,0,0,1.4576,0,0.4711,0
"1788",32290,0,0,73.1788,0,33.0408,0.494921777556039
"1789",32292,0,0.0226,6.0634,0.0569,1.0101,0.286565125426133
"1790",32298,0,2.9868,36.7951,26.2563,7.6515,0.513153771575067
"1791",32299,0,0.7125,2.7068,0.148,13.634,0.0490555371796916
"1792",32306,0,0,1.8138,0.0199,10.1418,0.134454086195644
"1793",32307,0,0,24.2753,0,0,0.98247286280583
"1794",32309,0,3.4721,1.2756,0,2.1764,0
"1795",32310,0.3087,7.7583,17.5968,8.8166,17.7855,0.331452913431748
"1796",32321,0,6.2976,45.3791,32.1584,6.8508,0.419064364377771
"1797",32330,0.453,1.1134,10.7031,3.4906,2.2261,0.0166584434758858
"1798",32337,0,8.871,23.4541,11.0617,15.2749,0.70109440537198
"1799",32340,0,0,0,0,0,0
"1800",32341,0,0,0,0,20.8138,0
"1801",32342,0,0,7.6058,0,0.0448,0.0343148446861229
"1802",32345,0,0,0.8346,0,0.0112,0
"1803",32347,0,0,1.0384,0,0,0.468658454470993
"1804",32350,0,0,2.6918,0,11.9378,0.233678739818267
"1805",32352,1.6643,0.1477,21.7674,3.5816,5.059,0.949072287611805
"1806",32354,0,7.6222,13.3295,6.33,17.7145,0.817389142422338
"1807",32355,0,0,0,0,12.8149,0
"1808",32358,0.0789,4.0917,8.5111,5.27,11.6758,0.0528669751111393
"1809",32359,0,1.6291,8.1864,1.848,5.0561,0.450247135689878
"1810",32362,0,16.6198,8.2982,3.2888,11.7636,0.107378328852131
"1811",32364,0,0,5.3634,0,0,0.295002536730185
"1812",32366,0,0,6.486,0,3.6096,0.102038125130748
"1813",32369,0,7.9145,98.2472,65.5549,11.4218,0.456990593958929
"1814",32372,0,0,2.5001,0,0,0.0311273840463441
"1815",32373,2.0243,7.3371,15.6649,6.8892,11.5934,0.895640333409418
"1816",32374,0,0,6.3126,0,0,0.35125663410746
"1817",32375,0,1.021,28.4644,1.2275,2.7115,0.726679493258576
"1818",32377,0,0,3.4427,0,0,0
"1819",32378,0,0,58.4871,38.9588,16.78,0.3135167686375
"1820",32380,0,0,2.6642,0,0,0.320079005550472
"1821",32381,0,6.6611,14.7543,4.1383,8.3651,0
"1822",32382,0,0,40.4072,0,0,1.03915607683458
"1823",32383,0,0,29.6724,0.1335,2.5594,0.709181692198177
"1824",32384,0,0.0149,33.3799,3.0216,4.2818,1.07377729436791
"1825",32385,0,2.9467,47.9095,3.0358,2.0099,0.155498160672509
"1826",32390,0.3642,2.8987,11.8793,5.5132,3.1557,0.148416596722909
"1827",32391,0,1.5138,10.3652,10.3652,13.1381,0.214194443407717
"1828",32396,0,0,38.9388,2.8679,10.0074,0.845656708941508
"1829",32398,0,0.4092,6.1925,0.0422,22.624,0.0679643529276123
"1830",32401,0,0,20.9268,2.8043,10.6751,1.02448813962212
"1831",32409,0,0.0014,8.4301,0,7.823,0.0295187301095113
"1832",32417,0.9382,10.1042,21.7388,11.0174,2.2239,0.150844163288413
"1833",33254,0,9.5947,38.6286,38.6287,5.5452,0.315508318534763
"1834",33258,3.1472,0.6076,12.4755,6.7865,1.3397,0.772378822514889
"1835",33265,0,1.9071,71.3004,32.4543,17.1279,0.885134946637767
"1836",33266,0,0,24.8062,0,2.4359,0.291206037994623
"1837",33267,0,0,12.3308,0,1.6874,0.093313720087172
"1838",33281,0,0,53.886,8.6603,0.9679,0.719048793033525
"1839",33292,0,0.0346,16.8298,1.1409,0.2317,0.288243159308801
"1840",33301,0,0,0.0255,0.0165,7.9425,0.0204515387297464
"1841",33302,4.8419,0.3513,25.6397,1.4782,6.6974,0.95526842967169
"1842",33304,0,0.0188,17.7376,6.0544,3.3637,0.674940550446576
"1843",33308,0,0,0.0063,0,0,0
"1844",33311,0,8.4075,16.0828,1.1201,5.9804,0.358470385687182
"1845",33312,1.1153,7.39,20.7886,13.5062,6.9576,0.432184016527686
"1846",33321,0,0,0,0,10.3632,0
"1847",33322,0,0,4.5294,0,3.6332,0
"1848",33323,0,0,0.288,0,0,0
"1849",33326,0,0,0,0,0,0
"1850",33334,0,0,0.6501,0,0,0.135016598958283
"1851",33335,0,0,2.981,0,0,0
"1852",33337,0,0,1.3214,0,0,0.121046993668069
"1853",33339,0,4.383,42.9568,14.7457,2.8569,0.818774659112793
"1854",33340,0,0,0.955,0,0,0.338422227606516
"1855",33341,0,4.8112,9.2452,0.8809,8.7256,0.0999901784445113
"1856",33343,0,0,41.9536,30.16,0,1.14137331023104
"1857",33344,0,1.8578,8.4571,5.7917,1.513,0.0221097161619742
"1858",33351,0,0.0602,6.3074,0,0.3748,0.0795409112007935
"1859",33353,0,0.0487,47.1496,47.1496,4.6278,0.856085080274935
"1860",33354,0,0.0363,11.4689,0.0597,3.9728,0.0666602725002343
"1861",33355,0.5691,1.4256,37.1737,18.8417,4.0629,0.721477659514322
"1862",33361,0,0.0271,17.3099,0.9294,2.0934,0.128465966383282
"1863",33362,0,0,12.0945,0,0,0.138291940393702
"1864",33364,0,1.1287,3.6284,0.1861,4.1524,0.000170241009061588
"1865",33365,0,0.0188,41.1587,24.9317,8.7693,1.12470524061806
"1866",33366,0,1.9929,4.7034,0.4231,15.9031,0
"1867",33368,0,4.0028,7.2196,0,10.9231,0.0539333732487296
"1868",33374,0,0,0.68,0,0,0.287952605714789
"1869",33376,0,9.1976,3.4765,3.4765,24.4232,0.240016523065335
"1870",33378,0,10.0566,7.7078,0.555,5.718,0
"1871",33379,0,1.7703,13.5511,10.7364,4.4781,0.221795953319928
"1872",33383,0,0,0,0,11.257,0
"1873",33385,0,5.8415,5.5334,0.9316,13.901,0.324648288873116
"1874",34307,0,0,18.5579,0,0,0.332941696625158
"1875",34311,0,5.7734,11.1932,8.0759,7.4196,0.43058893019478
"1876",34312,0,0.0608,13.6697,5.506,1.2431,0.721971932496868
"1877",34319,3.4615,5.4993,21.3123,10.6416,1.8635,0.153637437847834
"1878",34335,0,5.5598,19.1726,2.8331,7.8738,0.66404514863472
"1879",34337,0,0.9297,20.7906,11.1591,2.4291,0.275032205507696
"1880",34342,0,0.0666,10.9522,3.7166,12.842,0.673782994613977
"1881",34350,0,0,2.0959,0,0,0
"1882",34351,0,7.1091,23.7893,8.9996,11.9829,0.866986605544015
"1883",34352,0,0,0,0,0,0
"1884",34353,0,0.2601,13.564,11.549,13.0129,0.801028607546945
"1885",34358,0,0,6.3526,0,0,0.0515747198480172
"1886",34359,0,0,4.2482,0,0,0.899949187245775
"1887",34360,0,0.7749,8.2928,0.6146,3.6488,0.404614523269523
"1888",34362,0,6.3526,5.5217,1.0169,4.7556,0.821830898327825
"1889",34364,0.5758,2.9999,7.4912,2.7481,4.2419,0.21452079333989
"1890",34365,0,0,24.7258,0,6.472,0.758478414431466
"1891",34369,0,0.099,10.2508,0.8677,4.3351,0.0211046571737316
"1892",34370,0,0,2.9648,0,0.7179,0.00367181074331199
"1893",34371,0,0.0163,18.988,15.7316,3.7815,1.04880470030741
"1894",34372,0,0,5.9042,0,0,0.378487653263656
"1895",34375,0,1.8337,8.9186,4.5653,9.2578,1.12135620719366
"1896",34377,0,0.0039,8.2384,1.7025,6.4109,0.433106841745309
"1897",34380,0,0,0.9648,0,0,0.000542187565154926
"1898",34384,0,0,6.4957,0,0,0.22317745240656
"1899",34386,0,2.1135,50.4352,16.2156,4.9281,0.44267018537108
"1900",34388,0,11.8905,23.813,17.8138,5.4173,0.387863750612501
"1901",34392,0,0.0153,26.4734,6.4045,3.4275,0.990030963919663
"1902",34394,0,0,0,0,20.8748,0
"1903",34396,0,0.2407,10.4803,4.5856,2.2025,0.314783080080598
"1904",34401,0,1.1551,2.0042,0.7436,3.3126,0.36672343367863
"1905",34403,0,3.3475,6.8074,0,9.3597,0.0789411485758773
"1906",34405,0,2.868,5.4001,1.0305,6.5582,0.00225378811277664
"1907",34408,0,16.973,18.2683,15.095,9.4053,1.19124163162511
"1908",34409,0,0,19.127,0,0,0.300784140713515
"1909",34411,1.036,1.4208,3.2343,2.4695,5.6354,0.181790541189187
"1910",34414,0,0,6.2623,0,1.4441,0.130086726667566
"1911",34415,0,4.9279,13.172,0.5917,2.075,0.395154146841631
"1912",34420,0,1.294,11.1456,4.4009,3.4214,0.903335659634276
"1913",34424,0,0,30.2621,0,0,0.266146380048433
"1914",34426,0,5.4046,43.7438,7.7166,12.8929,0.965023678940101
"1915",34429,0,0.0179,6.5524,0.4318,8.6595,0.12357692904791
"1916",34431,0,0,0,0,7.8381,0
"1917",34434,0,2.6158,16.0659,2.2858,8.9892,0.750842482574392
"1918",34438,0,4.9832,1.512,0.8972,5.1995,0
"1919",34439,0,0,6.9903,0,0,0
"1920",34440,0,2.9986,8.7986,2.9232,10.5602,0.31074795845446
"1921",34443,0,0,10.7643,0,0.5085,0.0233404455049417
"1922",34444,0,8.7321,6.6288,3.6979,15.1535,0.0563253056342832
"1923",34445,0,0.0035,27.8143,4.8649,7.2842,0.401783042062807
"1924",34446,0.7336,12.4881,16.7748,14.8651,7.6242,0.133506881271352
"1925",34447,0,0,0,0,14.1101,0
"1926",34448,0,1.5758,27.4114,2.4949,5.8795,0.684750205250698
"1927",34450,0,0,2.3525,0,0,0
"1928",34453,0,0,0,0,25.4662,0
"1929",34463,0.3659,2.9136,11.3841,4.9872,3.8692,0.00822885075581016
"1930",34483,0,0,0,0,4.0224,0
"1931",35342,1.3896,8.3465,19.3242,11.8147,14.0319,1.01231844452106
"1932",35345,0,0,6.1603,0,11.2101,0.234458761316184
"1933",35346,0,3.636,19.0049,3.3527,6.8388,0.230258248888084
"1934",35356,0,0,3.697,0,0,0.167197281114982
"1935",35361,0.805,3.7647,13.4221,10.4344,12.0959,0.575010542454871
"1936",35366,0,0,32.313,0,0,0.200470521166671
"1937",35368,0,0.1257,52.1217,24.9712,4.1189,0.9313435701136
"1938",35393,0,0,0.9775,0,0,0.305028689262019
"1939",35397,0,0,5.21,0,0,0
"1940",35400,0,2.7801,13.6181,5.3164,7.7115,0.71852156563913
"1941",35404,0,5.5448,3.1088,0.5728,7.8801,0.171390009215799
"1942",35408,0,0,0,0,0,0.081595560815811
"1943",35409,0,0,3.4763,0,3.1409,0.0733848818746899
"1944",35412,0,7.0578,16.1734,10.28,5.5992,0.746535983387564
"1945",35414,0,0.0616,6.1554,0,2.6802,0
"1946",35415,0.1659,6.6697,14.1658,5.5714,5.012,0.0817747293443696
"1947",35416,0,4.1719,16.4909,4.6354,7.4267,0.450888913193973
"1948",35419,0,0,3.6082,0,0,0.101149550629745
"1949",35420,0,0,22.7064,0,1.9464,0.524344270632483
"1950",35421,0,3.2108,68.027,46.349,8.3577,0.73646432636613
"1951",35423,0,0.1024,6.1835,1.9419,3.9501,0.585303112105715
"1952",35424,0,7.3776,21.8083,12.2008,6.9212,0.892557462502599
"1953",35425,0,0,9.945,6.9127,0,0.730924848720409
"1954",35427,0,0,2.7358,0,0.7759,0
"1955",35429,0,0,13.5509,0,0,0.320369676113756
"1956",35430,0,0,15.5993,0,0,0.712640572185594
"1957",35433,0,8.6935,36.0603,33.0775,18.1605,0.639125309614547
"1958",35437,0,10.0174,15.3977,5.095,12.7216,0.493574075384228
"1959",35438,0,5.7598,27.6766,13.3454,23.4999,0.413994015245957
"1960",35439,0,0,1.3773,0,0,0.155836635857347
"1961",35447,0,0,15.4197,15.4197,4.0466,0.935307581543181
"1962",35450,0,3.5421,59.0654,37.9563,10.7845,0.930068055058982
"1963",35451,0,0.0173,3.02,0,0.1197,0.341646372069677
"1964",35454,0,3.075,36.1116,29.4715,7.8633,0.613122944667948
"1965",35455,0,10.4607,85.8391,84.2394,9.3157,0.410354061892008
"1966",35456,0,0,51.25,0.9609,2.1099,0.754778599351789
"1967",35459,0,0,3.6691,0,0,0
"1968",35460,0,1.2295,26.6601,17.8123,6.6707,0.0561832341690275
"1969",35463,0,0,5.0417,0,0,0.0386579609901137
"1970",35464,0,3.7811,11.6202,5.7723,6.2095,0.0812817760564723
"1971",35465,0,0.1739,43.6008,30.1043,0.213,0.733400379225802
"1972",35471,0.4745,9.5769,19.5766,10.1481,9.2666,0.449398791197834
"1973",35472,0,0,33.4058,33.4058,8.994,1.12024852893825
"1974",35475,0,0,0,0,19.8402,0
"1975",35478,0,15.9612,3.8071,0.6753,12.2329,0
"1976",35479,0,0,0.3103,0,0.6787,0
"1977",35482,0,1.5009,29.2918,0.4755,3.6737,0.0940291294102766
"1978",35483,0,0.6862,1.9577,0,11.4824,0
"1979",35485,0,0.1339,4.4182,0.7759,0.4548,0.049545583372578
"1980",35486,0,0,47.1732,40.6404,2.2092,0.775254014590053
"1981",35487,0,4.1511,20.7758,0.0019,12.7216,0.0785634670057989
"1982",35488,0,1.4971,3.8434,3.7343,5.4339,0.402459532299733
"1983",35489,0,0,85.6412,0,19.806,0.509137777779837
"1984",35492,0,9.8854,3.0865,1.0046,18.2854,0
"1985",35522,0,7.4097,4.1833,1.5183,6.0606,0
"1986",36389,0,0.1525,0,0,0.9862,0
"1987",36410,0.0379,6.1504,24.4623,13.9139,4.552,0.0811012946171281
"1988",36420,0,0.0682,2.8737,0.2043,9.7298,0.0812248299120478
"1989",36439,0,0.5521,24.6434,12.9232,2.3461,0.150196920611563
"1990",36440,0,0.0434,5.9483,3.2155,4.8611,0.547810061410296
"1991",36441,0,0,5.6431,0,0,0.200749762655603
"1992",36444,0,0,1.609,0,1.9228,0.00679595878310962
"1993",36451,0,3.1663,26.5624,2.5245,6.2255,0.670992043189076
"1994",36456,0,2.7352,16.8219,6.2855,5.9839,0.571654763740587
"1995",36458,0,9.591,21.8965,8.1371,5.7275,0.0177857657274686
"1996",36461,0,4.9488,13.5467,10.5676,9.6923,1.01811698996523
"1997",36462,0,0.5193,4.5413,2.2222,7.3972,0.44339068952883
"1998",36464,0,9.529,24.0497,11.3417,11.3089,0.865147072661587
"1999",36465,0,0,7.5598,0,3.7699,0
"2000",36466,0,0,16.3717,1.8066,9.1857,0.180340283505753
"2001",36469,0,0,0.1988,0,0,0
"2002",36474,0,0.4627,20.9095,15.2013,5.7607,0.805871735831696
"2003",36475,0,1.2951,11.3364,3.1268,6.4734,0.0835133934204021
"2004",36479,0,2.6445,11.451,3.7697,20.8996,0.401346571013501
"2005",36480,0,0,6.4568,0,5.0336,0
"2006",36481,0,7.5482,27.5099,17.7091,3.1201,0.239693825246865
"2007",36487,0,0.0804,9.9047,2.7149,18.8683,0.22656735627685
"2008",36488,0,10.2628,17.4515,11.1763,14.8624,0.398855980451645
"2009",36489,0,7.9585,30.6197,23.524,7.1098,0.518933168911181
"2010",36490,0,0,100,91.9807,0,1.15588848639563
"2011",36491,0,0,1.851,1.8467,6.5181,0.327942523871986
"2012",36492,0,1.1048,50.1081,8.3499,3.4204,0.76983894378772
"2013",36494,0.0472,5.792,18.7057,15.2272,6.8564,0.209550284994539
"2014",36495,0.366,0.142,0.6143,0.4889,1.5911,0.76844875825317
"2015",36498,0,0.0023,2.9948,0.236,4.4247,0.91425065134134
"2016",36499,0,0,18.2306,0,0,0.732590326945501
"2017",36500,0,0,6.2347,0,4.3165,0.0887903385179646
"2018",36502,0,0,4.2628,0,0,0
"2019",36516,0,0,0,0,18.9095,0.0276404196386059
"2020",36520,0,4.1652,36.2479,5.9202,7.7643,0.592913631416638
"2021",36524,0,4.2559,12.9834,9.7607,7.9568,0.178427941194772
"2022",36525,0,7.086,14.2521,6.2686,3.2945,0.121585420097678
"2023",36526,0,0,39.6271,0,5.258,0.882933475359065
"2024",36541,0,3.0673,17.2936,3.2226,3.4687,0.178166337374431
"2025",36568,0,0,96.2036,92.6276,9.956,0.612713563664211
"2026",37480,0,7.2204,32.2222,7.2806,17.1778,0.507848422156015
"2027",37482,0,8.0406,32.3903,17.5967,12.5065,0.311972677585757
"2028",37484,0,0,0,0,0,0
"2029",37486,0,0,5.399,0,4.3743,0
"2030",37488,0,0,3.6595,0,0,0.0341203114938773
"2031",37491,0,0,9.3269,0,0.8545,0.615491211517943
"2032",37495,0,9.9916,19.5319,9.9915,4.9544,0.55732932690899
"2033",37500,0,0.3264,23.9212,23.0002,12.483,0.485334819296731
"2034",37501,0,0,0.1843,0,0,0.228194717891934
"2035",37506,0,0,84.8373,84.8373,0,1.20404518436651
"2036",37507,0,3.6456,25.3154,24.103,8.3198,0.992563967384934
"2037",37509,0,1.6069,21.7112,7.7977,4.8407,0.99994943079684
"2038",37513,0,0,14.4253,0.1262,7.5091,0.197139503946659
"2039",37516,0,0,26.3432,0,0,0.157644565647037
"2040",37520,0,0.0044,26.9276,0.9171,3.4514,0.313405383094962
"2041",37527,0,0,69.3876,22.9134,2.1494,0.968578197113898
"2042",37534,0.7764,10.1485,25.0229,16.039,10.5558,0.912460301947263
"2043",37539,0,0,2.903,0.3727,7.7119,0.264159515024694
"2044",37541,0,0,0,0,2.8827,0
"2045",37542,0,0.2538,65.6583,33.1562,5.4495,0.986779068695667
"2046",37546,0,0,4.2914,0,0,0.051108835400827
"2047",37550,0,0,9.1162,0,0,0.67991427443147
"2048",37559,0,6.7189,50.5593,44.5623,28.506,0.845023574922216
"2049",37563,0,0,21.0172,4.0115,12.3967,0.103101916688009
"2050",37569,0,1.9469,17.9103,1.3343,8.682,0.790407410466085
"2051",37570,0,0,13.5828,0,1.0635,0.289243803627342
"2052",37571,0.0261,4.4508,44.0869,22.6189,9.0156,0.554213951203303
"2053",37572,0,0,0.1254,0,0,0
"2054",37573,0,5.9805,12.751,0.2709,6.3687,0
"2055",37574,0,0,2.5318,0,0,0
"2056",37578,0,0,23.6854,0,0,0.0111978812730366
"2057",37580,0,1.2062,31.8903,5.8476,6.0784,0.893848152944597
"2058",37581,0,0.0618,53.7368,33.2903,3.6821,0.341837659142365
"2059",37582,0,1.5061,53.8538,37.4957,7.1223,0.998421507502857
"2060",37583,0,0,8.251,0,0,0.517364658392825
"2061",37586,0,0,13.0619,4.6215,4.0374,0.850525430718402
"2062",37587,0,0.0017,19.9122,0,11.6458,0.372358086986257
"2063",37589,0,0,50.1297,0,0,0.865581326030536
"2064",37590,0,0,10.3712,0,7.6577,0
"2065",37597,0,0,44.7786,25.043,0.2401,0.636181668657967
"2066",37604,0,5.2777,11.7552,2.5105,7.7026,0.904978362135973
"2067",37619,0,0,0,0,14.9874,0
"2068",37623,0,0,0,0,9.9299,0
"2069",38515,0,0.0253,13.885,3.3339,6.9757,0.400858434120705
"2070",38518,0,0,53.3367,11.5376,0.1936,0.28105312586188
"2071",38520,0,3.6384,7.2772,2.407,4.0635,0.219274977644328
"2072",38526,0,0,19.5424,0,0.8237,0.106618013036043
"2073",38527,0,2.6055,10.7187,5.081,6.0965,0.0432901057577284
"2074",38528,0,0,31.2451,0,0,0.24816408802209
"2075",38529,0,0,1.8349,1.8349,4.0657,0.207927332163824
"2076",38531,0,4.1877,21.5834,13.658,2.8039,0.207770668404408
"2077",38534,0,0,7.327,0,0,0.164762464188066
"2078",38541,0.6489,3.9953,48.0182,17.6023,10.1028,0.544209176923575
"2079",38547,0,0.0153,2.1985,0.9366,3.0072,0.942852383259467
"2080",38552,0,0.1612,34.3391,29.1756,1.1063,0.170404717208234
"2081",38557,0,0.0011,28.0469,5.0724,4.1609,0.554505326511261
"2082",38559,0.2906,2.3762,42.5516,9.4385,5.362,0.467814553712819
"2083",38560,0,0,42.6465,11.991,0.2988,0.636630411354143
"2084",38573,0,0.0573,50.3666,49.2367,6.3443,0.914543782483324
"2085",38586,0,11.5509,18.4284,10.3795,25.6024,1.01826875936134
"2086",38587,2.5949,3.9898,39.115,13.0277,8.0918,0.257500937667267
"2087",38593,0,11.0057,17.211,9.5941,8.9945,0.662093493054835
"2088",38594,0,0,3.6108,0,0,0
"2089",38595,0,0.007,4.7751,0.4915,3.2073,0.488123232592049
"2090",38596,0,3.8275,10.7333,1.4263,6.9697,0.208177653789858
"2091",38598,0,0.0304,1.6209,0,0.2692,0
"2092",38600,0,0,4.1583,0,0,0
"2093",38602,0,0,4.7849,0,3.7403,0.0397368162814336
"2094",38603,0,0,17.3548,0,0,0.332237740655926
"2095",38606,0,1.7511,2.8843,0.5207,6.5944,0.916694223277853
"2096",38614,0,0,24.519,0.0136,0,0.253883378540642
"2097",38616,0,0,9.4055,0,0,0.937893497045687
"2098",38617,0,2.7206,46.8881,14.8214,3.8899,0.701926015286736
"2099",38619,0,0,17.6288,0,0,1.10901281855223
"2100",38621,0.2058,8.2201,13.8599,4.5962,9.4069,0.644287969257099
"2101",38624,0,0,0.1628,0,0,0.0592510404312872
"2102",38629,0,0,30.6723,0,0,0.0616543559641624
"2103",38632,0,0,0,0,0,0
"2104",38633,0,0,0,0,4.1253,0
"2105",38636,0,0,0.7838,0,0.2059,0.0192047777334616
"2106",38640,0,0,0,0,0.5519,0
"2107",39595,0,0,66.1836,18.7745,12.4547,0.786175711346966
"2108",39600,0,0,3.8409,0,0,0.230145281045155
"2109",39610,0,0,7.9878,0,0,0.0545064450308736
"2110",39613,0,0,5.8662,0,0,0.0534285182063409
"2111",39614,0,0,1.5011,0,0,0.0504703890283155
"2112",39616,0,0.0933,17.0177,13.594,4.3291,0.69595278917986
"2113",39617,0,4.6869,1.1535,0.9041,15.0454,0.112257360486471
"2114",39619,0,0.0012,30.2934,0.9843,10.0755,1.1347783768688
"2115",39622,0.2259,7.1679,35.7816,23.7739,25.9039,0.768680045351177
"2116",39624,0,1.1357,26.357,7.8144,9.3206,0.553832345771142
"2117",39627,2.3264,7.229,19.0114,8.8305,10.5246,0.14231113601666
"2118",39631,0,0,16.4199,12.5871,0,0.760361998814586
"2119",39636,0,0,40.0588,40.0588,9.3448,0
"2120",39639,0,0,29.9567,29.9567,17.3772,0.697125872404262
"2121",39642,0,0.4965,18.4526,4.3164,3.0902,0.512716543907456
"2122",39652,0,0,12.3986,1.4917,4.3047,1.11918774817816
"2123",39654,0,4.6284,8.3677,0.6502,7.9748,1.17674436024899
"2124",39656,0,0,0,0,0,0
"2125",39657,0,0,1.698,0,0.8105,0.103885618510343
"2126",39662,0,0,11.6804,0,0,0.0811774423254062
"2127",39675,0.3866,8.9,17.7263,10.6773,11.9728,0.603858241517143
"2128",39684,0,4.3863,34.6176,26.3224,5.1628,0.568818416786384
"2129",39686,0,0.0021,3.06,0,4.2273,0.104342586786097
"2130",39688,0,3.0964,17.7986,4.1709,5.2164,0.868693304217957
"2131",39690,0,0,1.4553,0,0,0.01854660317031
"2132",39692,0,0,26.3075,0,0,0.704269355887639
"2133",39695,0,0.9533,47.2744,31.6627,6.2255,1.01283490847032
"2134",39698,0,0,1.2786,0,0,0.0202707511850703
"2135",39700,0,0,1.9567,0,0,0.0143013293162488
"2136",39704,0,2.799,32.5208,0.6328,7.3873,0.181066847002218
"2137",39709,0,0,0.8876,0,0,0
"2138",39710,0,0.0854,15.5693,4.4814,3.6612,0.614069758545534
"2139",39711,0,8e-04,2e-04,2e-04,9.5306,0.0536776031510062
"2140",39713,0,1.3617,54.8129,43.77,9.2882,0.576958785005977
"2141",39715,0,0,0,0,15.5773,0
