"","lagoslakeid","iws_lakes_overlapping_area_pct","iws_streamdensity_streams_density_mperha","iws_wl_allwetlandsdissolved_overlapping_area_pct","iws_wl_connectedwetlandsundissolved_overlapping_area_pct","buffer500m_streamdensity_streams_density_mperha","shoreline_wetlands_pct"
"3538",72812,0,5.262,68.2643,66.2305,13.1246,0.872221947027652
"3539",72821,0.1282,12.1409,13.5703,6.0018,9.1291,0.188736932825096
"3540",72823,0,0,0,0,17.3238,0.0124181515350206
"3541",72824,0,8.0834,21.7442,7.1134,13.1545,0.0713101426829939
"3542",72825,0,0,0,0,12.1166,0
"3543",72826,0,8.3515,2.3926,2.2142,12.539,0.0665092786788962
"3544",72828,0,0,0.2544,0,0,0
"3545",72830,0,0,9.224,0,0,0.444312104191613
"3546",72832,0,17.3401,24.0545,21.8174,21.6344,0.594088033933527
"3547",72836,0,0,1.7469,0.2596,21.5188,0.517851127369684
"3548",72844,0,0,0,0,12.0877,0
"3549",73773,0,0,7.023,0,0,0.42231848940326
"3550",73774,0,0,20.3387,0,5.2204,0.28793919827612
"3551",73781,0,0,10.4019,0,4.8345,0.0170701926321032
"3552",73782,0,0,95.7528,76.6851,0,0.939064165808352
"3553",73785,0,5.9408,8.0834,3.1864,12.5151,0.208001392541045
"3554",73794,0,0,10.2911,0.1864,8.7322,0.470705558634773
"3555",73795,0,0,1.3113,0,0,0.0590880566732504
"3556",73797,0,6.6424,21.1006,2.6121,4.8235,0.0285623540160552
"3557",73809,0,6.3317,35.5763,16.9363,6.3115,0.533352902138517
"3558",73812,0,0,0.9616,0,0,0.128795111395758
"3559",73814,0.4072,10.5755,22.2707,14.4595,12.8308,0.659093427824656
"3560",73826,0,0.1678,0,0,5.5277,0
"3561",73831,0,5.9712,13.6264,6.4576,4.7206,0.0655134370725724
"3562",73833,0,1.2804,5.9597,0.4674,1.6918,0.288867145245825
"3563",73834,0,5.5272,22.548,6.5672,11.5933,0.838088264023607
"3564",73836,0,0.0168,41.5458,12.9199,2.8493,0.708128140442159
"3565",73847,0,0.4703,9.9276,3.5958,4.7569,0.476139637403341
"3566",73849,0,0,5.4662,0,0,0.339738566248664
"3567",73856,0,0,0,0,1.363,0
"3568",73859,0,7.8928,13.1677,8.3347,12.0926,0.816232300452766
"3569",73862,0,0,1.8935,1.8935,12.0054,0.346154441478871
"3570",73863,0,0,0.7162,0,1.4953,0.0232256989170676
"3571",73864,0,0.2415,3.5278,0,2.1267,0
"3572",73865,0,0,17.3418,6.651,4.5304,1.0533897084742
"3573",73866,0,0,41.2336,0,3.9318,1.05338063430572
"3574",73869,0,9.0408,16.6907,10.9631,3.8421,0.0584485281481212
"3575",73872,0,0,31.362,0,4.9555,0.660140165775047
"3576",73874,0,0,20.3893,0,0,0.741532726752934
"3577",73875,0.0683,4.1645,19.8003,6.8805,1.9731,0
"3578",73876,0,0,2.4587,0,0,0
"3579",73879,0,0,65.4334,0,0,1.00351714106344
"3580",73880,0,0,0.7104,0,0,0.136069748837
"3581",73883,0,8.2261,26.8762,17.0094,13.9501,0.493685883914124
"3582",73884,0,0,0.3644,0,9.2142,0.0413941316193195
"3583",73885,0,5.0038,36.7981,10.2768,5.9983,0.558659950170076
"3584",73891,0,0,87.6922,64.6947,0,1.04943571481049
"3585",73893,0,0,1.7547,0,5.1713,0.054412147257952
"3586",73897,0,3.886,3.3009,0.3271,11.517,0.0049371320540104
"3587",73899,0,0,8.0621,0,2.0274,0.181699977927829
"3588",73901,0,0,6.5503,0,0,0.36018364247822
"3589",73905,0,0,0.9944,0,6.7957,0.00789936114124648
"3590",73907,0,0,0,0,6.2187,0.0328569600090886
"3591",73908,0,0.8984,6.418,2.5914,1.4568,0.363061500325357
"3592",73910,0,0,0.8324,0,1.365,0.00201687219888987
"3593",73912,0,0,2.9166,0,0,0.0699959342993484
"3594",73913,0,0.0021,1.9331,1.9331,6.3829,0
"3595",73914,0,0,0.1599,0,0,0
"3596",73922,0,3.0398,15.8774,4.6683,5.9363,0.555370455710146
"3597",73924,0,11.2292,0.0309,0,10.1678,0
"3598",73951,0,0,16.7204,0,0.201,0.250905034064265
"3599",74834,0,0,8.3505,0.0434,9.2652,0.0246948284037815
"3600",74837,0,0,5.9206,0,0,0.0646954666150607
"3601",74839,0,0,9.7692,0,0,0.503019356246834
"3602",74843,0,0,66.9896,66.1533,0,0.944458350363684
"3603",74845,0,0,4.189,0,0,0.0585532066128701
"3604",74847,0,1.6561,8.8843,6.8097,6.4456,0.244072076324171
"3605",74848,0,0,38.128,0,1.2799,0.710855342370591
"3606",74851,0,0,51.0623,33.6347,0,1.24388917588489
"3607",74852,0,4.0724,4.6007,1.4976,7.9826,0.0791712111450855
"3608",74860,0,2.8695,10.2659,6.6139,5.5195,0.282584397957861
"3609",74866,0,0.003,3.5146,1.7561,5.2924,0.714329408147763
"3610",74872,0,0,1.6199,0,0,0
"3611",74881,0,0,66.3932,45.1784,4.1189,1.04818710393625
"3612",74891,0,4.6823,7.564,2.4937,13.9552,0.691227310684507
"3613",74893,0,3.3622,13.1689,10.4826,7.9855,0.298210451600141
"3614",74894,0,0,0,0,0,0
"3615",74895,0,0,0,0,16.5051,0
"3616",74896,0,0,23.4194,17.1204,7.0441,1.08541477023994
"3617",74902,0,0,6.651,0.9952,5.2655,0.90385211743552
"3618",74904,0,0,41.7718,0,0,0.828848656958936
"3619",74905,0,0,2.6627,0,0,0
"3620",74907,0,0,24.8211,0,9.4692,0.222434695272979
"3621",74910,0,0,22.0054,0,0,0.167192120404981
"3622",74912,0,0.6999,58.5017,47.2207,3.5885,0.912279711298243
"3623",74917,0,5.7838,81.1549,65.905,22.03,0.0376224561444269
"3624",74918,0,0,0.2539,0,4.5329,0
"3625",74920,0,0,0,0,0,0
"3626",74924,0,0.2918,4.3319,2.0773,4.4413,0.904772590817379
"3627",74925,0,0,1.8264,0,4.6334,0.133219385658283
"3628",74926,0,0,19.5479,0.0398,0,0.503020419664625
"3629",74928,0,7.5932,20.1991,7.788,4.5682,0.578737413219627
"3630",74936,0,0,54.1687,37.2642,0,1.10170766870465
"3631",74937,0,7e-04,8.9996,0,4.187,0.231609663648687
"3632",74941,0,0,0.0016,0.0016,22.5141,0.0349890137838098
"3633",74943,0,3.5886,4.7275,3.3445,6.3783,0.463385575226429
"3634",74944,0,0,73.6265,73.6265,0,1.20610850272976
"3635",74955,0,0,79.8708,79.8706,25.1323,0.0132111249751033
"3636",74961,0,0,0,0,2.1583,0
"3637",74964,0,0,7.0241,0,1.2801,0.114884654136585
"3638",74968,0,0,0,0,8.7397,0
"3639",74978,0,0.0546,21.2304,11.6292,2.1219,0.308062832626191
"3640",75895,0,0,0,0,3.8522,0
"3641",75906,0,0,85.7989,0,0.0478,0.907348791790694
"3642",75931,0,3.3394,23.0945,11.9443,11.8624,0.624862926001805
"3643",75934,0,0,19.9347,0.0553,0.6099,0.133360758770426
"3644",75955,0,0,6.6401,0,0,0.532144904598253
"3645",75957,0,0,20.9374,0,4.5018,0.0648929616904873
"3646",75959,0,0,1.4323,0,0,0
"3647",75962,0,0,3.4513,0,0,0.0846047978750636
"3648",75964,0,0,12.3181,0,0,0.270349987979263
"3649",75967,0,0.1551,20.1697,6.3239,6.7643,0.798701461121525
"3650",75969,0,0.0671,7.0325,0.0828,3.043,0.169668713000954
"3651",75970,0,0,26.4307,0,10.1851,1.18706145864284
"3652",75972,0,0,2.9388,0,0,0.135422405765021
"3653",75973,0,0,46.0245,0,0.477,0.977467129526875
"3654",75974,0,0,0,0,5.8381,0
"3655",75976,0,0,1.0865,0,0,0
"3656",75979,0,1.1222,6.2512,2.6668,5.5672,0.135349278055888
"3657",75982,0.0878,6.7676,56.6894,41.5305,16.4042,0.663098955467607
"3658",75983,0,0,3.4004,0,0,0.334769898197722
"3659",75984,0,0,11.0719,0,0,0.311340267989072
"3660",75990,0,0,1.6422,0,0,0.241418465770492
"3661",75992,0,0,22.8713,0,6.2878,0.280389861167869
"3662",75993,0.5004,0.0953,15.3818,0.3362,1.4201,0.245051593211368
"3663",75995,0,1.1842,14.3512,2.6968,6.2554,0.610498114819286
"3664",75997,0,3.9213,43.1033,17.2966,3.4558,0.643076463532857
"3665",76000,0,0,3.5008,0,0.4722,0.0959377577038412
"3666",76002,0,0,51.1727,42.9459,0,0.878988406685121
"3667",76003,0,0,38.3144,36.9199,0,0
"3668",76004,0,2.2981,9.3886,7.739,3.4896,1.04491230775306
"3669",76010,0,0,39.2278,0.2539,0,0.294140643189468
"3670",76014,0,0,13.4603,1.5808,6.8643,0.293544218669194
"3671",76016,0,3.5619,15.6349,3.2071,7.4385,0.865922107859834
"3672",76018,0,0,2.6827,0,3.8063,0.00795491650718933
"3673",76024,0,0,2.1447,0,2.6148,0
"3674",76026,0,0,15.8278,0,0.7387,0
"3675",76031,0,11.5799,16.5472,8.1164,27.1976,0.120643913858198
"3676",76032,0,0,4.7913,0,16.3483,0.0090302450852503
"3677",76036,0,0.0208,12.9502,0,3.5674,0.177302127582287
"3678",76037,0,0,52.9964,44.3581,8.7465,1.12402004317283
"3679",76038,0,0,2.213,0,0,0.0378940772844477
"3680",76040,0,0,18.5571,0,0.9307,0.0644228730881205
"3681",76042,0,6.4448,30.922,21.8599,7.2098,1.09000436959434
"3682",76048,0,0,25.5782,0,9.7614,0.259003038044558
"3683",76933,2.5207,4.1169,70.7624,49.54,13.5593,0.885643273546738
"3684",76934,0,0,1.6209,0,0,0
"3685",76944,0,0,26.733,1.0278,0,0.129895500499516
"3686",76955,0,1.7516,20.5413,6.724,5.9297,0.795878365187071
"3687",76969,0,0.5103,15.1442,0,1.0518,0
"3688",76972,0,0,17.0283,0,0,0.713459076111666
"3689",76975,0,0,0,0,0,0
"3690",76979,0,0,28.9601,11.2998,12.295,0.799410164058636
"3691",76982,0,0,1.5944,0,0,0
"3692",76984,0,0.0301,1.1762,0,11.9068,0.103834128064157
"3693",76989,0.1222,6.9457,24.3841,10.7092,5.4657,0.34233898944713
"3694",76990,0,3.3797,20.7913,1.4767,5.2519,0.188299538340604
"3695",76996,0,0,3.862,0,0,0.302125018992713
"3696",76998,0,3.6471,0.3499,0,7.5226,0
"3697",77002,0,5.842,4.9836,4.316,4.486,0.698473281116251
"3698",77008,0,0.0561,0.5755,0,0.1558,0
"3699",77009,2.2293,3.3241,39.9423,27.7344,5.7332,0.846070139141814
"3700",77010,0,0,5.8023,0,0,0.318782739028238
"3701",77012,0,4.787,14.5326,7.4111,16.1829,0.4704048973446
"3702",77014,0,1.6611,51.9276,33.3034,2.1997,0.547711009023741
"3703",77015,0,0,4.9102,0,2.7358,0
"3704",77017,0,0,0.5484,0,0,0
"3705",77019,0,5.2745,7.375,1.0431,16.1353,0.139538586933771
"3706",77020,0,1.2853,11.7248,2.6519,1.3237,0.0279963838919054
"3707",77022,0,0,0,0,0,0
"3708",77023,0.0223,6.0224,13.0933,5.2085,9.8302,0.129392169215438
"3709",77030,0,0,0,0,0,0.045920846179678
"3710",77031,0,0,0.0676,0,0,0.0416095069401457
"3711",77032,0,1.1095,40.7461,7.4419,2.3603,0.656517631574706
"3712",77033,0,0,90.5142,15.0247,6.0637,0.81877935722325
"3713",77034,1.2142,6.2914,18.8014,14.4752,0.5813,0.161364198579878
"3714",77046,0,0.3314,25.4133,2.3312,7.6038,0.287478646248505
"3715",77048,0,0,60.6179,39.4099,0,0.838955688750292
"3716",77049,0,0,0,0,15.3397,0
"3717",77051,0,6.3524,11.0926,2.2035,3.8986,0.542371109090612
"3718",77052,0,0,66.968,66.968,15.684,0.901297695116074
"3719",77055,1.0309,6.19,8.4178,6.049,3.627,0.0320942878862795
"3720",77057,0,0,0,0,16.3971,0
"3721",77059,0,14.2215,41.8203,31.0906,24.4629,0.553896465395082
"3722",77063,0,0,11.7164,11.7164,8.3858,0.47409105995653
"3723",77068,0,0.0692,5.9662,5.9662,9.6662,0.505803976082112
"3724",77093,0,0,97.4613,92.884,0.1933,1.11972172145143
"3725",77982,0,0.0163,0.7632,0,5.0769,0
"3726",77984,0,0.0781,16.9087,0,4.9714,0.610847163528126
"3727",77986,0,0,86.7783,82.5916,0,1.0553681704648
"3728",77987,1.0831,2.5963,19.9734,13.6769,9.3496,0.899019894257569
"3729",77988,0,0,21.8109,0,0.7671,0.27343603764601
"3730",77989,0,1.7688,32.6622,4.2163,7.3398,0.783540257182338
"3731",77990,0,0.8637,8.1741,1.7556,4.6822,0.352342301723491
"3732",77991,0,0,1.4299,0,0,0.408286435257443
"3733",77996,0,0,2.3491,2.3491,11.6453,0.346049088485262
"3734",78002,0,0,11.3468,0,0,0.0614098615162246
"3735",78004,0,9.2908,49.7079,21.4131,12.782,0.839122192164798
"3736",78009,0,0,31.9478,0,0,0.337154522539137
"3737",78011,0,2.581,40.6272,32.2663,6.774,0.381584959684285
"3738",78018,0,0,4.8612,0,3.5456,0.45592768245273
"3739",78020,0,0,38.3233,0,0,0.534268914292034
"3740",78040,0,5.2009,15.5403,5.4246,8.3518,0.0544616958064195
"3741",78041,0,6.0727,15.2913,2.3734,12.8081,0.0418102192924971
"3742",78044,0,0,6.6271,0,0,0.377011491297398
"3743",78047,0.1982,6.0539,12.5684,5.3064,12.9011,0.451516342975469
"3744",78051,0,0,1.2999,0,12.5955,0
"3745",78052,0,2.5272,4.9708,4.1039,10.4729,0.864952223230172
"3746",78054,0.8625,8.3882,17.3173,9.077,5.4384,0.477844661152903
"3747",78055,0,0,32.1464,32.1094,11.1361,0.909375010586438
"3748",78056,0,3.8334,40.6423,16.7986,14.475,0.845118555943613
"3749",78058,0,0.0197,23.8137,1.2227,7.3318,0.624281222801656
"3750",78062,0,0,18.8526,0,0,0.125944464730504
"3751",78066,0,0,20.2199,7.4503,0.1418,0.953173519049907
"3752",78071,0,0.3262,8.7935,0,16.1513,0.172358329358037
"3753",78074,0,0,0,0,1.0055,0
"3754",78075,0,0,48.1759,0,2.7123,0.423415529178538
"3755",78076,0,0,16.6367,0,0,0.221345170825795
"3756",78082,0,7.3485,10.3878,7.609,6.6343,0.137873203349717
"3757",78087,0,0,1.0235,0,19.9005,0.00447749833213187
"3758",78088,0,0.0141,1.3956,0,7.3314,0.206897884684271
"3759",78090,0,0,36.9946,0,8.4003,0
"3760",78091,0,0,11.2437,0,6.702,0.184933477478517
"3761",78092,0,0,7.7686,0.2822,2.6076,0.0292553786013559
"3762",78094,0,1.6571,4.2387,0.9671,2.8782,0.106771712916032
"3763",78096,0,0,0,0,0,0
"3764",78098,0,0,99.0911,1.7566,14.4959,1.05362534470212
"3765",78099,0,0,6.8602,0,6.9038,0.0915862927480878
"3766",78100,1.8311,8.8809,16.6236,5.2144,7.9517,0.0842590068493804
"3767",78101,0,0,17.3731,0,4.0706,0.64330594957723
"3768",78102,0,7.5818,23.6845,14.6832,3.7233,0.587422760930782
"3769",78103,0,0,1.8783,0,0,0.127307716206431
"3770",78104,0,7.2006,19.1635,0.6719,5.4222,0.265937148786246
"3771",78105,1.4949,12.3699,17.3213,9.5024,19.4162,0.470531130951505
"3772",78107,0,0,3.9323,3.9323,5.2272,0.121903817547442
"3773",78109,0,0,4.6229,0,0,0.0225362351240082
"3774",78110,0,0,30.4472,0,0,0.906201038726692
"3775",78111,0,0,5.8808,0,0,0.0952407429223164
"3776",78113,0,0,0,0,11.9468,0.0195734543256137
"3777",78115,0,19.4952,20.9291,15.1634,24.4256,0.0789621581846654
"3778",78116,0,0.5096,21.0805,8.9835,2.4124,0.317864977159946
"3779",78117,0,1.2534,15.4294,0,9.8986,0.0568033707554768
"3780",78118,0.6117,10.9589,1.8002,1.4798,15.253,0.0103978140863863
"3781",78119,0,11.2547,28.7054,16.6643,14.3175,0.819964436065455
"3782",78124,0,0,22.8932,0,0,0.915357598686515
"3783",78126,0,0,12.9021,8.1354,8.9142,0.101730255344187
"3784",78132,0,3.4341,32.4609,14.8779,1.5219,0.202994871854076
"3785",78140,0,0,11.4806,0,0,0.165000117857227
"3786",79105,0,0.3343,9.5176,3.3513,16.8342,0.595452584361169
"3787",79107,0,0.4368,18.3873,2.0965,2.6294,0.193902380662177
"3788",79113,0,0,34.6688,8.7304,1.6479,0.937111737934873
"3789",79117,0,1.0841,11.6097,7.2783,10.349,0.369151330669921
"3790",79122,0,1.547,9.0022,2.9429,2.0057,0.252991884395068
"3791",79129,0,0,0,0,15.5089,0.00627735131645025
"3792",79150,0,0,0,0,8.8074,0
"3793",79151,0,0,0,0,0,0.0218270017086682
"3794",79155,0,1.0962,24.6231,5.218,1.6768,0.43174498213232
"3795",79158,0,3.4885,6.9409,0,10.678,0.0770961030253519
"3796",79160,0,0,8.5412,0,0,0.456671031948014
"3797",79163,1.989,0.2809,1.0327,0,1.5393,0
"3798",79164,0,0,1.8342,0.2779,2.7014,0.222064735797239
"3799",79167,0,0,19.2304,0,2.5235,0.527414987867156
"3800",79173,0,3.1432,5.5204,3.3161,7.4755,0.680182032322585
"3801",79176,0,38.0644,63.7689,63.7689,26.71,0.511892522118126
"3802",79183,0,0.0352,13.7983,0.102,0.4,0.381042516339569
"3803",79185,0,0,21.7914,2.7746,3.232,0.236680183661167
"3804",79187,0,2.5118,10.0744,1.009,5.5514,0.43031184539449
"3805",79190,0,0.0932,14.1188,0,0.1692,0.602351619901436
"3806",79193,0,0,2.1523,0,0,0.104489895174075
"3807",79194,0,8.7452,4.5361,3.3134,12.3243,0.0200507969435902
"3808",79196,0,0,9.2535,0.6012,9.316,0.408993540860642
"3809",79197,0,6.24,56.2533,48.4184,8.7159,0.911475974839889
"3810",79198,0,1.2789,41.7527,1.6986,7.979,0.360372345272243
"3811",79200,0,0,9.7074,0,3.3205,0.368515316190197
"3812",79201,0.6791,11.2412,19.1827,10.6016,14.5974,0.115039568565172
"3813",79203,0,0,9.9594,0,0,0.0333421996476917
"3814",79208,0,0,0,0,0,0
"3815",79210,0,0,0.1415,0.1415,15.8186,0.0325267679545626
"3816",79214,0,2.1659,22.7201,22.2987,7.9325,1.06365383584615
"3817",79216,0.051,12.3341,8.8398,3.4474,13.2007,0.888097034815651
"3818",79217,0,0,8.7963,4.6698,5.2091,0.204957417575799
"3819",79218,0,0,14.8611,3.0799,1.1515,0.544065477557512
"3820",79219,0,2.8072,12.7851,9.611,4.4633,0.121760113987359
"3821",79223,0,0,0,0,0.6995,0
"3822",79225,0,0,0,0,0,0
"3823",79226,0,0,0.5216,0.5216,20.4316,0.0469158860609465
"3824",79227,1.281,15.9245,13.5626,10.644,14.6597,0.26130366604845
"3825",79233,0,10.5956,10.3418,5.8074,10.3201,0.712943589841648
"3826",79238,0,0.7806,10.5691,0,12.6951,0
"3827",79239,0,1.5822,15.6262,8.6088,8.1607,1.04100751941488
"3828",79280,0,0,19.4719,0,0,0.655643141570609
"3829",80134,0,0.0466,9.2509,1.6785,0,0.343582531360055
"3830",80143,0.7493,3.7247,11.7753,6.9467,3.3927,0.0390381270629984
"3831",80148,0,0.1545,22.7495,21.5847,5.584,0.949960740927003
"3832",80152,0,0,2.5738,0,5.116,0.0515566208833609
"3833",80155,0,0,43.1973,26.1169,3.9596,1.12403852154344
"3834",80157,0,0,0.56,0,0,0
"3835",80165,0,0,0,0,22.311,0.110372086419466
"3836",80169,0,0,1.7583,0.4604,4.7154,0.134238835618165
"3837",80181,0,8.1726,21.9856,8.4695,7.8627,0.622852052579854
"3838",80184,0,2.5945,5.0937,3.3601,5.7736,0.404606430111621
"3839",80185,0,7.4718,8.5873,5.7902,21.3709,0.145934972602497
"3840",80188,0,0,0.2192,0,0,0
"3841",80189,0,1.8284,8.9899,4.4842,6.2513,0.817406066449527
"3842",80190,0,13.191,8.0859,3.056,18.7715,0.10556001862705
"3843",80193,0,0.0923,14.4589,3.0087,2.4613,0.740289779445414
"3844",80194,0,0,1.0371,0,0,0
"3845",80196,0,9.8685,7.6599,2.0504,14.0273,0.756973625709931
"3846",80197,0,5.638,14.1643,1.8564,12.9542,1.04204190151153
"3847",80200,2.2529,5.7091,25.5686,7.8864,6.3623,0.177352797241802
"3848",80207,0,0.3911,18.852,0.0385,0.8382,0.330653711416139
"3849",80209,0,0,21.0651,12.3176,4.6749,0.918486992656526
"3850",80210,0,8.3415,11.3669,6.5528,12.5512,0.789721220345759
"3851",80212,0,0.4288,8.5482,5.4544,15.8832,1.11423270036346
"3852",80216,0,0,9.1542,3.0275,0.3939,0.18462217579721
"3853",80218,0,0.8236,3.1696,0,6.6719,0
"3854",80220,0,0,0.046,0,0,0
"3855",80224,0,0,96.468,80.2031,14.1419,0.594363271593705
"3856",80229,0,0,9.8638,0,0,0
"3857",80231,0,0,30.9192,0,0.3537,0.917425719940846
"3858",80235,0,0,11.1629,0,0.7131,0.753676822718745
"3859",80237,0,0,3.4267,0,0,0.127560689001363
"3860",80238,0,0,8.2118,0,1.377,0
"3861",80240,0,0,1.6932,0,8.1846,0.424011508434695
"3862",80243,0,0.3007,12.5919,5.7021,4.4349,0.588788987537216
"3863",80244,0,0,0.0019,0,0.3902,0.0423395253582394
"3864",80248,0,0,7.0743,0,0,0.0983374576925976
"3865",80252,0,0,38.8416,7.5523,2.2673,0.709373054520089
"3866",80253,0,0,0,0,12.0644,0.0273513821265196
"3867",80254,0,0,24.6127,0,4.4401,0.186562767686854
"3868",80258,0,0,29.285,0,0,0.439398851845111
"3869",80265,0,0,4.0016,0,0,0
"3870",80266,0.2904,10.2603,1.9592,1.5961,21.7239,0
"3871",80267,0,0,0,0,4.5806,0
"3872",80268,0,3.9997,0.8164,0,3.1134,0.0229433743132377
"3873",80278,0,0,0,0,10.5826,0
"3874",80615,0,0,6.3832,0,0,0.116816284206514
"3875",81142,0,0,1.9922,0,1.3364,0.107423457681678
"3876",81143,0,2.7432,1.812,1.0978,2.2307,0.157923996416008
"3877",81146,0,16.2093,4.3072,0,6.9759,0.142900290628005
"3878",81151,0,0,16.1394,0,13.3664,0.140203562761603
"3879",81154,0,0,1.5993,0,5.8003,0.267780713882704
"3880",81155,0,0.0379,7.3157,0,4.3027,0.0314967844646406
"3881",81156,0,0,0.7077,0.2575,3.1101,0.0175462872305989
"3882",81157,0,0,5.8012,0,0,0.126941220832915
"3883",81161,0,0.0269,16.1484,0.9087,4.8815,0.295874292653186
"3884",81162,0,0.0151,22.9332,0.0574,2.2708,0.130975966746831
"3885",81164,0,5.0359,33.9392,17.15,12.209,0.267091317688304
"3886",81167,0,4e-04,56.4138,54.7895,2.1324,0.967497834248191
"3887",81174,0,1.9968,34.0511,12.8413,5.6924,0.966257529291202
"3888",81177,0,0,3.1884,0,0,0.0873567264765165
"3889",81178,0,6.6991,20.5878,9.6828,6.807,0.382118497822335
"3890",81183,0,0.1577,44.7597,42.9172,10.268,0.865014998111592
"3891",81190,0,0,9.7623,0.19,17.6612,0.730681988731026
"3892",81195,0,0.561,30.4028,26.0933,4.9204,0.677850712678896
"3893",81198,0,0,10.6358,0,0,0.0624035909241648
"3894",81201,0.5315,10.5465,20.8557,13.7309,4.2385,0.183641496187779
"3895",81204,0,0,9.449,0,0,0.170415118440727
"3896",81211,0,0,18.6735,0,3.055,0.261384689000265
"3897",81212,0,0,29.173,0,1.3208,0.827382469754605
"3898",81214,0,0.017,6.1544,0,2.3258,0.0319029711682207
"3899",81222,0,0,19.5163,0,8.3034,0.581691229696814
"3900",81227,0,4.1767,15.2469,7.678,3.6909,0.363536474935933
"3901",81230,0,0,0.3693,0,0,0
"3902",81235,0,0,4.9787,0,0,0.027072781058099
"3903",81236,0,0,2.882,0,0,0
"3904",81238,0,0.041,11.0236,0,1.7997,0.0123150142759435
"3905",81239,0,13.6281,31.2427,11.6741,8.9909,0.436542848749863
"3906",81241,0,0,27.6745,7.8198,4.0707,0.269356263594178
"3907",81243,0,0,2.8639,0.3628,0,0.549798859152261
"3908",81248,0,1.5094,20.7942,5.5146,7.8534,0.283514799957018
"3909",81252,0,0,16.1941,0,0,0.152373133817818
"3910",81253,0,0.1429,4.2582,0,0.1629,0
"3911",81255,0,0,17.3374,0.1322,5.9594,0.325198207715158
"3912",81256,0,0.4904,46.0448,33.5191,5.8749,0.194290325665929
"3913",81260,0,0,25.117,0,0,1.15698959943216
"3914",81261,1.3186,3.6152,4.4861,1.0968,6.0541,0.106699763400379
"3915",81265,0,4.8592,22.4394,12.0745,6.8248,1.10267229900231
"3916",81267,0,0.482,3.3723,0,3.4062,0
"3917",81269,0,0,11.5553,0,0.0619,0.0583624944246573
"3918",81271,0,0.8284,24.8333,3.4441,1.6404,0.172617271454391
"3919",81272,0,0,0,0,4.8846,0
"3920",81273,0,0,3.091,0,0,0
"3921",81277,0,0,2.4059,0,4.2587,0.266368610094459
"3922",81278,NA,NA,NA,NA,2.9792,0
"3923",81280,0,3.1155,42.8583,18.0596,10.073,0.427688724133228
"3924",81281,0,8.9125,10.9925,8.7694,9.013,0.187652273524465
"3925",81284,0,0,6.3601,0,2.4615,0.470378356032204
"3926",81289,0,10.5719,6.2759,5.44,9.4709,0.0362667011976563
"3927",81292,0.0769,7.86,6.8526,2.7885,8.0573,0.102678126105694
"3928",81294,0,0.4847,1.7244,0,0.1404,0
"3929",81296,0,5.7247,13.1712,1.7491,6.5469,0.168602846813163
"3930",81297,0,0,0,0,10.4974,0
"3931",81304,0,12.1572,3.8265,1.1165,6.9002,0.212547940780477
"3932",81310,0,0,47.0889,0,0,0.750354926356549
"3933",82187,0,0,92.8778,0,0.8535,0.88403145913792
"3934",82193,0,2.615,37.505,21.8241,2.5827,0.582325456783628
"3935",82195,0,0,11.1719,0,0,0.431781281256289
"3936",82197,0,0,11.5963,0,2.5094,0.161741565866845
"3937",82206,0,0,15.0164,0,1.98,0.422408010529488
"3938",82221,0,0,0.3316,5e-04,19.0794,0.140379966880907
"3939",82225,0,0,6.4988,0.6686,0,0.413804293991826
"3940",82228,0,0.0038,53.2362,16.4839,5.1275,1.06030618347807
"3941",82229,0,7.7635,35.4463,26.1738,8.3798,0.697513195681456
"3942",82238,0,7.9535,10.1068,2.6186,4.0083,0.114899970537404
"3943",82245,0,3.0151,12.5138,4.8141,8.6405,0.27339427192583
"3944",82249,0,1.8858,1.8482,1.7897,6.6432,0.660112579707597
"3945",82251,0,0,4.2473,0,0,0.205286658961077
"3946",82255,0,0.0908,25.7378,5.4865,3.3015,0.735937659624636
"3947",82259,0,0.0264,0,0,6.7449,0
"3948",82260,0,0,17.697,8.4466,1.938,0.320571009761672
"3949",82262,0,8.2212,20.8245,8.9484,11.7108,0.337427687618005
"3950",82266,0,0,6.8535,0,10.2109,0
"3951",82267,0,0,10.4005,2.9916,7.7423,0.900413282868133
"3952",82270,0,0,58.9824,40.3967,4.7596,0.739561902053932
"3953",82271,0,0,13.2442,0,0.608,0.292933732779661
"3954",82274,0,0,0.3957,0,0,0.214732543797752
"3955",82276,0,0,4.0211,0,0.3292,0.133579673829235
"3956",82280,0,0,4.5386,0.1945,4.1327,0.652451564893199
"3957",82281,0,0,64.8005,61.5063,0,0.233124324682825
"3958",82285,2.6808,0.7804,20.1591,2.5734,12.2494,0.134762192590553
"3959",82286,0,0.5713,18.4054,2.2049,5.9539,0.560628819220136
"3960",82287,0,0,40.598,1.1304,0,0.902093443432532
"3961",82295,0,0,8.4681,0,0,0.265588425512855
"3962",82296,0.5076,22.8733,13.8282,10.2863,18.4092,0.0461340745703522
"3963",82302,0,0.0788,7.6072,0,6.3366,0.174196117177765
"3964",82304,0,3.1323,10.2136,1.2562,4.5117,0.386245525423881
"3965",82305,0,8.1938,17.7579,5.5509,8.3694,0.0559664552430614
"3966",82307,0,0,0,0,0,0
"3967",82309,0,9.0867,21.4894,18.8632,11.219,0.987706763996784
"3968",82310,0,0,4.5262,0,0,0
"3969",82315,0,8.5719,16.9931,4.5873,8.6634,0.332152056131588
"3970",82316,0,0,19.5308,0,8.7515,0.537436130459861
